win,lose,probability
Indiana Pacers,Orlando Magic,0.9165026493628539
Los Angeles Clippers,Los Angeles Lakers,0.5521053366533116
Miami Heat,Chicago Bulls,0.8454637797431294
Brooklyn Nets,Cleveland Cavaliers,0.7700138713026049
Dallas Mavericks,Atlanta Hawks,0.6150338145271143
Detroit Pistons,Washington Wizards,0.5655923523074614
Golden State Warriors,Los Angeles Lakers,0.5224810704214984
Houston Rockets,Charlotte Hornets,0.9006295317152069
Minnesota Timberwolves,Orlando Magic,0.8057617720481612
Indiana Pacers,New Orleans Pelicans,0.6984106544902493
New York Knicks,Milwaukee Bucks,0.8495106804437952
Miami Heat,Philadelphia 76ers,0.901466443317702
Portland Trail Blazers,Phoenix Suns,0.5020040834075881
Denver Nuggets,Sacramento Kings,0.8528480361555136
San Antonio Spurs,Memphis Grizzlies,0.537574220490822
Toronto Raptors,Boston Celtics,0.5515212676835621
Oklahoma City Thunder,Utah Jazz,0.7062100232280691
New York Knicks,Chicago Bulls,0.6602471663829453
Los Angeles Clippers,Golden State Warriors,0.7282156249553182
Atlanta Hawks,Toronto Raptors,0.6273561245792347
Boston Celtics,Milwaukee Bucks,0.6323222063804319
Miami Heat,Brooklyn Nets,0.7524530498513443
Charlotte Hornets,Cleveland Cavaliers,0.5663036418520181
Denver Nuggets,Portland Trail Blazers,0.9175395247129349
Houston Rockets,Dallas Mavericks,0.6249611365566986
San Antonio Spurs,Los Angeles Lakers,0.5195931261893509
Memphis Grizzlies,Detroit Pistons,0.8892189827384124
Oklahoma City Thunder,Minnesota Timberwolves,0.81919496691017
New Orleans Pelicans,Orlando Magic,0.5580981466294463
Utah Jazz,Phoenix Suns,0.7330434762329681
Los Angeles Clippers,Sacramento Kings,0.8145393273582868
Washington Wizards,Philadelphia 76ers,0.535643932300713
Memphis Grizzlies,Dallas Mavericks,0.6615189794813487
Golden State Warriors,Sacramento Kings,0.831318813224547
Indiana Pacers,Cleveland Cavaliers,0.884233709581642
Milwaukee Bucks,Toronto Raptors,0.5371418479502416
New Orleans Pelicans,Charlotte Hornets,0.7181916334861488
Chicago Bulls,Philadelphia 76ers,0.6404854042123145
San Antonio Spurs,Portland Trail Blazers,0.8031132930169349
Utah Jazz,Houston Rockets,0.5620908390589151
Boston Celtics,Detroit Pistons,0.5663070842027675
Los Angeles Lakers,Atlanta Hawks,0.7179350707604405
Miami Heat,Washington Wizards,0.9338518762331682
New York Knicks,Minnesota Timberwolves,0.8637196385513984
Oklahoma City Thunder,Phoenix Suns,0.9502564590921603
Brooklyn Nets,Orlando Magic,0.8455949199739736
Minnesota Timberwolves,Cleveland Cavaliers,0.5272449177013077
Los Angeles Clippers,Houston Rockets,0.764206400876859
Memphis Grizzlies,Boston Celtics,0.7895724810538625
Golden State Warriors,Philadelphia 76ers,0.6631346017703221
Brooklyn Nets,Utah Jazz,0.6451386215090735
Los Angeles Lakers,Dallas Mavericks,0.5292623780198773
Denver Nuggets,San Antonio Spurs,0.6614427687580714
Indiana Pacers,Detroit Pistons,0.68643073597024
New Orleans Pelicans,Phoenix Suns,0.6785072190228641
New York Knicks,Charlotte Hornets,0.9313857314531331
Houston Rockets,Portland Trail Blazers,0.6572754718088292
Atlanta Hawks,Sacramento Kings,0.5833053818532341
Miami Heat,Toronto Raptors,0.8637285222011953
Utah Jazz,Boston Celtics,0.545603011688659
Toronto Raptors,Charlotte Hornets,0.6837764060858462
Indiana Pacers,Chicago Bulls,0.6220771619600909
Memphis Grizzlies,New Orleans Pelicans,0.8990749467517479
Milwaukee Bucks,Cleveland Cavaliers,0.7661698263401355
Golden State Warriors,Minnesota Timberwolves,0.6398000026817456
Oklahoma City Thunder,Dallas Mavericks,0.8092063038800114
Los Angeles Clippers,Orlando Magic,0.9097304939374052
Philadelphia 76ers,Washington Wizards,0.5915780816724246
San Antonio Spurs,Phoenix Suns,0.9189369351729183
Denver Nuggets,Atlanta Hawks,0.8432200614360266
Houston Rockets,Los Angeles Lakers,0.5722722253921048
Miami Heat,Los Angeles Clippers,0.7118667090963188
New York Knicks,Charlotte Hornets,0.8760419227110353
Chicago Bulls,Utah Jazz,0.5240835359586165
Oklahoma City Thunder,Detroit Pistons,0.8481679733986018
Indiana Pacers,Toronto Raptors,0.7301100120246574
Dallas Mavericks,Minnesota Timberwolves,0.6206747378455897
Los Angeles Lakers,New Orleans Pelicans,0.7266321497743157
Boston Celtics,Orlando Magic,0.7499010948708971
Philadelphia 76ers,Cleveland Cavaliers,0.7225813618011311
Denver Nuggets,Phoenix Suns,0.8962064018906901
Portland Trail Blazers,Sacramento Kings,0.6285730319079071
San Antonio Spurs,Golden State Warriors,0.698658286460425
Brooklyn Nets,Washington Wizards,0.6864605602784968
Atlanta Hawks,Orlando Magic,0.8723011999374942
Brooklyn Nets,Indiana Pacers,0.6046802719156865
Philadelphia 76ers,Cleveland Cavaliers,0.5700237191476493
Los Angeles Clippers,Houston Rockets,0.5662554668654249
Memphis Grizzlies,Golden State Warriors,0.6910969999928916
Miami Heat,Boston Celtics,0.892518770548149
Dallas Mavericks,Milwaukee Bucks,0.5904207600398773
Sacramento Kings,Portland Trail Blazers,0.5964354369182823
Utah Jazz,Toronto Raptors,0.5342296574482286
Los Angeles Lakers,Minnesota Timberwolves,0.8175757935438388
New York Knicks,San Antonio Spurs,0.5666294652202204
Oklahoma City Thunder,Washington Wizards,0.9176294410835053
Phoenix Suns,New Orleans Pelicans,0.5494554922047694
Boston Celtics,Orlando Magic,0.8376890929185848
Atlanta Hawks,Charlotte Hornets,0.7149513927583124
Chicago Bulls,Cleveland Cavaliers,0.8260461211904381
Houston Rockets,Toronto Raptors,0.7359855064690389
Memphis Grizzlies,Indiana Pacers,0.5724330764816886
Los Angeles Clippers,Minnesota Timberwolves,0.8807562774362436
San Antonio Spurs,Philadelphia 76ers,0.7758585265328152
Portland Trail Blazers,Detroit Pistons,0.6073212650620836
Denver Nuggets,Utah Jazz,0.713642875284443
Dallas Mavericks,Washington Wizards,0.7442264619055162
