win,lose,probability
Portland Trail Blazers,New Orleans Pelicans,0.7638498000365734
Houston Rockets,Sacramento Kings,0.6277345636365695
Atlanta Hawks,Utah Jazz,0.5444729372358843
Charlotte Hornets,New York Knicks,0.8006316000957644
Golden State Warriors,Minnesota Timberwolves,0.9481159498196982
Miami Heat,Memphis Grizzlies,0.7219826401897886
Oklahoma City Thunder,Detroit Pistons,0.7603608854265403
San Antonio Spurs,Washington Wizards,0.8035740921505748
Sacramento Kings,Brooklyn Nets,0.7291233219237209
Dallas Mavericks,New Orleans Pelicans,0.7035631715823429
Los Angeles Clippers,Indiana Pacers,0.5588568164401356
Atlanta Hawks,Los Angeles Lakers,0.8818748867914199
Orlando Magic,Milwaukee Bucks,0.5822384552976352
Cleveland Cavaliers,Philadelphia 76ers,0.952795886087732
Denver Nuggets,Phoenix Suns,0.6675549427706027
Portland Trail Blazers,Houston Rockets,0.6115116481546583
Golden State Warriors,Atlanta Hawks,0.8729948481167342
Charlotte Hornets,Memphis Grizzlies,0.6359797596397111
Miami Heat,Boston Celtics,0.5408517365438347
Utah Jazz,Minnesota Timberwolves,0.6288096555837701
Oklahoma City Thunder,New York Knicks,0.8251624663420435
Toronto Raptors,Philadelphia 76ers,0.9539744465349517
Washington Wizards,Sacramento Kings,0.6364143206561065
Los Angeles Clippers,Brooklyn Nets,0.8933084588939338
Charlotte Hornets,Detroit Pistons,0.6597471851573586
Cleveland Cavaliers,Milwaukee Bucks,0.8073386744689006
New Orleans Pelicans,Los Angeles Lakers,0.6777687950881455
San Antonio Spurs,Orlando Magic,0.9211415444543717
Utah Jazz,Houston Rockets,0.5413049791308697
Boston Celtics,Detroit Pistons,0.6630496782917458
Chicago Bulls,Los Angeles Lakers,0.8207562484403889
San Antonio Spurs,Dallas Mavericks,0.7936236021697669
Miami Heat,Denver Nuggets,0.6948244643284487
Minnesota Timberwolves,New York Knicks,0.534083385812409
Oklahoma City Thunder,Washington Wizards,0.7719319826070752
Atlanta Hawks,Phoenix Suns,0.8305038040092948
Portland Trail Blazers,Indiana Pacers,0.5762608635733005
Toronto Raptors,Memphis Grizzlies,0.8230269586586234
Milwaukee Bucks,Brooklyn Nets,0.683618530436159
Charlotte Hornets,Dallas Mavericks,0.6710770616581593
Cleveland Cavaliers,Los Angeles Clippers,0.614141989525433
Golden State Warriors,Houston Rockets,0.9065027821634196
Memphis Grizzlies,Orlando Magic,0.5522721065127438
Miami Heat,Utah Jazz,0.5262962029222704
Atlanta Hawks,Detroit Pistons,0.6746955879810201
Boston Celtics,Sacramento Kings,0.7630972687074015
Cleveland Cavaliers,Chicago Bulls,0.6916661604505621
Houston Rockets,Denver Nuggets,0.6345746348332806
Los Angeles Clippers,New Orleans Pelicans,0.8083553879936141
Minnesota Timberwolves,New York Knicks,0.5115313649250204
Orlando Magic,Philadelphia 76ers,0.8575413649165423
San Antonio Spurs,Washington Wizards,0.891014314599382
Toronto Raptors,Los Angeles Lakers,0.9370858579216126
Charlotte Hornets,Minnesota Timberwolves,0.7877092299090873
Dallas Mavericks,Chicago Bulls,0.5832550402536663
Golden State Warriors,Phoenix Suns,0.9674692530326512
Memphis Grizzlies,Los Angeles Lakers,0.7907336200700623
Milwaukee Bucks,Brooklyn Nets,0.6659458480268063
Boston Celtics,Philadelphia 76ers,0.9327724217066946
Portland Trail Blazers,Miami Heat,0.5455710724150316
Toronto Raptors,Atlanta Hawks,0.6966378216143856
Utah Jazz,Denver Nuggets,0.6712164035991446
Detroit Pistons,Orlando Magic,0.6913082623111219
Los Angeles Clippers,Indiana Pacers,0.6933141941423904
Sacramento Kings,New York Knicks,0.550407308955605
Oklahoma City Thunder,New Orleans Pelicans,0.8687661063807214
Oklahoma City Thunder,Atlanta Hawks,0.5317285441784682
Washington Wizards,Brooklyn Nets,0.8050885966376016
Portland Trail Blazers,Chicago Bulls,0.5476698834257541
Charlotte Hornets,Dallas Mavericks,0.5541650977164687
Golden State Warriors,Indiana Pacers,0.8933507651578605
Boston Celtics,Houston Rockets,0.5781937440028078
Utah Jazz,Los Angeles Lakers,0.8343985222240627
San Antonio Spurs,Milwaukee Bucks,0.8928428014034908
Memphis Grizzlies,New Orleans Pelicans,0.6035970242164617
Denver Nuggets,Philadelphia 76ers,0.8393137022984936
Toronto Raptors,Cleveland Cavaliers,0.5918465201703883
Detroit Pistons,Chicago Bulls,0.6438455231591569
Memphis Grizzlies,Philadelphia 76ers,0.8402097250074232
Miami Heat,New York Knicks,0.7867595104341907
San Antonio Spurs,Minnesota Timberwolves,0.8876871321298985
Utah Jazz,Phoenix Suns,0.7835427963833241
Washington Wizards,Orlando Magic,0.619734638794156
Atlanta Hawks,Miami Heat,0.6162880510450323
Denver Nuggets,Brooklyn Nets,0.7149819507876976
Charlotte Hornets,Detroit Pistons,0.6597471851573586
Dallas Mavericks,Sacramento Kings,0.6506076555792525
Houston Rockets,Los Angeles Lakers,0.837425371692312
Golden State Warriors,Los Angeles Clippers,0.6932698975345206
Portland Trail Blazers,Milwaukee Bucks,0.6934183783763517
Cleveland Cavaliers,New York Knicks,0.8151204261493921
Boston Celtics,Orlando Magic,0.6887391461758422
Indiana Pacers,Phoenix Suns,0.800826816702788
San Antonio Spurs,Chicago Bulls,0.8168611553445106
Portland Trail Blazers,Memphis Grizzlies,0.5946897048936279
New Orleans Pelicans,Philadelphia 76ers,0.7453517552640981
Toronto Raptors,Minnesota Timberwolves,0.8592532628770762
Golden State Warriors,Utah Jazz,0.833653064465406
Washington Wizards,Denver Nuggets,0.652559583072846
Toronto Raptors,Boston Celtics,0.5045858277442156
Charlotte Hornets,Orlando Magic,0.7471702024640516
Cleveland Cavaliers,Miami Heat,0.7007911738357971
Indiana Pacers,Dallas Mavericks,0.500534293466671
Phoenix Suns,Los Angeles Lakers,0.6330932299806704
Atlanta Hawks,Milwaukee Bucks,0.7257320273775033
Detroit Pistons,Minnesota Timberwolves,0.6437169132436218
Oklahoma City Thunder,Houston Rockets,0.7631197894529488
Sacramento Kings,New York Knicks,0.5474485698756575
Miami Heat,Chicago Bulls,0.5683457374441548
Cleveland Cavaliers,Charlotte Hornets,0.681428045621522
Houston Rockets,Dallas Mavericks,0.5372262482329382
Indiana Pacers,Portland Trail Blazers,0.5581438223522892
Los Angeles Clippers,New Orleans Pelicans,0.8431850757350009
Golden State Warriors,Memphis Grizzlies,0.8780070275457862
Orlando Magic,Denver Nuggets,0.5455523094690283
San Antonio Spurs,Brooklyn Nets,0.9667784916563624
Utah Jazz,Sacramento Kings,0.6554803917702335
Washington Wizards,Milwaukee Bucks,0.6855858498108423
Detroit Pistons,Philadelphia 76ers,0.9051820051238779
New York Knicks,Los Angeles Lakers,0.7218120973298088
Golden State Warriors,Minnesota Timberwolves,0.9132255861527744
Oklahoma City Thunder,Boston Celtics,0.6772161947498074
New Orleans Pelicans,Phoenix Suns,0.6283183591238698
Dallas Mavericks,Denver Nuggets,0.6664529774141749
Houston Rockets,Brooklyn Nets,0.8072920663153549
Indiana Pacers,Charlotte Hornets,0.5147611592739
Los Angeles Clippers,Portland Trail Blazers,0.6845697927287863
Miami Heat,Washington Wizards,0.6552092074187182
Sacramento Kings,Los Angeles Lakers,0.731686289644876
Toronto Raptors,Milwaukee Bucks,0.8667642122739174
Atlanta Hawks,Orlando Magic,0.7596768919861986
Chicago Bulls,Minnesota Timberwolves,0.6523935968819289
Cleveland Cavaliers,Memphis Grizzlies,0.8151218022205776
Golden State Warriors,New Orleans Pelicans,0.9282096405423311
New York Knicks,Phoenix Suns,0.6300343627954161
Oklahoma City Thunder,Portland Trail Blazers,0.6030322691444676
Brooklyn Nets,Los Angeles Lakers,0.5144724469216164
Dallas Mavericks,Detroit Pistons,0.5321779258193489
Houston Rockets,Sacramento Kings,0.6436197476743117
Cleveland Cavaliers,Memphis Grizzlies,0.7310677620491475
Miami Heat,Indiana Pacers,0.6097820737086477
Los Angeles Clippers,Orlando Magic,0.7354727839186954
Toronto Raptors,Philadelphia 76ers,0.9484210381220297
San Antonio Spurs,Boston Celtics,0.8351945783649264
Oklahoma City Thunder,Utah Jazz,0.6695585718535937
Charlotte Hornets,Washington Wizards,0.5693967696041935
Portland Trail Blazers,Denver Nuggets,0.6767613015250935
Golden State Warriors,New York Knicks,0.9518707791703642
Chicago Bulls,Milwaukee Bucks,0.6075572834820538
Indiana Pacers,New Orleans Pelicans,0.7167499088979277
San Antonio Spurs,Phoenix Suns,0.9391315419739683
Boston Celtics,Charlotte Hornets,0.5818836151008783
Chicago Bulls,Milwaukee Bucks,0.6666611146115125
Houston Rockets,New Orleans Pelicans,0.6971413618256959
Memphis Grizzlies,Sacramento Kings,0.5698570563849406
Los Angeles Clippers,Miami Heat,0.516135918775807
Orlando Magic,Brooklyn Nets,0.721846903128087
Los Angeles Lakers,Philadelphia 76ers,0.662738026653663
Toronto Raptors,Atlanta Hawks,0.6966378216143856
Utah Jazz,Dallas Mavericks,0.550152930900793
Washington Wizards,Detroit Pistons,0.5167470754471639
Atlanta Hawks,Charlotte Hornets,0.5946197062095258
Cleveland Cavaliers,Los Angeles Lakers,0.9338661700863968
Denver Nuggets,New York Knicks,0.5401594381083833
Detroit Pistons,Indiana Pacers,0.5631133021360325
Golden State Warriors,Portland Trail Blazers,0.8894000694470143
Houston Rockets,Minnesota Timberwolves,0.6402229807460293
Oklahoma City Thunder,Phoenix Suns,0.9081035460574597
Dallas Mavericks,Sacramento Kings,0.6506076555792525
Utah Jazz,Memphis Grizzlies,0.5367171950461953
Miami Heat,Boston Celtics,0.5408517365438347
Toronto Raptors,Orlando Magic,0.745705603192495
Brooklyn Nets,Philadelphia 76ers,0.7072789453162478
San Antonio Spurs,New Orleans Pelicans,0.9411429916133135
Los Angeles Clippers,Washington Wizards,0.6399105689452778
Detroit Pistons,Chicago Bulls,0.5048566212293084
Dallas Mavericks,Denver Nuggets,0.6262591305838238
Indiana Pacers,Washington Wizards,0.6153977327368877
Minnesota Timberwolves,Phoenix Suns,0.6328594112948339
Oklahoma City Thunder,Atlanta Hawks,0.6954873150260636
Charlotte Hornets,Los Angeles Lakers,0.9005252570464971
Golden State Warriors,Utah Jazz,0.910591683469954
San Antonio Spurs,Houston Rockets,0.7985906532151585
Los Angeles Clippers,Denver Nuggets,0.8190585980442415
Boston Celtics,Memphis Grizzlies,0.6514013606978312
Miami Heat,Orlando Magic,0.7308288682134859
Cleveland Cavaliers,Milwaukee Bucks,0.8073386744689006
Indiana Pacers,New York Knicks,0.6955434276322008
New Orleans Pelicans,Philadelphia 76ers,0.8147224808564293
Portland Trail Blazers,Sacramento Kings,0.6703006122229656
Toronto Raptors,Brooklyn Nets,0.9237425791381819
Atlanta Hawks,Minnesota Timberwolves,0.7987507170014454
Chicago Bulls,Washington Wizards,0.5112896735749536
Cleveland Cavaliers,Milwaukee Bucks,0.8604815559325588
Detroit Pistons,Memphis Grizzlies,0.6817288346362409
Oklahoma City Thunder,New Orleans Pelicans,0.8394248497167862
Houston Rockets,Phoenix Suns,0.7764750741611043
Portland Trail Blazers,Dallas Mavericks,0.6199561545175797
Utah Jazz,Sacramento Kings,0.6554803917702335
Golden State Warriors,Brooklyn Nets,0.9624980228636649
Boston Celtics,Indiana Pacers,0.5020464098759096
San Antonio Spurs,Los Angeles Clippers,0.6292757328974793
Miami Heat,Los Angeles Lakers,0.892672027101475
Orlando Magic,New York Knicks,0.5680082102763985
Oklahoma City Thunder,Boston Celtics,0.5447972402137986
Charlotte Hornets,Chicago Bulls,0.7046266792938011
Cleveland Cavaliers,Brooklyn Nets,0.9198984070206848
Atlanta Hawks,Denver Nuggets,0.7100966025288863
Golden State Warriors,Detroit Pistons,0.7985576124233706
Los Angeles Clippers,Dallas Mavericks,0.7305823528656487
Houston Rockets,Memphis Grizzlies,0.5489309200184304
Washington Wizards,Milwaukee Bucks,0.6410035973937891
Sacramento Kings,Minnesota Timberwolves,0.5246579802187442
Miami Heat,New Orleans Pelicans,0.7413596966678088
Orlando Magic,Los Angeles Lakers,0.7613920603777989
Phoenix Suns,Philadelphia 76ers,0.6481460441957727
San Antonio Spurs,Portland Trail Blazers,0.7383341170586442
Toronto Raptors,Utah Jazz,0.632942787673115
Golden State Warriors,Cleveland Cavaliers,0.6582244152879442
Los Angeles Clippers,Los Angeles Lakers,0.910807628083829
Boston Celtics,New York Knicks,0.7519033206857534
Oklahoma City Thunder,Minnesota Timberwolves,0.858594294163073
San Antonio Spurs,Chicago Bulls,0.9041153256274342
Charlotte Hornets,Brooklyn Nets,0.8616907665286628
Indiana Pacers,Chicago Bulls,0.5375427349109795
Cleveland Cavaliers,Detroit Pistons,0.5995665145815332
Houston Rockets,Phoenix Suns,0.7745746989254699
Los Angeles Clippers,Denver Nuggets,0.8190585980442415
Atlanta Hawks,Minnesota Timberwolves,0.715101698990244
Dallas Mavericks,New Orleans Pelicans,0.6784105825305611
Memphis Grizzlies,Orlando Magic,0.5009214389934376
Toronto Raptors,Portland Trail Blazers,0.5638467436621348
Sacramento Kings,Philadelphia 76ers,0.7914406428970819
Washington Wizards,Milwaukee Bucks,0.6855858498108423
Boston Celtics,Memphis Grizzlies,0.7415055963773527
Dallas Mavericks,Houston Rockets,0.5359606071091135
Utah Jazz,Los Angeles Lakers,0.8343985222240627
Oklahoma City Thunder,Miami Heat,0.569340733418334
Atlanta Hawks,New York Knicks,0.8111621044536977
Chicago Bulls,Brooklyn Nets,0.7883143130087362
Denver Nuggets,Minnesota Timberwolves,0.5204660865489801
Detroit Pistons,Milwaukee Bucks,0.7497694888336329
Golden State Warriors,Toronto Raptors,0.8265258800991786
Los Angeles Clippers,New Orleans Pelicans,0.8083553879936141
Charlotte Hornets,Orlando Magic,0.6741430390779211
Portland Trail Blazers,Sacramento Kings,0.7173371063927115
San Antonio Spurs,Phoenix Suns,0.9597895596176722
Indiana Pacers,Washington Wizards,0.5159979488508855
Charlotte Hornets,Miami Heat,0.600245928144588
Cleveland Cavaliers,Boston Celtics,0.666655029155272
Dallas Mavericks,Los Angeles Lakers,0.8362592272285068
Oklahoma City Thunder,Memphis Grizzlies,0.7442427750304577
Toronto Raptors,Phoenix Suns,0.8760669725252792
Utah Jazz,Philadelphia 76ers,0.8830606821065484
Atlanta Hawks,Detroit Pistons,0.6746955879810201
Boston Celtics,Miami Heat,0.6037791027626043
Denver Nuggets,Philadelphia 76ers,0.7865491499004139
Golden State Warriors,Dallas Mavericks,0.9094842433301049
Los Angeles Clippers,Houston Rockets,0.6326729487456251
Indiana Pacers,Chicago Bulls,0.6485623584898946
