win,lose,probability
Memphis Grizzlies,Denver Nuggets,0.5490611968795133
Portland Trail Blazers,Phoenix Suns,0.8209367704269266
Sacramento Kings,New Orleans Pelicans,0.541791080747165
Atlanta Hawks,Chicago Bulls,0.7877748605737093
Charlotte Hornets,Utah Jazz,0.746962616621634
Golden State Warriors,Dallas Mavericks,0.8795784003292192
Indiana Pacers,Philadelphia 76ers,0.8877304968096479
Los Angeles Clippers,Portland Trail Blazers,0.5674408984702013
New York Knicks,Brooklyn Nets,0.6964057597884831
Oklahoma City Thunder,Toronto Raptors,0.7425503703054797
Orlando Magic,Minnesota Timberwolves,0.6400805759718291
Detroit Pistons,Phoenix Suns,0.7168577289381586
San Antonio Spurs,Houston Rockets,0.8534292693506557
Boston Celtics,Washington Wizards,0.5324713947851565
Golden State Warriors,Denver Nuggets,0.8885689129318676
Miami Heat,Chicago Bulls,0.7931081488961517
New Orleans Pelicans,Milwaukee Bucks,0.5082991984660932
Sacramento Kings,Los Angeles Lakers,0.7620627588051389
Boston Celtics,New York Knicks,0.8248359597377682
Charlotte Hornets,Toronto Raptors,0.5595046344654989
Oklahoma City Thunder,Los Angeles Clippers,0.7502326807326815
Orlando Magic,Utah Jazz,0.5665661139850141
Indiana Pacers,Philadelphia 76ers,0.8814363556985105
Portland Trail Blazers,Sacramento Kings,0.7403422338755391
San Antonio Spurs,Detroit Pistons,0.8659474426264057
Cleveland Cavaliers,Washington Wizards,0.6917099941152289
Atlanta Hawks,Philadelphia 76ers,0.9218322613213599
Chicago Bulls,Washington Wizards,0.5621231372014146
Detroit Pistons,Denver Nuggets,0.6038993950160174
San Antonio Spurs,Houston Rockets,0.6785807683533951
Indiana Pacers,Boston Celtics,0.5451785222422257
Miami Heat,Utah Jazz,0.7682557810060563
Memphis Grizzlies,Milwaukee Bucks,0.5582142822769325
Los Angeles Clippers,Minnesota Timberwolves,0.7434886720492739
New Orleans Pelicans,Los Angeles Lakers,0.7656340902156457
Phoenix Suns,Brooklyn Nets,0.5695059579445664
Toronto Raptors,New York Knicks,0.8712542296966578
Cleveland Cavaliers,Charlotte Hornets,0.783084552712989
Golden State Warriors,Phoenix Suns,0.9435151610185833
Minnesota Timberwolves,Los Angeles Lakers,0.7275711344526893
Oklahoma City Thunder,Orlando Magic,0.8669848366569003
Portland Trail Blazers,Denver Nuggets,0.7460416178911267
Oklahoma City Thunder,Detroit Pistons,0.6528103930971327
Houston Rockets,Philadelphia 76ers,0.8453108808839924
Indiana Pacers,Orlando Magic,0.676671069307941
Los Angeles Clippers,Brooklyn Nets,0.8762108478693398
Boston Celtics,New Orleans Pelicans,0.655949706639412
Dallas Mavericks,New York Knicks,0.5978384739488005
San Antonio Spurs,Miami Heat,0.8701027261404132
Utah Jazz,Memphis Grizzlies,0.6458849695975526
Cleveland Cavaliers,Toronto Raptors,0.7344645517082689
Los Angeles Lakers,Brooklyn Nets,0.5317801010673144
Miami Heat,Atlanta Hawks,0.6423896758316083
Charlotte Hornets,Minnesota Timberwolves,0.6981340450984903
Portland Trail Blazers,Chicago Bulls,0.7581091543360234
Atlanta Hawks,Milwaukee Bucks,0.7782836725465738
Boston Celtics,Dallas Mavericks,0.6759139889026243
Denver Nuggets,Phoenix Suns,0.5956839715026727
Cleveland Cavaliers,Indiana Pacers,0.6217185267602316
Los Angeles Clippers,Memphis Grizzlies,0.7462035943095265
Detroit Pistons,New York Knicks,0.5935168806617797
Oklahoma City Thunder,Houston Rockets,0.8198221930197671
Orlando Magic,New Orleans Pelicans,0.6260161878958268
Washington Wizards,Philadelphia 76ers,0.8742595000219666
San Antonio Spurs,Sacramento Kings,0.7727810560725304
Golden State Warriors,Toronto Raptors,0.63154102769669
Portland Trail Blazers,Houston Rockets,0.5898600442871512
Miami Heat,Milwaukee Bucks,0.7837900151020926
Minnesota Timberwolves,Philadelphia 76ers,0.7388065579165791
Utah Jazz,Chicago Bulls,0.6681175820305939
Washington Wizards,New York Knicks,0.7247450193841966
Golden State Warriors,Boston Celtics,0.7112506826697924
Charlotte Hornets,Atlanta Hawks,0.6153223608682344
Cleveland Cavaliers,Detroit Pistons,0.8287945201266126
Dallas Mavericks,Memphis Grizzlies,0.6475867531659089
Toronto Raptors,Denver Nuggets,0.7273965847435535
Indiana Pacers,Phoenix Suns,0.7845177457633012
San Antonio Spurs,Los Angeles Lakers,0.8745922962254985
Portland Trail Blazers,New Orleans Pelicans,0.6943239022990078
Oklahoma City Thunder,Brooklyn Nets,0.9441568100434284
Los Angeles Clippers,Sacramento Kings,0.7073385599689137
Boston Celtics,Detroit Pistons,0.5031741700337501
Houston Rockets,Utah Jazz,0.5979836143826216
Los Angeles Clippers,Chicago Bulls,0.7644349617703693
Memphis Grizzlies,Minnesota Timberwolves,0.6044860509187735
Golden State Warriors,Milwaukee Bucks,0.9019062686872077
Charlotte Hornets,New Orleans Pelicans,0.654061766280019
Dallas Mavericks,Orlando Magic,0.5084243634720848
Phoenix Suns,Philadelphia 76ers,0.741963034666625
Washington Wizards,Miami Heat,0.5517974762711051
Portland Trail Blazers,Brooklyn Nets,0.8378977032000573
Utah Jazz,Denver Nuggets,0.5344771446491612
Chicago Bulls,Los Angeles Lakers,0.6575927759698523
Atlanta Hawks,New York Knicks,0.6698814517086837
Oklahoma City Thunder,Indiana Pacers,0.8143198321829775
Toronto Raptors,Sacramento Kings,0.7156692594966607
Charlotte Hornets,Memphis Grizzlies,0.7556670471580994
Detroit Pistons,Houston Rockets,0.5461668503356109
Golden State Warriors,Indiana Pacers,0.7634212210461855
Los Angeles Clippers,Toronto Raptors,0.5469980881905373
Orlando Magic,Milwaukee Bucks,0.57652966489752
Boston Celtics,Minnesota Timberwolves,0.699891823889552
Miami Heat,Philadelphia 76ers,0.8616633386958408
San Antonio Spurs,Dallas Mavericks,0.8638508013063765
Washington Wizards,Phoenix Suns,0.7272894709822962
Atlanta Hawks,New Orleans Pelicans,0.8043329692275726
Denver Nuggets,Chicago Bulls,0.5017867802489397
Oklahoma City Thunder,Los Angeles Lakers,0.880998513092112
Portland Trail Blazers,New York Knicks,0.7016921956853374
Boston Celtics,Brooklyn Nets,0.8126850414543151
San Antonio Spurs,Charlotte Hornets,0.5154575294590886
Cleveland Cavaliers,Portland Trail Blazers,0.7503092038550755
Los Angeles Clippers,Dallas Mavericks,0.5599309488360416
Detroit Pistons,Miami Heat,0.5806172290263587
Golden State Warriors,Los Angeles Lakers,0.9716336399178044
Toronto Raptors,Houston Rockets,0.6097485798613973
Indiana Pacers,Atlanta Hawks,0.5383773963528302
New Orleans Pelicans,Minnesota Timberwolves,0.5616605830976323
Orlando Magic,Phoenix Suns,0.6885814402104591
Memphis Grizzlies,Philadelphia 76ers,0.8227726718847136
Oklahoma City Thunder,Sacramento Kings,0.7830982847076451
Utah Jazz,Denver Nuggets,0.6536118289704254
San Antonio Spurs,Boston Celtics,0.5269029158889484
Cleveland Cavaliers,Dallas Mavericks,0.8262333955568614
Oklahoma City Thunder,Denver Nuggets,0.7928494748661589
Los Angeles Clippers,Detroit Pistons,0.5572712349535418
Indiana Pacers,Brooklyn Nets,0.8444477859645201
Golden State Warriors,Los Angeles Lakers,0.939114257989132
Miami Heat,Memphis Grizzlies,0.5327040868397972
Toronto Raptors,Milwaukee Bucks,0.7546993888780317
Charlotte Hornets,New York Knicks,0.661928022976376
Washington Wizards,Orlando Magic,0.5223512618315491
Chicago Bulls,Philadelphia 76ers,0.8079218289147355
Minnesota Timberwolves,Phoenix Suns,0.5835726440985726
Portland Trail Blazers,New Orleans Pelicans,0.776324643367167
Houston Rockets,Sacramento Kings,0.6147216046825899
Atlanta Hawks,Utah Jazz,0.5145780621067104
Charlotte Hornets,New York Knicks,0.8313643235166147
Golden State Warriors,Minnesota Timberwolves,0.9307236170900659
Miami Heat,Memphis Grizzlies,0.77644695006255
Oklahoma City Thunder,Detroit Pistons,0.8346545522406278
San Antonio Spurs,Washington Wizards,0.6657567381042312
Sacramento Kings,Brooklyn Nets,0.6966781063044272
Dallas Mavericks,New Orleans Pelicans,0.691931837280457
Los Angeles Clippers,Indiana Pacers,0.5090464112217747
Atlanta Hawks,Los Angeles Lakers,0.8038601414431249
Orlando Magic,Milwaukee Bucks,0.5883762933573219
Cleveland Cavaliers,Philadelphia 76ers,0.9450719081886471
Denver Nuggets,Phoenix Suns,0.637555779482963
Portland Trail Blazers,Houston Rockets,0.647853325578365
Golden State Warriors,Atlanta Hawks,0.8425415875078164
Charlotte Hornets,Memphis Grizzlies,0.6131691211190582
Miami Heat,Boston Celtics,0.6486584283271128
Utah Jazz,Minnesota Timberwolves,0.5649906622282268
Oklahoma City Thunder,New York Knicks,0.7856618457311036
Toronto Raptors,Philadelphia 76ers,0.937053846045409
Washington Wizards,Sacramento Kings,0.6238576695875908
Los Angeles Clippers,Brooklyn Nets,0.8435588905541611
Charlotte Hornets,Detroit Pistons,0.6897319170822055
Cleveland Cavaliers,Milwaukee Bucks,0.8240320224044468
New Orleans Pelicans,Los Angeles Lakers,0.7656340902156457
San Antonio Spurs,Orlando Magic,0.8929437898696496
Utah Jazz,Houston Rockets,0.5416431038042891
Boston Celtics,Detroit Pistons,0.6798321247109418
Chicago Bulls,Los Angeles Lakers,0.8642301947414973
San Antonio Spurs,Dallas Mavericks,0.6416356823828497
Miami Heat,Denver Nuggets,0.5951903511484145
Minnesota Timberwolves,New York Knicks,0.5625229975315751
Oklahoma City Thunder,Washington Wizards,0.8242300230833635
Atlanta Hawks,Phoenix Suns,0.7786908598244111
Portland Trail Blazers,Indiana Pacers,0.6394091894908224
Toronto Raptors,Memphis Grizzlies,0.8093567093026569
Milwaukee Bucks,Brooklyn Nets,0.6884340488664571
Charlotte Hornets,Dallas Mavericks,0.685878953754457
Cleveland Cavaliers,Los Angeles Clippers,0.7423044088447152
Golden State Warriors,Houston Rockets,0.8701798182146977
Memphis Grizzlies,Orlando Magic,0.5220603895062331
Utah Jazz,Miami Heat,0.5761704007510399
Atlanta Hawks,Detroit Pistons,0.7073768838415617
Boston Celtics,Sacramento Kings,0.7478718661592276
Cleveland Cavaliers,Chicago Bulls,0.6584278305561455
Houston Rockets,Denver Nuggets,0.6284509536001575
Los Angeles Clippers,New Orleans Pelicans,0.7032232391839355
New York Knicks,Minnesota Timberwolves,0.5530366648927506
Orlando Magic,Philadelphia 76ers,0.8333936259422047
San Antonio Spurs,Washington Wizards,0.8571581917787648
Toronto Raptors,Los Angeles Lakers,0.93357950676991
Charlotte Hornets,Minnesota Timberwolves,0.8006460821907819
Dallas Mavericks,Chicago Bulls,0.6697671495515827
Golden State Warriors,Phoenix Suns,0.9435151610185833
Memphis Grizzlies,Los Angeles Lakers,0.7957774296936712
Milwaukee Bucks,Brooklyn Nets,0.6558022605356113
Boston Celtics,Philadelphia 76ers,0.8972632020726554
Portland Trail Blazers,Miami Heat,0.6791197197702847
Toronto Raptors,Atlanta Hawks,0.6870808788526405
Utah Jazz,Denver Nuggets,0.6536118289704254
Detroit Pistons,Orlando Magic,0.6328841572254522
Los Angeles Clippers,Indiana Pacers,0.6473953907528689
Sacramento Kings,New York Knicks,0.5110555585818082
Oklahoma City Thunder,New Orleans Pelicans,0.8956596041216907
Oklahoma City Thunder,Atlanta Hawks,0.509441423771857
Washington Wizards,Brooklyn Nets,0.7754822383476797
Portland Trail Blazers,Chicago Bulls,0.5382637817831817
Charlotte Hornets,Dallas Mavericks,0.5037822238341825
Golden State Warriors,Indiana Pacers,0.8659638750549268
Boston Celtics,Houston Rockets,0.5469291061263402
Utah Jazz,Los Angeles Lakers,0.689516537511681
San Antonio Spurs,Milwaukee Bucks,0.8060955513414828
Memphis Grizzlies,New Orleans Pelicans,0.50334097038772
Denver Nuggets,Philadelphia 76ers,0.8177671985277418
Toronto Raptors,Cleveland Cavaliers,0.5339094278995247
Detroit Pistons,Chicago Bulls,0.6721486370331933
Memphis Grizzlies,Philadelphia 76ers,0.8049539997087208
Miami Heat,New York Knicks,0.8470097553029827
San Antonio Spurs,Minnesota Timberwolves,0.8030978148539665
Utah Jazz,Phoenix Suns,0.7465033961585713
Washington Wizards,Orlando Magic,0.6052139743148731
Atlanta Hawks,Miami Heat,0.7148287608205633
Denver Nuggets,Brooklyn Nets,0.6903307363401638
Charlotte Hornets,Detroit Pistons,0.6897319170822055
Dallas Mavericks,Sacramento Kings,0.6485198497041823
Houston Rockets,Los Angeles Lakers,0.8376500810046534
Golden State Warriors,Los Angeles Clippers,0.7122225732072301
Portland Trail Blazers,Milwaukee Bucks,0.7390364298344725
Cleveland Cavaliers,New York Knicks,0.7954848827614548
Boston Celtics,Orlando Magic,0.5787115893681105
Indiana Pacers,Phoenix Suns,0.7445172983875813
San Antonio Spurs,Chicago Bulls,0.6311667284475959
Portland Trail Blazers,Memphis Grizzlies,0.6556851417005971
New Orleans Pelicans,Philadelphia 76ers,0.7757834946370938
Toronto Raptors,Minnesota Timberwolves,0.8464602720154948
Golden State Warriors,Utah Jazz,0.7995797034662862
Washington Wizards,Denver Nuggets,0.6308389366236969
Boston Celtics,Toronto Raptors,0.5481716264175063
Charlotte Hornets,Orlando Magic,0.7416272833626303
Cleveland Cavaliers,Miami Heat,0.8338805220358215
Dallas Mavericks,Indiana Pacers,0.53434385464388
Phoenix Suns,Los Angeles Lakers,0.5676375385381276
Atlanta Hawks,Milwaukee Bucks,0.7095596489327529
Detroit Pistons,Minnesota Timberwolves,0.6329871635925236
Oklahoma City Thunder,Houston Rockets,0.8198221930197671
Sacramento Kings,New York Knicks,0.6066126283034621
Chicago Bulls,Miami Heat,0.588983747300172
Cleveland Cavaliers,Charlotte Hornets,0.783084552712989
Houston Rockets,Dallas Mavericks,0.523860700929342
Indiana Pacers,Portland Trail Blazers,0.5015230097468953
Los Angeles Clippers,New Orleans Pelicans,0.7823108747412887
Golden State Warriors,Memphis Grizzlies,0.8607753721663425
Orlando Magic,Denver Nuggets,0.5862294352914775
San Antonio Spurs,Brooklyn Nets,0.9558224711970122
Utah Jazz,Sacramento Kings,0.6468201146013538
Washington Wizards,Milwaukee Bucks,0.6328992774257606
Detroit Pistons,Philadelphia 76ers,0.866904369367125
New York Knicks,Los Angeles Lakers,0.5707741736676366
Golden State Warriors,Minnesota Timberwolves,0.9002063796313724
Oklahoma City Thunder,Boston Celtics,0.7887240728526995
New Orleans Pelicans,Phoenix Suns,0.5982087451044569
Dallas Mavericks,Denver Nuggets,0.6552962970103157
Houston Rockets,Brooklyn Nets,0.7895512436763448
Indiana Pacers,Charlotte Hornets,0.547249356731779
Los Angeles Clippers,Portland Trail Blazers,0.5674408984702013
Miami Heat,Washington Wizards,0.6987114243116501
Sacramento Kings,Los Angeles Lakers,0.7620627588051389
Toronto Raptors,Milwaukee Bucks,0.8158751282349727
Atlanta Hawks,Orlando Magic,0.7573591925735197
Chicago Bulls,Minnesota Timberwolves,0.7140144166166724
Cleveland Cavaliers,Memphis Grizzlies,0.8707166958723503
Golden State Warriors,New Orleans Pelicans,0.8805904295088198
New York Knicks,Phoenix Suns,0.5330683340838844
Oklahoma City Thunder,Portland Trail Blazers,0.5515645252429682
Brooklyn Nets,Los Angeles Lakers,0.5894191909641379
Dallas Mavericks,Detroit Pistons,0.5691160477075785
Houston Rockets,Sacramento Kings,0.6101047866051036
Cleveland Cavaliers,Memphis Grizzlies,0.7589744453818764
Miami Heat,Indiana Pacers,0.6844337846844534
Los Angeles Clippers,Orlando Magic,0.6306216190238011
Toronto Raptors,Philadelphia 76ers,0.9187261532831563
San Antonio Spurs,Boston Celtics,0.8269069417509594
Oklahoma City Thunder,Utah Jazz,0.6569319018340695
Charlotte Hornets,Washington Wizards,0.5303909706412122
Portland Trail Blazers,Denver Nuggets,0.7106586573816536
Golden State Warriors,New York Knicks,0.9428295589276239
Chicago Bulls,Milwaukee Bucks,0.5337571005423731
Indiana Pacers,New Orleans Pelicans,0.6187439371759202
San Antonio Spurs,Phoenix Suns,0.8568836262070696
Boston Celtics,Charlotte Hornets,0.6129253727682218
Chicago Bulls,Milwaukee Bucks,0.6674124233453086
Houston Rockets,New Orleans Pelicans,0.6557428288633146
Memphis Grizzlies,Sacramento Kings,0.5416570529296254
Miami Heat,Los Angeles Clippers,0.5976659978508532
Orlando Magic,Brooklyn Nets,0.7672783528772805
Los Angeles Lakers,Philadelphia 76ers,0.5837196487558575
Toronto Raptors,Atlanta Hawks,0.6870808788526405
Utah Jazz,Dallas Mavericks,0.5628786846299672
Washington Wizards,Detroit Pistons,0.5428101329107563
Atlanta Hawks,Charlotte Hornets,0.6432052892390988
Cleveland Cavaliers,Los Angeles Lakers,0.9570777932320024
Denver Nuggets,New York Knicks,0.59259943976072
Detroit Pistons,Indiana Pacers,0.5370268756124352
Golden State Warriors,Portland Trail Blazers,0.8219392338575879
Houston Rockets,Minnesota Timberwolves,0.6567605178893673
Oklahoma City Thunder,Phoenix Suns,0.9189550943038033
Dallas Mavericks,Sacramento Kings,0.6485198497041823
Memphis Grizzlies,Utah Jazz,0.5290505350157396
Miami Heat,Boston Celtics,0.6486584283271128
Toronto Raptors,Orlando Magic,0.6400247359112881
Brooklyn Nets,Philadelphia 76ers,0.6585154970813036
San Antonio Spurs,New Orleans Pelicans,0.9165610229216377
Los Angeles Clippers,Washington Wizards,0.5860030909429541
Chicago Bulls,Detroit Pistons,0.5801747413565818
Dallas Mavericks,Denver Nuggets,0.6081834756735416
Indiana Pacers,Washington Wizards,0.6009032862432675
Minnesota Timberwolves,Phoenix Suns,0.5656683463269075
Oklahoma City Thunder,Atlanta Hawks,0.784122703708212
Charlotte Hornets,Los Angeles Lakers,0.9110281561659256
Golden State Warriors,Utah Jazz,0.9080453612600744
San Antonio Spurs,Houston Rockets,0.6785807683533951
Los Angeles Clippers,Denver Nuggets,0.7525800139682407
Boston Celtics,Memphis Grizzlies,0.6151489176709342
Miami Heat,Orlando Magic,0.7632271026455969
Cleveland Cavaliers,Milwaukee Bucks,0.8240320224044468
Indiana Pacers,New York Knicks,0.6269552401858771
New Orleans Pelicans,Philadelphia 76ers,0.7915887308113753
Portland Trail Blazers,Sacramento Kings,0.6985097209061883
Toronto Raptors,Brooklyn Nets,0.9108774998875144
Atlanta Hawks,Minnesota Timberwolves,0.8136872097601505
Chicago Bulls,Washington Wizards,0.5621231372014146
Cleveland Cavaliers,Milwaukee Bucks,0.8754599432096677
Detroit Pistons,Memphis Grizzlies,0.650044618585752
Oklahoma City Thunder,New Orleans Pelicans,0.7797165098512054
Houston Rockets,Phoenix Suns,0.7374517178597417
Portland Trail Blazers,Dallas Mavericks,0.6671916923439856
Utah Jazz,Sacramento Kings,0.6468201146013538
Golden State Warriors,Brooklyn Nets,0.9437624156864182
Indiana Pacers,Boston Celtics,0.5451785222422257
San Antonio Spurs,Los Angeles Clippers,0.5280835996905422
Miami Heat,Los Angeles Lakers,0.9199939186470996
Orlando Magic,New York Knicks,0.5306978216859174
Oklahoma City Thunder,Boston Celtics,0.5417644280986131
Charlotte Hornets,Chicago Bulls,0.7734250245689798
Cleveland Cavaliers,Brooklyn Nets,0.9419075514932588
Atlanta Hawks,Denver Nuggets,0.6793671631530853
Golden State Warriors,Detroit Pistons,0.7966414218746511
Los Angeles Clippers,Dallas Mavericks,0.6748754521998039
Houston Rockets,Memphis Grizzlies,0.5673669032648694
Washington Wizards,Milwaukee Bucks,0.6542623645570043
Sacramento Kings,Minnesota Timberwolves,0.5524957008807212
Miami Heat,New Orleans Pelicans,0.5762240663733034
Orlando Magic,Los Angeles Lakers,0.8193027139997507
Phoenix Suns,Philadelphia 76ers,0.6583388370163734
San Antonio Spurs,Portland Trail Blazers,0.5367490745729242
Toronto Raptors,Utah Jazz,0.5717310997405018
Golden State Warriors,Cleveland Cavaliers,0.5193300320134906
Los Angeles Clippers,Los Angeles Lakers,0.8321020923505449
Boston Celtics,New York Knicks,0.6637951006288589
Oklahoma City Thunder,Minnesota Timberwolves,0.9011841862134802
San Antonio Spurs,Chicago Bulls,0.908418743287276
Charlotte Hornets,Brooklyn Nets,0.8114098942149294
Chicago Bulls,Indiana Pacers,0.5455824073557451
Cleveland Cavaliers,Detroit Pistons,0.6661346533514807
Houston Rockets,Phoenix Suns,0.7155943183499511
Los Angeles Clippers,Denver Nuggets,0.7525800139682407
Atlanta Hawks,Minnesota Timberwolves,0.7056145155039735
Dallas Mavericks,New Orleans Pelicans,0.5894059953507432
Orlando Magic,Memphis Grizzlies,0.5779700129182602
Portland Trail Blazers,Toronto Raptors,0.5383594405493698
Sacramento Kings,Philadelphia 76ers,0.772320831031243
Washington Wizards,Milwaukee Bucks,0.6328992774257606
Boston Celtics,Memphis Grizzlies,0.7470996699375758
Dallas Mavericks,Houston Rockets,0.543491771071617
Utah Jazz,Los Angeles Lakers,0.689516537511681
Oklahoma City Thunder,Miami Heat,0.5013928565672936
Atlanta Hawks,New York Knicks,0.8427905277849915
Chicago Bulls,Brooklyn Nets,0.8223359236980182
Denver Nuggets,Minnesota Timberwolves,0.5423313228921084
Detroit Pistons,Milwaukee Bucks,0.6597200289659096
Golden State Warriors,Toronto Raptors,0.8094858652582204
Los Angeles Clippers,New Orleans Pelicans,0.7032232391839355
Charlotte Hornets,Orlando Magic,0.5766733416589027
Portland Trail Blazers,Sacramento Kings,0.7403422338755391
San Antonio Spurs,Phoenix Suns,0.9355258927777285
Washington Wizards,Indiana Pacers,0.5077512147198089
Charlotte Hornets,Miami Heat,0.6974409441373163
Cleveland Cavaliers,Boston Celtics,0.7816620369873513
Dallas Mavericks,Los Angeles Lakers,0.7501505143419586
Oklahoma City Thunder,Memphis Grizzlies,0.7479534114110098
Toronto Raptors,Phoenix Suns,0.8158744020452096
Utah Jazz,Philadelphia 76ers,0.8647861966144719
Atlanta Hawks,Detroit Pistons,0.7073768838415617
Boston Celtics,Miami Heat,0.6876757436716002
Denver Nuggets,Philadelphia 76ers,0.7618935066467601
Golden State Warriors,Dallas Mavericks,0.8795784003292192
Los Angeles Clippers,Houston Rockets,0.6000488108511958
Indiana Pacers,Chicago Bulls,0.7133733316259578
