win,lose,probability
Cleveland Cavaliers,Boston Celtics,0.7708302183071911
Golden State Warriors,Houston Rockets,0.9060920198012
Boston Celtics,Milwaukee Bucks,0.7059898324892631
Dallas Mavericks,Atlanta Hawks,0.5426082952871838
Detroit Pistons,Charlotte Hornets,0.6697133555369322
Indiana Pacers,Brooklyn Nets,0.8543608962449548
Memphis Grizzlies,New Orleans Pelicans,0.6913888262262284
Miami Heat,Orlando Magic,0.7438648978743614
Portland Trail Blazers,Phoenix Suns,0.7313397303049091
Houston Rockets,Sacramento Kings,0.5328185551045495
San Antonio Spurs,Minnesota Timberwolves,0.8649643225139668
Utah Jazz,Denver Nuggets,0.7462922125550707
Washington Wizards,Philadelphia 76ers,0.9025467324222947
Los Angeles Clippers,Los Angeles Lakers,0.6407579891375281
Oklahoma City Thunder,New York Knicks,0.7457105684714853
Toronto Raptors,Chicago Bulls,0.6389349600871239
Brooklyn Nets,Orlando Magic,0.5063991707322283
Charlotte Hornets,Atlanta Hawks,0.5889750098544083
Dallas Mavericks,Sacramento Kings,0.631382142322893
Indiana Pacers,Portland Trail Blazers,0.5765299922291107
Milwaukee Bucks,Cleveland Cavaliers,0.5449207041208728
Utah Jazz,Minnesota Timberwolves,0.623915498729767
Golden State Warriors,New Orleans Pelicans,0.8335514672129716
Boston Celtics,Philadelphia 76ers,0.6977688768625366
Los Angeles Lakers,Phoenix Suns,0.5635262732054827
Washington Wizards,Detroit Pistons,0.824177944473567
San Antonio Spurs,Chicago Bulls,0.6848483163660362
Cleveland Cavaliers,Orlando Magic,0.9109388890456587
Denver Nuggets,Sacramento Kings,0.76427637031417
Houston Rockets,Dallas Mavericks,0.8919508441233249
Los Angeles Clippers,Phoenix Suns,0.8864776225463858
Golden State Warriors,Memphis Grizzlies,0.7788798561762648
Miami Heat,Indiana Pacers,0.6949663337429279
Milwaukee Bucks,Portland Trail Blazers,0.6731990419783592
Detroit Pistons,New York Knicks,0.5236240339696638
Toronto Raptors,Philadelphia 76ers,0.8612464470552932
Utah Jazz,Oklahoma City Thunder,0.6781691843731904
Atlanta Hawks,Brooklyn Nets,0.6337120558749274
Los Angeles Lakers,New Orleans Pelicans,0.5474463571549757
Oklahoma City Thunder,Minnesota Timberwolves,0.7589360862875032
Golden State Warriors,Dallas Mavericks,0.8604475210523332
Denver Nuggets,Washington Wizards,0.5996538632058359
Detroit Pistons,Philadelphia 76ers,0.7675345574356043
Houston Rockets,Memphis Grizzlies,0.869502300944774
Miami Heat,Atlanta Hawks,0.6949353636830172
Milwaukee Bucks,Charlotte Hornets,0.7932123422605352
Sacramento Kings,Phoenix Suns,0.5770461718384117
San Antonio Spurs,Toronto Raptors,0.719948607328474
Boston Celtics,New York Knicks,0.7898873922583463
Cleveland Cavaliers,Chicago Bulls,0.7828303403095943
Los Angeles Clippers,Utah Jazz,0.6470552290117364
Minnesota Timberwolves,Indiana Pacers,0.5575970189533961
Orlando Magic,Brooklyn Nets,0.674706487029746
Portland Trail Blazers,New Orleans Pelicans,0.6572133960399212
Cleveland Cavaliers,Brooklyn Nets,0.8044218842512794
Charlotte Hornets,Denver Nuggets,0.5571465983014264
Dallas Mavericks,Memphis Grizzlies,0.5554447951884708
Detroit Pistons,Minnesota Timberwolves,0.6783302537483528
Golden State Warriors,Toronto Raptors,0.8746058249710613
Washington Wizards,Los Angeles Lakers,0.5721176263794051
San Antonio Spurs,Miami Heat,0.5783027796619763
Oklahoma City Thunder,Indiana Pacers,0.6920116317499788
Houston Rockets,Philadelphia 76ers,0.6339704369388997
Utah Jazz,Phoenix Suns,0.8046214317724281
Chicago Bulls,Atlanta Hawks,0.5897572238772447
Memphis Grizzlies,Dallas Mavericks,0.7304320349098922
Milwaukee Bucks,Boston Celtics,0.6242865317172038
Los Angeles Clippers,Portland Trail Blazers,0.529493984680635
Sacramento Kings,New Orleans Pelicans,0.5486990040591198
Atlanta Hawks,Denver Nuggets,0.6767624135950164
Charlotte Hornets,Houston Rockets,0.527163823482869
