Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Brandon Knight,0.359,20.0,-1.9,-2.0,1.0,0.178,2129.0,0.0,0.3,11.7,0.511,21.7,0.0,0.28571428571428575,0.34615384615384615,DET
Tayshaun Prince,0.13,31.0,-2.2,-1.3,0.9,0.144,2087.0,-1.0,1.2,12.8,0.47,20.4,-0.1,0.44642857142857145,0.3076923076923077,DET
Greg Monroe,0.001,21.0,3.8,1.4,2.7,0.348,2082.0,2.4,4.3,22.0,0.563,23.6,3.1,1.0,1.0,DET
Rodney Stuckey,0.174,25.0,-0.2,-2.4,0.7,0.536,1644.0,2.2,3.8,17.6,0.55,23.7,0.8,0.9107142857142857,0.23076923076923075,DET
Jonas Jerebko,0.234,24.0,-1.4,-1.2,1.3,0.274,1468.0,-0.2,2.0,14.2,0.548,18.1,0.2,0.5892857142857143,0.4615384615384615,DET
Jason Maxiell,0.005,28.0,-2.5,0.2,1.3,0.277,1466.0,-2.7,0.4,11.7,0.493,15.8,-0.2,0.3035714285714286,0.4615384615384615,DET
Ben Gordon,0.277,28.0,-2.4,-2.4,0.7,0.257,1398.0,0.0,1.0,13.5,0.549,23.3,-0.1,0.4107142857142857,0.23076923076923075,DET
Ben Wallace,0.047,37.0,0.8,4.5,1.6,0.547,980.0,-3.7,-0.1,10.7,0.398,6.6,0.7,0.2142857142857143,0.5769230769230769,DET
Damien Wilkins,0.119,32.0,-3.9,-0.2,0.6,0.28,922.0,-3.8,-0.2,6.9,0.445,12.4,-0.5,0.19642857142857145,0.1923076923076923,DET
Austin Daye,0.273,23.0,-5.9,-0.3,0.6,0.189,603.0,-5.6,-1.3,7.1,0.394,21.9,-0.6,0.0,0.1923076923076923,DET
Will Bynum,0.149,29.0,-5.2,-1.6,0.4,0.33,514.0,-3.6,-0.7,10.0,0.459,24.8,-0.4,0.10714285714285716,0.11538461538461539,DET
Walker Russell,0.137,29.0,-6.8,-1.8,0.3,0.232,357.0,-5.0,-0.6,7.2,0.401,17.8,-0.4,0.12500000000000003,0.07692307692307691,DET
Charlie Villanueva,0.495,27.0,-2.5,-2.3,0.3,0.077,180.0,-0.2,0.1,16.2,0.484,26.0,0.0,0.25000000000000006,0.07692307692307691,DET
Vernon Macklin,0.0,25.0,-0.6,-0.5,0.1,0.4,135.0,-0.2,0.3,18.2,0.559,15.1,0.0,0.28571428571428575,0.0,DET
