Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Shane Larkin,0.269,22.0,-2.4,-0.7,0.9,0.181,1865.0,-1.6,0.8,10.9,0.504,13.6,-0.2,0.5333333333333333,0.6428571428571429,NYK
Jason Smith,0.071,28.0,-3.4,-0.9,0.7,0.258,1785.0,-2.5,0.5,12.0,0.497,19.7,-0.6,0.43333333333333335,0.5,NYK
Tim Hardaway,0.494,22.0,-4.1,-4.2,0.0,0.218,1681.0,0.1,0.8,12.1,0.512,23.8,-0.9,0.5333333333333333,0.0,NYK
Langston Galloway,0.344,23.0,-1.1,-1.1,0.6,0.153,1457.0,0.0,0.7,12.3,0.489,19.2,0.3,0.5,0.4285714285714286,NYK
Carmelo Anthony,0.222,30.0,1.4,-2.2,0.6,0.294,1428.0,3.5,2.2,21.5,0.531,32.2,1.2,1.0,0.4285714285714286,NYK
Quincy Acy,0.181,24.0,-3.1,-0.8,0.7,0.293,1287.0,-2.3,1.0,11.9,0.533,15.5,-0.3,0.6,0.5,NYK
Jose Calderon,0.401,33.0,-3.2,-2.6,0.1,0.09,1270.0,-0.5,0.8,11.3,0.519,16.1,-0.4,0.5333333333333333,0.07142857142857144,NYK
Lance Thomas,0.066,26.0,-5.7,-1.8,0.2,0.209,1040.0,-4.0,-0.6,8.6,0.478,17.8,-1.0,0.0666666666666667,0.14285714285714288,NYK
Cole Aldrich,0.0,26.0,0.9,3.1,1.4,0.213,976.0,-2.2,0.8,18.1,0.513,18.3,0.7,0.5333333333333333,1.0,NYK
Amar'e Stoudemire,0.01,32.0,-1.1,-0.5,0.7,0.408,865.0,-0.6,1.5,19.5,0.589,22.9,0.2,0.7666666666666666,0.5,NYK
Lou Amundson,0.004,32.0,-1.6,2.2,0.8,0.337,858.0,-3.8,-0.5,12.5,0.444,18.0,0.1,0.10000000000000002,0.5714285714285715,NYK
Pablo Prigioni,0.714,37.0,-0.5,-0.8,0.5,0.161,795.0,0.2,0.7,12.7,0.583,12.7,0.3,0.5,0.35714285714285715,NYK
Andrea Bargnani,0.114,29.0,-3.7,-2.7,0.2,0.296,785.0,-1.0,0.8,16.6,0.527,26.4,-0.3,0.5333333333333333,0.14285714285714288,NYK
Travis Wear,0.144,24.0,-6.1,-1.6,0.2,0.124,672.0,-4.5,-0.5,8.5,0.451,17.5,-0.7,0.10000000000000002,0.14285714285714288,NYK
Cleanthony Early,0.393,23.0,-5.2,-1.3,0.4,0.224,647.0,-3.8,-0.8,8.4,0.447,19.6,-0.5,0.0,0.28571428571428575,NYK
Iman Shumpert,0.307,24.0,-1.9,-1.1,0.3,0.172,625.0,-0.8,-0.1,11.9,0.484,20.1,0.0,0.23333333333333336,0.2142857142857143,NYK
J.R. Smith,0.359,29.0,-4.3,-3.1,0.1,0.155,619.0,-1.2,-0.2,11.5,0.487,23.3,-0.4,0.20000000000000004,0.07142857142857144,NYK
Samuel Dalembert,0.0,33.0,-2.2,3.0,0.7,0.154,544.0,-5.2,-0.4,11.8,0.461,15.0,0.0,0.13333333333333333,0.5,NYK
Alexey Shved,0.387,26.0,2.1,-1.6,0.2,0.453,423.0,3.7,0.9,20.5,0.544,26.3,0.4,0.5666666666666668,0.14285714285714288,NYK
Ricky Ledo,0.267,22.0,-7.1,-2.9,0.0,0.222,233.0,-4.1,-0.4,7.6,0.45,24.3,-0.3,0.13333333333333333,0.0,NYK
