Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Tony Parker,0.069,29.0,1.7,-1.5,1.6,0.319,1923.0,3.2,5.5,22.0,0.539,27.7,1.8,1.0,0.5517241379310345,SAS
Tim Duncan,0.005,35.0,2.4,2.6,2.9,0.34,1634.0,-0.2,3.0,22.5,0.531,26.2,1.8,0.5614035087719298,1.0,SAS
Kawhi Leonard,0.27,20.0,4.3,2.3,2.4,0.218,1534.0,2.0,3.1,16.6,0.573,14.5,2.4,0.5789473684210527,0.8275862068965517,SAS
Danny Green,0.491,24.0,3.2,1.2,2.0,0.21,1522.0,2.0,2.5,15.5,0.579,17.6,2.0,0.4736842105263158,0.6896551724137931,SAS
DeJuan Blair,0.002,22.0,1.6,0.8,1.8,0.236,1363.0,0.8,2.2,17.6,0.549,21.7,1.2,0.4210526315789474,0.6206896551724138,SAS
Matt Bonner,0.714,31.0,2.0,-0.3,1.2,0.06,1326.0,2.3,2.7,13.2,0.597,12.8,1.3,0.5087719298245614,0.41379310344827586,SAS
Gary Neal,0.407,27.0,-0.5,-1.8,0.9,0.132,1206.0,1.3,1.6,14.2,0.542,21.7,0.5,0.3157894736842105,0.3103448275862069,SAS
Richard Jefferson,0.596,31.0,1.2,0.0,1.0,0.157,1168.0,1.2,1.4,10.9,0.556,14.6,0.9,0.2807017543859649,0.3448275862068966,SAS
Tiago Splitter,0.0,27.0,2.5,1.4,1.6,0.528,1121.0,1.1,3.0,20.5,0.649,20.7,1.3,0.5614035087719298,0.5517241379310345,SAS
Manu Ginobili,0.442,34.0,6.4,-0.1,0.9,0.354,792.0,6.5,3.4,24.1,0.668,22.7,1.7,0.631578947368421,0.3103448275862069,SAS
James Anderson,0.391,22.0,-3.6,-1.4,0.4,0.299,603.0,-2.2,0.1,8.8,0.483,17.2,-0.2,0.052631578947368425,0.13793103448275862,SAS
Stephen Jackson,0.405,33.0,0.9,1.8,0.8,0.353,500.0,-0.8,0.1,13.1,0.529,19.5,0.4,0.052631578947368425,0.27586206896551724,SAS
Boris Diaw,0.191,29.0,2.8,2.5,0.5,0.118,406.0,0.3,0.5,12.1,0.65,11.2,0.5,0.12280701754385964,0.1724137931034483,SAS
Cory Joseph,0.214,20.0,-4.8,-0.6,0.2,0.243,266.0,-4.2,-0.2,6.9,0.374,15.4,-0.2,0.0,0.06896551724137931,SAS
Patty Mills,0.431,23.0,2.5,-1.9,0.3,0.115,261.0,4.3,0.6,21.5,0.604,28.4,0.3,0.14035087719298245,0.10344827586206896,SAS
T.J. Ford,0.186,28.0,-3.6,-0.6,0.2,0.326,191.0,-3.1,0.0,11.0,0.519,17.2,-0.1,0.03508771929824561,0.06896551724137931,SAS
Eric Dawson,0.0,27.0,-5.9,-2.6,0.1,0.167,39.0,-3.3,0.0,14.6,0.582,18.6,0.0,0.03508771929824561,0.034482758620689655,SAS
Derrick Byars,0.545,27.0,0.6,-1.1,0.1,0.364,37.0,1.6,0.1,14.9,0.392,15.7,0.0,0.052631578947368425,0.034482758620689655,SAS
Justin Dentmon,0.667,26.0,-6.3,-1.1,0.0,0.0,19.0,-5.2,-0.1,1.6,0.333,16.8,0.0,0.017543859649122806,0.0,SAS
Malcolm Thomas,0.0,23.0,-2.1,5.0,0.0,0.667,15.0,-7.1,0.0,7.1,0.129,11.8,0.0,0.03508771929824561,0.0,SAS
Ike Diogu,0.0,28.0,-12.5,-2.6,0.0,1.0,14.0,-10.0,0.0,-2.9,0.347,12.6,0.0,0.03508771929824561,0.0,SAS
