Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Arron Afflalo,0.297,28.0,-0.6,-2.3,1.0,0.332,2552.0,1.7,4.3,16.0,0.574,23.3,0.9,1.0,0.35714285714285715,ORL
Victor Oladipo,0.241,21.0,-0.8,0.8,2.8,0.34,2487.0,-1.6,-1.4,13.6,0.514,24.4,0.8,0.0,1.0,ORL
Jameer Nelson,0.523,31.0,-1.1,-2.2,1.2,0.15,2179.0,1.1,1.6,13.9,0.515,20.1,0.5,0.5263157894736843,0.4285714285714286,ORL
Maurice Harkless,0.319,20.0,0.0,1.5,2.1,0.296,1950.0,-1.6,0.6,11.8,0.542,14.8,1.0,0.3508771929824562,0.7500000000000001,ORL
Tobias Harris,0.176,21.0,-1.7,-1.0,1.7,0.341,1850.0,-0.8,2.4,16.5,0.542,22.2,0.1,0.6666666666666667,0.6071428571428572,ORL
Nikola Vucevic,0.0,23.0,0.5,1.5,2.6,0.197,1812.0,-1.0,1.8,18.8,0.536,21.8,1.2,0.5614035087719299,0.9285714285714287,ORL
E'Twaun Moore,0.353,24.0,-2.3,-0.8,1.1,0.149,1506.0,-1.5,0.6,11.1,0.513,16.4,-0.1,0.3508771929824562,0.3928571428571429,ORL
Glen Davis,0.02,28.0,-2.3,0.2,1.3,0.223,1354.0,-2.5,0.2,13.7,0.485,20.9,-0.1,0.2807017543859649,0.46428571428571436,ORL
Kyle O'Quinn,0.008,23.0,0.5,3.6,2.0,0.224,1188.0,-3.1,0.5,16.5,0.526,18.6,0.7,0.33333333333333337,0.7142857142857143,ORL
Andrew Nicholson,0.212,24.0,-6.7,-2.0,1.0,0.136,1174.0,-4.7,-0.4,9.9,0.489,19.3,-1.4,0.17543859649122806,0.35714285714285715,ORL
Doron Lamb,0.563,22.0,-4.6,-2.4,0.2,0.225,695.0,-2.2,0.3,7.5,0.543,13.3,-0.4,0.29824561403508776,0.07142857142857144,ORL
Jason Maxiell,0.0,30.0,-5.0,0.3,0.4,0.295,488.0,-5.3,-0.1,8.1,0.459,12.4,-0.4,0.22807017543859648,0.14285714285714288,ORL
Ronnie Price,0.467,30.0,-3.8,0.2,0.4,0.141,377.0,-4.0,-0.5,7.6,0.379,15.0,-0.2,0.15789473684210525,0.14285714285714288,ORL
Dewayne Dedmon,0.0,24.0,-4.6,0.4,0.4,0.321,234.0,-5.1,0.1,12.5,0.488,13.5,-0.2,0.26315789473684215,0.14285714285714288,ORL
Solomon Jones,0.0,29.0,-5.5,-0.2,0.1,0.235,85.0,-5.3,0.0,5.8,0.373,11.1,-0.1,0.2456140350877193,0.03571428571428572,ORL
Adonis Thomas,0.333,20.0,-9.1,-3.8,0.0,0.111,24.0,-5.3,0.0,5.8,0.371,17.9,0.0,0.2456140350877193,0.0,ORL
