Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Monta Ellis,0.164,28.0,0.0,-0.6,2.1,0.336,3023.0,0.6,2.8,16.8,0.532,26.0,1.5,0.3626373626373626,0.9130434782608696,DAL
Dirk Nowitzki,0.258,35.0,3.3,-0.8,2.3,0.295,2628.0,4.1,8.6,23.6,0.603,26.9,3.5,1.0,1.0,DAL
Jose Calderon,0.568,32.0,1.3,-2.0,0.8,0.084,2468.0,3.3,5.4,15.2,0.596,16.2,2.1,0.6483516483516484,0.3478260869565218,DAL
Shawn Marion,0.229,35.0,1.1,1.1,2.1,0.092,2409.0,0.0,2.2,13.7,0.537,15.7,1.9,0.29670329670329676,0.9130434782608696,DAL
Vince Carter,0.457,37.0,1.1,-1.0,1.3,0.242,1973.0,2.2,3.0,15.9,0.539,23.1,1.6,0.38461538461538464,0.5652173913043479,DAL
Samuel Dalembert,0.003,32.0,0.6,1.5,2.1,0.363,1614.0,-0.9,2.9,16.8,0.605,14.8,1.1,0.37362637362637363,0.9130434782608696,DAL
Jae Crowder,0.51,23.0,0.6,0.6,1.1,0.206,1254.0,0.0,1.2,11.9,0.551,13.2,0.8,0.18681318681318682,0.47826086956521746,DAL
DeJuan Blair,0.005,24.0,0.6,0.8,1.5,0.308,1214.0,-0.2,1.8,17.3,0.557,19.6,0.8,0.25274725274725274,0.6521739130434783,DAL
Brandan Wright,0.0,26.0,3.6,0.6,1.0,0.32,1077.0,3.1,4.1,23.5,0.695,17.4,1.5,0.5054945054945055,0.4347826086956522,DAL
Devin Harris,0.398,30.0,-1.6,-2.1,0.4,0.453,818.0,0.5,1.2,14.6,0.517,20.2,0.1,0.18681318681318682,0.1739130434782609,DAL
Shane Larkin,0.277,21.0,-4.7,-1.2,0.3,0.182,489.0,-3.5,-0.4,8.3,0.446,17.4,-0.3,0.010989010989010986,0.13043478260869565,DAL
Wayne Ellington,0.468,26.0,-1.7,-1.7,0.2,0.087,393.0,0.0,0.4,12.2,0.554,16.4,0.0,0.09890109890109891,0.08695652173913045,DAL
Gal Mekel,0.233,25.0,-9.2,-3.4,0.1,0.14,292.0,-5.7,-0.5,5.4,0.4,19.0,-0.5,0.0,0.04347826086956522,DAL
Bernard James,0.043,28.0,-3.7,1.1,0.2,0.478,146.0,-4.8,0.0,8.5,0.503,11.8,-0.1,0.054945054945054944,0.08695652173913045,DAL
Ricky Ledo,0.471,21.0,-7.2,-5.6,0.0,0.235,33.0,-1.6,0.0,12.7,0.506,28.6,0.0,0.054945054945054944,0.0,DAL
