Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Andrew Wiggins,0.111,19.0,-2.3,-1.8,0.0,0.41,2969.0,-0.5,2.1,13.9,0.517,22.6,-0.2,0.6829268292682927,0.11764705882352942,MIN
Gorgui Dieng,0.012,25.0,2.5,2.4,1.5,0.477,2193.0,0.1,3.4,17.2,0.573,15.0,2.5,1.0,1.0,MIN
Zach LaVine,0.247,19.0,-4.5,-2.7,0.0,0.261,1902.0,-1.7,-0.7,11.3,0.515,22.0,-1.2,0.0,0.11764705882352942,MIN
Thaddeus Young,0.101,26.0,-0.4,-0.4,0.6,0.201,1605.0,0.1,0.8,15.0,0.491,21.2,0.7,0.3658536585365854,0.4705882352941177,MIN
Kevin Martin,0.306,31.0,-2.1,-3.9,-0.1,0.309,1302.0,1.8,2.0,16.7,0.549,26.6,0.0,0.6585365853658538,0.05882352941176471,MIN
Chase Budinger,0.367,26.0,-2.8,-1.9,0.2,0.208,1286.0,-0.9,1.1,12.2,0.537,16.3,-0.3,0.4390243902439025,0.23529411764705885,MIN
Mo Williams,0.38,32.0,-3.0,-4.2,-0.2,0.21,1149.0,1.3,0.9,14.4,0.511,22.7,-0.3,0.39024390243902446,0.0,MIN
Anthony Bennett,0.077,21.0,-4.8,-1.2,0.4,0.215,894.0,-3.6,-0.1,11.4,0.458,17.8,-0.6,0.14634146341463417,0.3529411764705883,MIN
Shabazz Muhammad,0.128,22.0,-1.8,-3.8,-0.1,0.365,866.0,2.0,2.1,19.9,0.556,25.3,0.0,0.6829268292682927,0.05882352941176471,MIN
Nikola Pekovic,0.0,29.0,-4.5,-2.8,0.2,0.393,815.0,-1.7,0.9,16.6,0.502,23.1,-0.5,0.39024390243902446,0.23529411764705885,MIN
Robbie Hummel,0.297,25.0,-3.5,-1.6,0.1,0.169,742.0,-1.8,0.7,9.7,0.536,12.1,-0.3,0.34146341463414637,0.17647058823529416,MIN
Adreian Payne,0.038,23.0,-5.7,-1.2,0.2,0.207,720.0,-4.5,-0.6,7.8,0.448,16.9,-0.7,0.024390243902439022,0.23529411764705885,MIN
Ricky Rubio,0.233,24.0,-0.5,-0.5,0.4,0.324,692.0,0.1,0.1,15.2,0.452,20.0,0.3,0.1951219512195122,0.3529411764705883,MIN
Corey Brewer,0.182,28.0,-0.1,0.4,0.4,0.347,680.0,-0.5,0.0,13.8,0.484,20.1,0.3,0.17073170731707318,0.3529411764705883,MIN
Lorenzo Brown,0.23,24.0,-2.6,-0.6,0.2,0.156,549.0,-1.9,0.1,11.0,0.468,12.9,-0.1,0.1951219512195122,0.23529411764705885,MIN
Justin Hamilton,0.106,24.0,2.3,1.7,0.3,0.354,423.0,0.6,0.8,18.0,0.586,15.5,0.5,0.3658536585365854,0.29411764705882354,MIN
Gary Neal,0.295,30.0,-3.3,-3.4,0.0,0.314,262.0,0.1,0.4,15.1,0.544,21.8,-0.1,0.26829268292682934,0.11764705882352942,MIN
Jeff Adrien,0.0,28.0,-2.2,0.5,0.2,0.864,215.0,-2.7,0.2,14.2,0.494,14.3,0.0,0.21951219512195122,0.23529411764705885,MIN
Troy Daniels,0.661,23.0,-5.8,-4.5,0.0,0.034,154.0,-1.4,-0.1,7.4,0.443,19.4,-0.1,0.14634146341463417,0.11764705882352942,MIN
Glenn Robinson,0.25,21.0,-7.1,-3.3,0.0,0.667,108.0,-3.8,0.0,8.2,0.467,13.9,-0.1,0.17073170731707318,0.11764705882352942,MIN
Kevin Garnett,0.032,38.0,1.4,1.7,0.1,0.129,98.0,-0.2,0.2,19.3,0.58,15.2,0.1,0.21951219512195122,0.17647058823529416,MIN
Sean Kilpatrick,0.65,25.0,-3.8,-3.0,0.0,0.2,72.0,-0.7,0.1,10.0,0.506,14.6,0.0,0.1951219512195122,0.11764705882352942,MIN
Arinze Onuaku,0.0,27.0,2.3,-0.2,0.0,0.571,68.0,2.5,0.2,22.8,0.771,12.7,0.1,0.21951219512195122,0.11764705882352942,MIN
Miroslav Raduljica,0.0,27.0,-14.4,-6.2,0.0,0.25,23.0,-8.2,0.0,3.3,0.45,20.9,-0.1,0.17073170731707318,0.11764705882352942,MIN
Ronny Turiaf,0.0,32.0,-7.7,-2.1,0.0,0.0,19.0,-5.6,0.0,4.3,0.0,0.0,0.0,0.17073170731707318,0.11764705882352942,MIN
