Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Tyreke Evans,0.11,22.0,-0.3,-0.8,0.6,0.287,2162.0,0.5,2.0,16.4,0.512,23.8,0.9,0.5319148936170213,0.3333333333333333,SAC
DeMarcus Cousins,0.014,21.0,-0.3,0.0,2.2,0.373,1950.0,-0.4,2.1,21.7,0.499,29.7,0.8,0.5531914893617021,1.0,SAC
Marcus Thornton,0.386,24.0,1.0,-2.5,0.1,0.203,1780.0,3.4,3.7,17.4,0.544,23.4,1.3,0.8936170212765957,0.125,SAC
Jason Thompson,0.005,25.0,0.1,0.1,0.8,0.409,1657.0,0.1,3.1,16.4,0.558,15.5,0.9,0.7659574468085106,0.41666666666666663,SAC
Isaiah Thomas,0.384,22.0,0.5,-2.7,0.0,0.324,1656.0,3.2,4.2,17.6,0.574,19.8,1.1,1.0,0.08333333333333333,SAC
John Salmons,0.325,32.0,-2.9,-1.2,0.1,0.13,1250.0,-1.7,0.3,9.0,0.471,14.2,-0.3,0.1702127659574468,0.125,SAC
Jimmer Fredette,0.484,22.0,-4.4,-4.0,-0.2,0.108,1135.0,-0.4,0.5,10.8,0.495,20.4,-0.7,0.2127659574468085,0.0,SAC
Chuck Hayes,0.012,28.0,-1.8,1.3,0.5,0.229,1039.0,-3.1,0.1,8.9,0.459,9.9,0.1,0.1276595744680851,0.29166666666666663,SAC
Francisco Garcia,0.572,30.0,-1.2,0.4,0.5,0.131,798.0,-1.6,0.3,10.7,0.483,14.4,0.2,0.1702127659574468,0.29166666666666663,SAC
Donte Greene,0.395,23.0,-3.6,-1.3,0.3,0.207,777.0,-2.3,0.3,11.8,0.491,18.0,-0.3,0.1702127659574468,0.20833333333333331,SAC
J.J. Hickson,0.006,23.0,-5.3,-0.5,0.3,0.335,644.0,-4.8,-0.5,9.9,0.416,16.0,-0.5,0.0,0.20833333333333331,SAC
Travis Outlaw,0.343,27.0,-4.7,-1.2,0.2,0.263,500.0,-3.5,-0.3,9.6,0.428,18.7,-0.3,0.0425531914893617,0.16666666666666666,SAC
Terrence Williams,0.191,24.0,-0.8,-0.1,0.2,0.241,369.0,-0.7,0.2,16.5,0.51,22.2,0.1,0.14893617021276595,0.16666666666666666,SAC
Hassan Whiteside,0.0,22.0,-6.7,-0.3,0.2,0.444,109.0,-6.4,0.0,16.2,0.449,14.8,-0.1,0.10638297872340426,0.16666666666666666,SAC
Tyler Honeycutt,0.125,21.0,-4.0,0.3,0.1,0.208,88.0,-4.3,0.0,10.4,0.382,13.9,0.0,0.10638297872340426,0.125,SAC
