Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
James Harden,0.364,23.0,5.5,0.1,3.0,0.592,2985.0,5.4,9.8,23.0,0.6,29.0,5.7,1.0,0.8571428571428571,HOU
Chandler Parsons,0.421,24.0,2.7,0.4,2.1,0.165,2758.0,2.4,4.9,15.3,0.584,18.3,3.3,0.5148514851485148,0.6,HOU
Jeremy Lin,0.287,24.0,0.3,-0.1,2.5,0.307,2640.0,0.4,3.0,14.9,0.538,20.8,1.5,0.3267326732673267,0.7142857142857143,HOU
Omer Asik,0.002,26.0,-1.3,1.3,3.5,0.487,2464.0,-2.6,2.0,14.9,0.558,16.3,0.5,0.22772277227722768,1.0,HOU
Carlos Delfino,0.679,30.0,1.2,-0.6,1.5,0.09,1689.0,1.7,2.0,13.3,0.549,18.6,1.3,0.22772277227722768,0.42857142857142855,HOU
Patrick Patterson,0.211,23.0,-0.2,-0.7,0.8,0.108,1219.0,0.6,2.2,15.5,0.571,18.6,0.6,0.2475247524752475,0.2285714285714286,HOU
Marcus Morris,0.485,23.0,-1.1,-1.0,0.9,0.188,1154.0,-0.1,1.1,12.1,0.537,18.4,0.3,0.1386138613861386,0.2571428571428572,HOU
Greg Smith,0.004,22.0,-0.5,-0.1,1.2,0.474,1110.0,-0.4,2.8,16.1,0.636,14.7,0.4,0.30693069306930687,0.34285714285714286,HOU
Toney Douglas,0.46,26.0,-1.1,-1.4,0.7,0.193,913.0,0.3,0.8,12.3,0.522,21.0,0.2,0.10891089108910891,0.19999999999999998,HOU
Patrick Beverley,0.508,24.0,3.4,1.4,0.8,0.217,713.0,2.0,1.4,15.4,0.551,15.4,1.0,0.1683168316831683,0.2285714285714286,HOU
Donatas Motiejunas,0.39,22.0,-2.9,-2.2,0.3,0.239,538.0,-0.7,0.4,12.2,0.531,22.1,-0.1,0.0693069306930693,0.08571428571428572,HOU
Francisco Garcia,0.737,31.0,0.6,-0.3,0.3,0.074,319.0,0.9,0.4,12.2,0.586,15.1,0.2,0.0693069306930693,0.08571428571428572,HOU
James Anderson,0.485,23.0,0.0,-0.1,0.3,0.188,307.0,0.2,0.4,14.2,0.526,18.1,0.2,0.0693069306930693,0.08571428571428572,HOU
Terrence Jones,0.202,21.0,2.1,2.6,0.4,0.181,276.0,-0.5,0.3,17.1,0.512,18.1,0.3,0.059405940594059396,0.1142857142857143,HOU
Thomas Robinson,0.013,21.0,-3.4,1.2,0.4,0.487,247.0,-4.6,-0.3,12.0,0.454,20.8,-0.1,0.0,0.1142857142857143,HOU
Cole Aldrich,0.0,24.0,-4.8,1.0,0.3,0.209,213.0,-5.7,-0.1,7.3,0.532,12.5,-0.1,0.0198019801980198,0.08571428571428572,HOU
Daequan Cook,0.508,25.0,-3.4,-1.4,0.1,0.051,165.0,-2.0,0.0,8.8,0.456,17.6,-0.1,0.029702970297029698,0.028571428571428574,HOU
Aaron Brooks,0.538,28.0,-6.3,-0.5,0.0,0.0,38.0,-5.8,-0.1,5.6,0.385,19.6,0.0,0.0198019801980198,0.0,HOU
Scott Machado,0.167,22.0,-15.1,-2.9,0.0,0.333,21.0,-12.2,-0.1,6.0,0.581,31.0,-0.1,0.0198019801980198,0.0,HOU
Tim Ohlbrecht,0.0,24.0,-15.8,1.1,0.0,0.333,12.0,-16.9,-0.1,-6.1,0.436,27.1,0.0,0.0198019801980198,0.0,HOU
