Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Isaiah Thomas,0.336,26.0,3.0,-2.0,2.5,0.394,2644.0,5.0,7.2,21.5,0.562,29.6,3.3,1.0,0.6944444444444444,BOS
Avery Bradley,0.399,25.0,0.2,-0.3,2.8,0.121,2536.0,0.5,2.0,13.2,0.538,19.8,1.4,0.33333333333333337,0.7777777777777777,BOS
Jae Crowder,0.446,25.0,2.8,1.3,3.5,0.294,2308.0,1.5,3.8,15.8,0.565,18.5,2.8,0.5641025641025641,0.9722222222222222,BOS
Evan Turner,0.11,27.0,-0.7,1.3,3.0,0.238,2271.0,-1.9,1.0,13.6,0.513,18.8,0.8,0.20512820512820515,0.8333333333333333,BOS
Jared Sullinger,0.128,23.0,1.1,2.3,3.6,0.2,1915.0,-1.2,1.3,16.7,0.476,21.8,1.5,0.24358974358974358,1.0,BOS
Amir Johnson,0.101,28.0,3.0,3.2,2.9,0.284,1800.0,-0.2,3.0,16.0,0.602,13.6,2.3,0.46153846153846156,0.8055555555555555,BOS
Marcus Smart,0.456,21.0,0.7,1.3,2.4,0.314,1667.0,-0.6,0.5,11.3,0.463,17.4,1.1,0.14102564102564105,0.6666666666666666,BOS
Kelly Olynyk,0.378,24.0,1.2,0.4,2.0,0.23,1395.0,0.8,2.1,16.3,0.561,20.9,1.1,0.3461538461538462,0.5555555555555556,BOS
Jonas Jerebko,0.378,28.0,-2.0,0.4,1.5,0.273,1176.0,-2.5,0.9,10.3,0.531,13.5,0.0,0.19230769230769232,0.41666666666666663,BOS
Tyler Zeller,0.0,26.0,-4.4,-1.1,0.9,0.372,710.0,-3.2,0.8,15.4,0.539,23.0,-0.4,0.1794871794871795,0.25,BOS
David Lee,0.005,32.0,-1.3,1.2,0.7,0.266,470.0,-2.5,0.2,15.5,0.499,22.9,0.1,0.10256410256410257,0.19444444444444442,BOS
R.J. Hunter,0.643,22.0,-3.5,-0.4,0.4,0.071,315.0,-3.1,-0.1,7.7,0.48,15.1,-0.1,0.06410256410256411,0.11111111111111112,BOS
Terry Rozier,0.255,21.0,-6.6,-0.8,0.3,0.094,311.0,-5.9,-0.6,5.0,0.326,17.7,-0.4,0.0,0.08333333333333333,BOS
James Young,0.722,20.0,-4.6,0.1,0.2,0.111,199.0,-4.7,-0.2,3.6,0.384,9.1,-0.1,0.05128205128205128,0.05555555555555556,BOS
Jordan Mickey,0.0,21.0,-3.2,4.1,0.1,0.455,57.0,-7.3,0.0,15.3,0.398,20.5,0.0,0.07692307692307693,0.02777777777777778,BOS
Coty Clarke,0.5,23.0,-9.5,-9.7,0.0,0.0,6.0,0.2,0.0,23.9,0.75,35.5,0.0,0.07692307692307693,0.0,BOS
