Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Bradley Beal,0.357,24.0,1.7,-1.0,2.5,0.248,2977.0,2.7,4.4,18.4,0.564,27.6,2.7,0.8846153846153847,0.8064516129032258,WAS
Otto Porter,0.354,24.0,3.6,1.2,3.1,0.145,2432.0,2.4,5.0,18.3,0.602,18.4,3.4,1.0,1.0,WAS
Kelly Oubre,0.467,22.0,-1.2,-0.4,2.3,0.295,2231.0,-0.8,1.4,11.9,0.534,19.4,0.4,0.30769230769230765,0.7419354838709676,WAS
Marcin Gortat,0.0,33.0,0.3,1.9,2.4,0.291,2075.0,-1.6,2.4,14.7,0.546,15.5,1.2,0.5,0.7741935483870968,WAS
Markieff Morris,0.301,28.0,-0.5,0.5,2.1,0.186,1968.0,-1.0,1.2,13.2,0.566,19.5,0.7,0.2692307692307692,0.6774193548387097,WAS
Tomas Satoransky,0.263,26.0,1.1,-0.2,1.3,0.25,1643.0,1.3,3.7,15.4,0.615,13.7,1.3,0.75,0.41935483870967744,WAS
John Wall,0.25,27.0,1.5,0.0,1.5,0.361,1410.0,1.6,1.2,19.1,0.515,29.1,1.2,0.2692307692307692,0.48387096774193544,WAS
Mike Scott,0.311,29.0,-2.3,-1.8,1.0,0.145,1406.0,-0.5,1.4,13.7,0.599,20.0,-0.1,0.30769230769230765,0.3225806451612903,WAS
Ian Mahinmi,0.008,31.0,-0.7,1.6,1.4,0.516,1145.0,-2.3,0.8,12.2,0.601,15.6,0.4,0.1923076923076923,0.4516129032258064,WAS
Jodie Meeks,0.534,30.0,-2.8,-2.5,0.8,0.298,1119.0,-0.4,1.3,12.4,0.548,19.0,-0.2,0.28846153846153844,0.25806451612903225,WAS
Tim Frazier,0.326,27.0,-2.1,0.3,1.0,0.174,838.0,-2.4,0.4,11.3,0.475,12.8,0.0,0.11538461538461539,0.3225806451612903,WAS
Jason Smith,0.278,31.0,-6.0,-1.1,0.3,0.183,285.0,-4.8,-0.2,8.8,0.455,21.7,-0.3,0.0,0.0967741935483871,WAS
Ramon Sessions,0.234,31.0,-3.7,-2.9,0.1,0.656,225.0,-0.8,0.4,14.9,0.533,19.1,-0.1,0.11538461538461539,0.03225806451612903,WAS
Chris McCullough,0.19,22.0,-5.7,-1.9,0.1,0.333,90.0,-3.8,0.1,15.8,0.478,24.6,-0.1,0.057692307692307696,0.03225806451612903,WAS
Devin Robinson,0.0,22.0,-8.2,-2.6,0.0,0.0,13.0,-5.7,0.0,10.5,0.333,10.2,0.0,0.038461538461538464,0.0,WAS
