Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Rudy Gay,0.162,25.0,1.8,0.8,3.3,0.246,2422.0,1.0,2.8,17.8,0.521,25.1,2.3,0.7358490566037734,0.825,MEM
Marc Gasol,0.016,27.0,3.9,3.6,4.0,0.428,2370.0,0.3,4.2,18.4,0.541,19.1,3.5,1.0,1.0,MEM
Mike Conley,0.232,24.0,1.9,0.1,2.8,0.231,2174.0,1.8,3.6,16.8,0.523,18.3,2.1,0.8867924528301886,0.7,MEM
O.J. Mayo,0.374,24.0,0.3,-0.4,2.2,0.234,1771.0,0.7,1.3,14.7,0.513,23.9,1.0,0.4528301886792453,0.55,MEM
Tony Allen,0.058,30.0,2.5,2.5,2.5,0.391,1525.0,0.0,1.7,15.7,0.541,18.4,1.7,0.5283018867924527,0.625,MEM
Marreese Speights,0.006,24.0,-2.9,-0.5,1.7,0.223,1345.0,-2.4,0.9,14.1,0.491,20.5,-0.3,0.3773584905660377,0.425,MEM
Dante Cunningham,0.007,24.0,0.8,1.6,1.7,0.247,1124.0,-0.8,1.8,14.9,0.538,13.6,0.8,0.5471698113207547,0.425,MEM
Quincy Pondexter,0.305,23.0,-1.9,-0.8,0.9,0.222,1002.0,-1.1,0.9,9.4,0.517,13.2,0.0,0.3773584905660377,0.225,MEM
Zach Randolph,0.028,30.0,0.1,0.1,1.1,0.309,735.0,-0.1,1.0,17.9,0.5,22.4,0.4,0.3962264150943396,0.275,MEM
Jeremy Pargo,0.253,25.0,-7.7,-2.0,0.4,0.18,424.0,-5.7,-1.1,4.4,0.389,22.2,-0.6,0.0,0.1,MEM
Sam Young,0.108,26.0,-4.2,-0.4,0.3,0.145,240.0,-3.8,-0.1,10.6,0.419,18.4,-0.1,0.18867924528301885,0.075,MEM
Josh Selby,0.208,20.0,-9.8,-2.4,0.2,0.194,237.0,-7.4,-0.7,3.3,0.403,20.5,-0.5,0.07547169811320756,0.05,MEM
Gilbert Arenas,0.609,30.0,-0.9,-0.7,0.3,0.156,211.0,-0.2,0.1,9.9,0.526,17.3,0.1,0.22641509433962265,0.075,MEM
Hamed Haddadi,0.021,26.0,0.6,4.1,0.4,0.542,206.0,-3.5,0.1,16.3,0.589,17.7,0.1,0.22641509433962265,0.1,MEM
Josh Davis,0.481,31.0,1.7,0.8,0.2,0.296,130.0,0.9,0.2,11.3,0.459,11.7,0.1,0.2452830188679245,0.05,MEM
Lester Hudson,0.273,27.0,-19.1,-9.0,0.0,0.273,20.0,-10.2,-0.1,0.4,0.365,32.4,-0.1,0.18867924528301885,0.0,MEM
Brian Skinner,0.0,35.0,-16.1,-2.9,0.0,0.0,4.0,-13.2,0.0,-14.6,0.0,11.3,0.0,0.20754716981132074,0.0,MEM
