Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Thaddeus Young,0.228,25.0,-0.2,-0.4,2.3,0.178,2718.0,0.2,1.2,16.6,0.512,24.1,1.2,0.9090909090909092,1.0,PHI
Michael Carter-Williams,0.197,22.0,-0.2,0.4,2.1,0.348,2414.0,-0.6,-0.8,15.5,0.48,25.7,1.1,0.30303030303030304,0.9130434782608696,PHI
James Anderson,0.49,24.0,-2.5,-1.3,0.9,0.148,2309.0,-1.2,0.9,10.9,0.53,15.9,-0.3,0.8181818181818182,0.391304347826087,PHI
Evan Turner,0.159,25.0,-3.8,-1.7,0.9,0.274,1886.0,-2.1,-0.2,13.2,0.504,24.4,-0.9,0.4848484848484849,0.391304347826087,PHI
Tony Wroten,0.233,20.0,-4.6,-2.3,0.9,0.403,1765.0,-2.3,-1.8,12.9,0.493,27.7,-1.2,0.0,0.391304347826087,PHI
Hollis Thompson,0.449,22.0,-3.0,-1.2,0.6,0.196,1742.0,-1.8,1.4,9.5,0.57,11.3,-0.4,0.9696969696969698,0.2608695652173913,PHI
Spencer Hawes,0.346,25.0,0.0,0.8,1.4,0.172,1666.0,-0.8,1.2,15.3,0.546,19.0,0.8,0.9090909090909092,0.6086956521739131,PHI
Elliot Williams,0.371,24.0,-5.7,-2.6,0.3,0.353,1157.0,-3.2,0.0,8.7,0.519,16.7,-1.1,0.5454545454545455,0.13043478260869565,PHI
Lavoy Allen,0.049,24.0,-3.2,0.1,0.7,0.15,960.0,-3.3,0.4,11.9,0.464,14.3,-0.3,0.6666666666666667,0.30434782608695654,PHI
Henry Sims,0.004,23.0,-0.6,-0.6,0.4,0.467,707.0,0.0,1.5,17.4,0.554,18.5,0.3,1.0,0.1739130434782609,PHI
Brandon Davies,0.078,22.0,-5.9,-0.6,0.4,0.414,575.0,-5.3,-0.3,7.5,0.476,13.7,-0.6,0.4545454545454546,0.1739130434782609,PHI
Jarvis Varnado,0.0,25.0,-1.0,2.3,0.3,0.867,337.0,-3.3,0.5,13.4,0.597,11.7,0.1,0.6969696969696969,0.13043478260869565,PHI
Daniel Orton,0.0,23.0,-4.1,1.6,0.2,0.638,251.0,-5.7,0.0,10.5,0.54,13.2,-0.1,0.5454545454545455,0.08695652173913045,PHI
Byron Mullens,0.495,24.0,-2.8,-2.1,0.2,0.139,247.0,-0.7,0.2,16.1,0.569,20.8,0.0,0.6060606060606061,0.08695652173913045,PHI
Lorenzo Brown,0.349,23.0,-6.8,-1.8,0.2,0.151,224.0,-5.0,-0.5,8.2,0.349,20.4,-0.3,0.393939393939394,0.08695652173913045,PHI
Darius Morris,0.358,23.0,-6.5,-4.4,0.1,0.313,193.0,-2.1,0.1,11.9,0.544,20.9,-0.2,0.5757575757575758,0.04347826086956522,PHI
Arnett Moultrie,0.0,23.0,-7.0,-0.5,0.1,0.132,187.0,-6.4,-0.1,6.7,0.448,10.7,-0.2,0.5151515151515151,0.04347826086956522,PHI
Dewayne Dedmon,0.0,24.0,-7.9,-0.5,0.1,0.448,150.0,-7.4,0.0,8.7,0.533,12.3,-0.2,0.5454545454545455,0.04347826086956522,PHI
Casper Ware,0.5,24.0,-3.6,-2.5,0.1,0.143,116.0,-1.1,0.1,13.0,0.538,18.1,0.0,0.5757575757575758,0.04347826086956522,PHI
Eric Maynor,0.414,26.0,-7.8,-1.4,0.1,0.276,112.0,-6.5,-0.2,6.6,0.461,16.8,-0.2,0.4848484848484849,0.04347826086956522,PHI
James Nunnally,0.536,23.0,-6.4,-1.6,0.1,0.179,111.0,-4.8,-0.1,6.1,0.43,12.7,-0.1,0.5151515151515151,0.04347826086956522,PHI
Darius Johnson-Odom,0.429,24.0,-25.5,-3.0,0.0,0.286,15.0,-22.4,-0.2,-23.0,0.0,27.9,-0.1,0.4848484848484849,0.0,PHI
Adonis Thomas,0.4,20.0,-10.7,-9.3,0.0,0.0,13.0,-1.4,0.0,10.1,0.7,19.5,0.0,0.5454545454545455,0.0,PHI
