Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Stephen Curry,0.332,21.0,1.0,-0.7,1.6,0.175,2896.0,1.8,3.0,16.3,0.568,21.8,2.2,0.5806451612903226,1.0,GSW
Monta Ellis,0.162,24.0,-1.5,-1.4,1.3,0.276,2647.0,-0.1,0.0,16.7,0.517,29.5,0.3,0.09677419354838711,0.8125,GSW
Corey Maggette,0.056,30.0,-1.0,-2.6,0.7,0.622,2081.0,1.6,5.6,20.3,0.615,26.7,0.5,1.0,0.43749999999999994,GSW
Anthony Morrow,0.437,24.0,-0.5,-1.9,0.6,0.162,2018.0,1.4,3.0,14.0,0.597,17.8,0.7,0.5806451612903226,0.37499999999999994,GSW
C.J. Watson,0.275,25.0,-0.4,-0.7,0.9,0.314,1788.0,0.2,2.2,13.8,0.555,16.0,0.7,0.45161290322580655,0.5625,GSW
Anthony Tolliver,0.337,24.0,-0.4,-0.5,0.8,0.299,1423.0,0.0,1.8,13.7,0.532,16.6,0.6,0.38709677419354843,0.5,GSW
Ronny Turiaf,0.007,27.0,0.4,2.5,0.7,0.534,872.0,-2.1,0.8,12.6,0.574,11.3,0.5,0.22580645161290325,0.43749999999999994,GSW
Chris Hunter,0.018,25.0,-3.1,-0.6,0.4,0.318,783.0,-2.5,0.9,12.2,0.546,15.2,-0.2,0.24193548387096778,0.25,GSW
Reggie Williams,0.325,23.0,-0.2,-1.7,0.3,0.219,782.0,1.5,1.5,16.1,0.588,18.6,0.4,0.33870967741935487,0.18749999999999997,GSW
Andris Biedrins,0.0,23.0,0.7,3.0,0.9,0.182,763.0,-2.3,0.7,13.0,0.561,10.1,0.5,0.20967741935483872,0.5625,GSW
Devean George,0.597,32.0,-0.6,-0.6,0.5,0.112,761.0,0.0,0.8,11.6,0.56,13.0,0.3,0.22580645161290325,0.3125,GSW
Vladimir Radmanovic,0.372,29.0,-4.3,-1.1,0.4,0.091,758.0,-3.2,-0.6,7.9,0.452,15.8,-0.4,0.0,0.25,GSW
Anthony Randolph,0.016,20.0,-1.4,0.8,0.8,0.44,749.0,-2.2,0.7,18.7,0.521,23.9,0.1,0.20967741935483872,0.5,GSW
Mikki Moore,0.0,34.0,-1.9,-0.4,0.1,0.122,406.0,-1.5,0.5,11.2,0.606,12.2,0.0,0.17741935483870971,0.0625,GSW
Stephen Jackson,0.301,31.0,-2.6,-1.5,0.2,0.278,300.0,-1.1,-0.1,14.5,0.499,25.0,0.0,0.08064516129032259,0.125,GSW
Cartier Martin,0.352,25.0,-5.5,-2.6,0.1,0.239,276.0,-2.9,-0.1,7.3,0.463,17.1,-0.2,0.08064516129032259,0.0625,GSW
Kelenna Azubuike,0.307,26.0,0.0,-2.0,0.1,0.318,231.0,1.9,0.6,19.8,0.623,19.9,0.1,0.19354838709677422,0.0625,GSW
Coby Karl,0.344,26.0,-5.3,-1.7,0.0,0.188,108.0,-3.6,-0.1,7.1,0.404,16.1,-0.1,0.08064516129032259,0.0,GSW
Acie Law,0.214,25.0,0.8,-2.1,0.0,1.071,66.0,2.9,0.3,21.3,0.752,14.7,0.0,0.14516129032258066,0.0,GSW
Raja Bell,0.5,33.0,0.5,-5.3,0.0,0.0,23.0,5.7,0.1,20.6,0.917,11.2,0.0,0.11290322580645162,0.0,GSW
