Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Kyrie Irving,0.306,22.0,3.3,-1.4,2.0,0.296,2730.0,4.7,8.4,21.5,0.583,26.2,3.7,1.0,0.6896551724137931,CLE
Kevin Love,0.412,26.0,1.9,-0.1,2.9,0.337,2532.0,2.0,5.8,18.8,0.562,21.7,2.5,0.7045454545454545,1.0,CLE
LeBron James,0.265,30.0,7.4,1.2,2.9,0.413,2493.0,6.2,7.4,25.9,0.577,32.3,5.9,0.8863636363636364,1.0,CLE
Tristan Thompson,0.0,23.0,-0.6,-0.3,2.1,0.508,2194.0,-0.3,4.7,15.6,0.58,14.0,0.8,0.5795454545454546,0.7241379310344828,CLE
J.R. Smith,0.667,29.0,2.9,-0.1,1.3,0.065,1461.0,3.0,2.4,14.5,0.565,17.6,1.8,0.3181818181818181,0.4482758620689655,CLE
Matthew Dellavedova,0.544,24.0,-2.6,-2.0,0.5,0.124,1380.0,-0.6,1.4,8.5,0.493,12.6,-0.2,0.2045454545454545,0.1724137931034483,CLE
Timofey Mozgov,0.0,28.0,0.6,0.8,1.3,0.389,1148.0,-0.2,2.5,18.7,0.621,18.1,0.8,0.32954545454545453,0.4482758620689655,CLE
Shawn Marion,0.172,36.0,-1.3,0.7,0.9,0.127,1101.0,-2.0,0.8,11.0,0.489,12.9,0.2,0.13636363636363638,0.3103448275862069,CLE
Iman Shumpert,0.508,24.0,0.6,1.3,1.1,0.105,920.0,-0.7,0.1,11.1,0.508,15.6,0.6,0.056818181818181816,0.37931034482758624,CLE
Dion Waiters,0.251,23.0,-3.1,-1.0,0.7,0.175,786.0,-2.1,-0.3,12.2,0.468,24.0,-0.2,0.011363636363636366,0.24137931034482757,CLE
Mike Miller,0.86,34.0,-3.0,-0.3,0.5,0.035,701.0,-2.6,-0.1,4.6,0.471,8.9,-0.2,0.034090909090909095,0.1724137931034483,CLE
James Jones,0.871,34.0,-1.4,-2.8,0.4,0.229,669.0,1.4,1.2,11.1,0.565,15.8,0.1,0.18181818181818182,0.13793103448275862,CLE
Anderson Varejao,0.01,32.0,0.9,1.0,0.7,0.225,636.0,0.0,1.2,17.7,0.58,18.1,0.5,0.18181818181818182,0.24137931034482757,CLE
Joe Harris,0.7,23.0,-4.5,-2.5,0.2,0.125,493.0,-2.0,0.0,5.6,0.537,14.1,-0.3,0.045454545454545456,0.06896551724137931,CLE
Kendrick Perkins,0.0,30.0,-7.6,-0.1,0.2,0.195,167.0,-7.4,-0.4,4.7,0.494,17.7,-0.2,0.0,0.06896551724137931,CLE
Brendan Haywood,0.0,35.0,-6.6,1.3,0.2,0.433,119.0,-7.9,-0.2,9.1,0.49,17.3,-0.1,0.022727272727272728,0.06896551724137931,CLE
A.J. Price,0.324,28.0,-6.1,-1.5,0.1,0.176,87.0,-4.6,-0.2,7.7,0.3,20.6,-0.1,0.022727272727272728,0.034482758620689655,CLE
Lou Amundson,0.0,32.0,-6.3,-0.1,0.1,0.417,79.0,-6.2,-0.1,3.8,0.387,11.0,-0.1,0.034090909090909095,0.034482758620689655,CLE
Will Cherry,0.474,23.0,-3.7,0.7,0.1,0.316,69.0,-4.4,-0.1,5.8,0.347,16.8,0.0,0.034090909090909095,0.034482758620689655,CLE
Alex Kirk,0.0,23.0,-7.4,-4.3,0.0,0.5,14.0,-3.0,0.0,8.5,0.41,15.7,0.0,0.045454545454545456,0.0,CLE
