Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Klay Thompson,0.425,23.0,0.7,-0.6,3.2,0.147,2868.0,1.3,3.5,14.3,0.555,22.6,1.9,0.4141414141414141,0.8,GSW
Stephen Curry,0.445,25.0,7.4,0.0,4.0,0.252,2846.0,7.4,9.3,24.1,0.61,28.3,6.7,1.0,1.0,GSW
David Lee,0.001,30.0,0.8,0.8,3.5,0.302,2288.0,-0.1,4.1,19.1,0.566,24.3,1.6,0.47474747474747464,0.875,GSW
Harrison Barnes,0.28,21.0,-1.4,0.9,2.8,0.267,2204.0,-2.3,0.4,9.8,0.486,16.8,0.3,0.10101010101010101,0.7,GSW
Andre Iguodala,0.382,30.0,3.0,2.5,3.1,0.288,2040.0,0.5,2.7,13.7,0.57,13.3,2.6,0.33333333333333337,0.775,GSW
Draymond Green,0.359,23.0,2.8,4.4,3.8,0.268,1797.0,-1.6,0.7,12.7,0.498,14.8,2.2,0.1313131313131313,0.95,GSW
Andrew Bogut,0.0,29.0,4.4,5.6,4.0,0.171,1769.0,-1.2,2.4,17.0,0.61,12.4,2.8,0.30303030303030304,1.0,GSW
Marreese Speights,0.07,26.0,-5.2,-1.3,1.5,0.303,982.0,-3.9,0.6,15.2,0.507,25.4,-0.8,0.1212121212121212,0.375,GSW
Jermaine O'Neal,0.0,35.0,-1.3,1.2,1.4,0.532,883.0,-2.5,1.3,15.3,0.57,17.8,0.2,0.1919191919191919,0.35,GSW
Jordan Crawford,0.384,25.0,-4.6,-2.7,0.7,0.129,661.0,-1.9,-0.2,11.9,0.503,26.8,-0.4,0.0404040404040404,0.175,GSW
Steve Blake,0.658,33.0,-1.6,0.2,0.7,0.067,607.0,-1.8,0.3,9.4,0.494,11.2,0.1,0.0909090909090909,0.175,GSW
Kent Bazemore,0.402,24.0,-5.7,0.3,0.4,0.371,268.0,-6.1,-0.6,6.2,0.448,23.1,-0.3,0.0,0.1,GSW
Toney Douglas,0.686,27.0,-3.7,-1.2,0.3,0.093,265.0,-2.5,-0.1,6.5,0.492,17.5,-0.1,0.050505050505050504,0.075,GSW
Nemanja Nedovic,0.462,22.0,-10.6,-1.6,0.1,0.205,142.0,-8.9,-0.5,-1.7,0.306,17.2,-0.3,0.010101010101010098,0.025,GSW
Hilton Armstrong,0.0,29.0,0.6,3.1,0.2,0.842,97.0,-2.5,0.1,17.0,0.48,14.5,0.1,0.0707070707070707,0.05,GSW
Ognjen Kuzmic,0.0,23.0,-5.2,2.3,0.1,0.846,92.0,-7.5,-0.2,3.4,0.42,13.3,-0.1,0.0404040404040404,0.025,GSW
MarShon Brooks,0.154,25.0,-18.4,-10.6,0.0,0.308,15.0,-7.8,0.0,24.3,0.44,43.3,-0.1,0.0606060606060606,0.0,GSW
Dewayne Dedmon,0.0,24.0,-13.3,-3.1,0.0,2.0,6.0,-10.1,0.0,-5.1,0.266,13.8,0.0,0.0606060606060606,0.0,GSW
