Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
LeBron James,0.188,26.0,8.6,2.1,5.3,0.446,3063.0,6.5,10.3,27.3,0.594,31.5,8.2,1.0,1.0,MIA
Dwyane Wade,0.149,29.0,5.9,1.5,4.7,0.471,2823.0,4.4,8.1,25.6,0.581,31.6,5.7,0.7884615384615383,0.8867924528301887,MIA
Chris Bosh,0.024,26.0,0.4,0.3,4.3,0.446,2795.0,0.1,6.1,19.4,0.569,23.5,1.7,0.596153846153846,0.8113207547169812,MIA
Mario Chalmers,0.595,24.0,0.0,0.3,2.3,0.16,1579.0,-0.3,0.7,10.3,0.538,15.0,0.8,0.07692307692307691,0.43396226415094336,MIA
James Jones,0.829,30.0,0.9,-0.9,1.7,0.208,1549.0,1.8,3.0,11.1,0.629,12.0,1.1,0.2980769230769231,0.32075471698113206,MIA
Joel Anthony,0.0,28.0,0.9,3.1,2.1,0.737,1463.0,-2.2,1.2,7.3,0.583,5.3,1.1,0.125,0.39622641509433965,MIA
Zydrunas Ilgauskas,0.003,35.0,-1.5,1.0,1.9,0.144,1145.0,-2.6,1.0,12.8,0.531,16.0,0.1,0.10576923076923077,0.3584905660377358,MIA
Carlos Arroyo,0.269,31.0,-3.0,-1.5,0.9,0.147,995.0,-1.5,0.8,9.5,0.541,13.9,-0.2,0.08653846153846154,0.169811320754717,MIA
Eddie House,0.545,32.0,-1.2,-1.4,1.2,0.125,978.0,0.2,1.0,11.9,0.535,17.6,0.2,0.10576923076923077,0.22641509433962265,MIA
Mike Miller,0.584,30.0,-0.6,0.2,1.2,0.168,838.0,-0.8,0.4,9.7,0.525,14.4,0.3,0.04807692307692307,0.22641509433962265,MIA
Erick Dampier,0.011,35.0,0.3,3.0,1.4,0.494,815.0,-2.8,0.5,9.7,0.591,8.1,0.5,0.05769230769230769,0.2641509433962264,MIA
Juwan Howard,0.0,37.0,-4.1,-0.3,0.8,0.28,592.0,-3.8,0.2,8.4,0.495,13.1,-0.3,0.028846153846153848,0.15094339622641512,MIA
Mike Bibby,0.698,32.0,-0.9,-0.8,0.6,0.127,582.0,0.0,0.4,9.0,0.601,13.3,0.2,0.04807692307692307,0.11320754716981132,MIA
Udonis Haslem,0.0,30.0,-3.3,-0.6,0.6,0.233,345.0,-2.7,0.4,12.7,0.549,14.8,-0.1,0.04807692307692307,0.11320754716981132,MIA
Jamaal Magloire,0.0,32.0,-2.7,-0.1,0.3,0.818,158.0,-2.5,0.3,12.7,0.585,10.3,0.0,0.038461538461538464,0.05660377358490566,MIA
Jerry Stackhouse,0.333,36.0,-6.6,-0.7,0.1,0.583,50.0,-5.9,-0.1,6.0,0.398,16.0,-0.1,0.0,0.01886792452830189,MIA
Dexter Pittman,0.0,22.0,-21.2,-5.5,0.0,0.0,11.0,-15.7,-0.1,-6.4,0.333,21.3,-0.1,0.0,0.0,MIA
