Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Dwyane Wade,0.161,28.0,9.4,2.0,4.6,0.465,2792.0,7.4,8.5,28.0,0.562,34.9,8.0,1.0,1.0,MIA
Michael Beasley,0.098,21.0,-1.7,0.3,3.8,0.231,2328.0,-2.0,0.8,16.1,0.505,25.8,0.2,0.16304347826086957,0.8260869565217391,MIA
Udonis Haslem,0.0,29.0,-2.6,-0.3,3.2,0.305,2177.0,-2.3,2.8,14.6,0.538,17.1,-0.3,0.3804347826086957,0.6956521739130436,MIA
Quentin Richardson,0.638,29.0,2.0,0.9,3.1,0.127,2082.0,1.1,2.7,12.9,0.572,14.8,2.1,0.36956521739130443,0.673913043478261,MIA
Jermaine O'Neal,0.003,31.0,0.0,1.5,3.2,0.302,1991.0,-1.4,2.4,17.9,0.563,22.9,1.0,0.33695652173913043,0.6956521739130436,MIA
Mario Chalmers,0.52,23.0,-0.4,0.3,2.4,0.242,1807.0,-0.7,0.3,10.7,0.519,16.3,0.7,0.10869565217391305,0.5217391304347826,MIA
Carlos Arroyo,0.067,30.0,-2.0,-0.8,1.5,0.24,1585.0,-1.2,2.2,12.3,0.529,13.9,0.0,0.3152173913043479,0.32608695652173914,MIA
Dorell Wright,0.375,24.0,1.5,1.3,2.2,0.165,1496.0,0.2,2.1,14.5,0.567,15.8,1.3,0.30434782608695654,0.47826086956521746,MIA
Joel Anthony,0.0,27.0,0.4,3.5,2.0,0.579,1322.0,-3.1,1.0,10.2,0.546,8.7,0.8,0.1847826086956522,0.4347826086956522,MIA
Daequan Cook,0.498,22.0,-4.5,-1.1,0.8,0.099,691.0,-3.4,-0.7,7.5,0.422,19.6,-0.4,0.0,0.1739130434782609,MIA
Rafer Alston,0.479,33.0,-2.3,0.2,0.8,0.16,655.0,-2.4,-0.4,7.7,0.456,15.4,0.0,0.032608695652173905,0.1739130434782609,MIA
James Jones,0.756,29.0,-1.5,-1.0,0.5,0.235,503.0,-0.5,0.5,8.8,0.556,13.3,0.1,0.13043478260869565,0.10869565217391305,MIA
Jamaal Magloire,0.0,31.0,-7.0,-0.9,0.7,1.054,359.0,-6.1,-0.1,9.4,0.47,13.0,-0.5,0.06521739130434782,0.15217391304347827,MIA
Shavlik Randolph,0.0,26.0,-11.7,-3.8,0.1,0.0,47.0,-7.8,-0.1,4.9,0.333,17.0,-0.1,0.06521739130434782,0.02173913043478261,MIA
Yakhouba Diawara,0.6,27.0,-8.9,-0.9,0.0,0.0,44.0,-8.0,-0.2,-3.7,0.25,13.9,-0.1,0.05434782608695652,0.0,MIA
