Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Kemba Walker,0.368,25.0,4.0,0.0,3.6,0.329,2885.0,4.0,6.3,20.8,0.554,26.5,4.4,1.0,1.0,CHO
Nicolas Batum,0.457,27.0,2.0,0.9,2.9,0.22,2448.0,1.1,2.0,15.6,0.546,21.4,2.5,0.3384615384615385,0.7999999999999999,CHO
Marvin Williams,0.506,29.0,2.7,1.0,3.2,0.193,2338.0,1.7,4.7,16.8,0.585,16.8,2.7,0.7538461538461539,0.8857142857142858,CHO
Jeremy Lin,0.31,27.0,-1.1,-0.2,2.3,0.401,2048.0,-0.9,1.3,13.8,0.534,22.2,0.5,0.23076923076923078,0.6285714285714284,CHO
Cody Zeller,0.023,23.0,1.0,2.0,2.7,0.531,1774.0,-1.0,3.6,16.1,0.592,15.4,1.3,0.5846153846153846,0.7428571428571429,CHO
Frank Kaminsky,0.385,22.0,-1.2,0.4,2.1,0.282,1708.0,-1.6,1.2,12.5,0.513,17.1,0.3,0.21538461538461537,0.5714285714285714,CHO
Jeremy Lamb,0.355,23.0,-0.5,0.1,1.8,0.173,1227.0,-0.6,1.0,15.9,0.529,22.0,0.4,0.1846153846153846,0.4857142857142857,CHO
Al Jefferson,0.0,31.0,-1.1,1.2,1.8,0.22,1096.0,-2.3,1.0,18.2,0.507,24.2,0.2,0.1846153846153846,0.4857142857142857,CHO
Spencer Hawes,0.333,27.0,-0.6,1.3,1.4,0.212,1035.0,-1.9,0.6,12.4,0.508,17.1,0.4,0.12307692307692308,0.3714285714285714,CHO
P.J. Hairston,0.623,23.0,-3.2,-1.0,1.0,0.152,938.0,-2.2,-0.1,7.4,0.486,15.3,-0.3,0.015384615384615385,0.2571428571428572,CHO
Courtney Lee,0.359,30.0,0.2,1.0,1.0,0.118,845.0,-0.9,0.7,11.2,0.54,13.6,0.5,0.13846153846153844,0.2571428571428572,CHO
Troy Daniels,0.652,24.0,-1.1,-2.7,0.4,0.048,476.0,1.6,0.6,14.9,0.634,20.4,0.1,0.12307692307692308,0.08571428571428573,CHO
Tyler Hansbrough,0.042,30.0,-2.7,-0.1,0.5,0.915,343.0,-2.6,0.5,12.5,0.522,14.7,-0.1,0.10769230769230768,0.1142857142857143,CHO
Brian Roberts,0.235,30.0,-3.8,-2.6,0.3,0.322,333.0,-1.2,0.5,13.9,0.552,19.9,-0.2,0.10769230769230768,0.05714285714285714,CHO
Michael Kidd-Gilchrist,0.115,22.0,-1.4,-0.7,0.2,0.475,205.0,-0.7,0.4,16.9,0.603,18.0,0.0,0.09230769230769233,0.028571428571428574,CHO
Aaron Harrison,0.526,21.0,-5.5,0.1,0.1,0.632,93.0,-5.6,-0.2,4.3,0.371,13.7,-0.1,0.0,0.0,CHO
Jorge Gutierrez,0.182,27.0,-3.2,-2.4,0.1,1.0,63.0,-0.8,0.2,19.1,0.694,15.6,0.0,0.06153846153846154,0.0,CHO
