Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Tyreke Evans,0.121,20.0,1.6,0.0,2.1,0.399,2677.0,1.6,3.3,18.2,0.529,26.2,2.5,0.7954545454545454,1.0,SAC
Beno Udrih,0.237,27.0,0.2,-1.4,1.3,0.168,2477.0,1.6,4.2,15.7,0.566,18.6,1.4,1.0,0.6190476190476191,SAC
Jason Thompson,0.013,23.0,-0.9,0.5,2.0,0.353,2357.0,-1.4,1.9,14.6,0.518,19.6,0.7,0.47727272727272724,0.9523809523809523,SAC
Omri Casspi,0.302,21.0,-2.1,-1.1,1.4,0.259,1931.0,-1.0,1.1,13.0,0.529,19.4,-0.1,0.2954545454545454,0.6666666666666666,SAC
Spencer Hawes,0.131,21.0,-0.3,1.1,1.6,0.159,1904.0,-1.4,0.5,13.8,0.507,19.6,0.8,0.15909090909090906,0.7619047619047619,SAC
Donte Greene,0.331,21.0,-2.4,-0.6,1.2,0.253,1630.0,-1.8,0.3,11.6,0.526,19.2,-0.2,0.11363636363636363,0.5714285714285714,SAC
Andres Nocioni,0.424,30.0,-3.4,-1.9,1.0,0.169,1477.0,-1.5,0.4,11.1,0.504,20.9,-0.5,0.13636363636363638,0.47619047619047616,SAC
Carl Landry,0.008,26.0,-1.5,-1.1,0.6,0.388,1054.0,-0.4,1.6,16.0,0.568,20.7,0.1,0.40909090909090906,0.2857142857142857,SAC
Ime Udoka,0.378,32.0,-2.7,-0.2,0.8,0.237,944.0,-2.5,0.0,9.6,0.47,14.4,-0.2,0.045454545454545456,0.38095238095238093,SAC
Kevin Martin,0.324,26.0,-0.4,-2.2,0.4,0.457,774.0,1.9,1.5,17.0,0.535,25.3,0.3,0.3863636363636363,0.19047619047619047,SAC
Jon Brockman,0.0,22.0,-0.8,-0.4,0.5,0.602,654.0,-0.4,1.2,12.4,0.564,10.4,0.2,0.3181818181818181,0.23809523809523808,SAC
Francisco Garcia,0.335,28.0,-1.1,-0.4,0.3,0.097,575.0,-0.7,0.6,12.4,0.55,15.7,0.1,0.18181818181818182,0.14285714285714285,SAC
Sergio Rodriguez,0.221,23.0,-1.8,-2.1,0.4,0.326,517.0,0.3,0.4,16.9,0.538,23.6,0.0,0.13636363636363638,0.19047619047619047,SAC
Sean May,0.036,25.0,-4.3,-0.5,0.3,0.288,331.0,-3.8,0.0,11.7,0.492,19.3,-0.2,0.045454545454545456,0.14285714285714285,SAC
Kenny Thomas,0.0,32.0,-1.1,2.1,0.3,0.343,313.0,-3.2,0.1,9.0,0.509,8.1,0.1,0.06818181818181819,0.14285714285714285,SAC
Dominic McGuire,0.0,24.0,-9.1,0.1,0.0,0.167,67.0,-9.2,-0.2,2.4,0.311,13.1,-0.1,0.0,0.0,SAC
Desmond Mason,0.0,32.0,-6.5,-0.6,0.0,0.333,66.0,-5.8,0.0,6.2,0.472,11.9,-0.1,0.045454545454545456,0.0,SAC
Hilton Armstrong,0.0,25.0,-4.2,2.7,0.1,0.167,56.0,-6.8,-0.1,8.4,0.388,13.3,0.0,0.022727272727272728,0.047619047619047616,SAC
Joey Dorsey,0.0,26.0,-12.2,-4.4,0.1,1.111,52.0,-7.8,0.0,7.9,0.448,13.1,-0.1,0.045454545454545456,0.047619047619047616,SAC
Garrett Temple,0.25,23.0,-4.2,-2.5,0.0,0.625,23.0,-1.7,0.0,15.4,0.539,23.5,0.0,0.045454545454545456,0.0,SAC
