Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Kobe Bryant,0.255,34.0,4.7,-0.5,2.6,0.392,3013.0,5.2,8.4,23.0,0.57,31.9,5.1,1.0,0.5416666666666667,LAL
Dwight Howard,0.007,27.0,1.3,2.8,4.8,0.887,2722.0,-1.5,2.8,19.4,0.573,22.2,2.3,0.3488372093023256,1.0,LAL
Metta World Peace,0.5,33.0,1.4,0.8,2.6,0.205,2530.0,0.6,1.9,12.5,0.517,17.5,2.2,0.24418604651162792,0.5416666666666667,LAL
Jodie Meeks,0.645,25.0,-0.9,-1.5,1.1,0.181,1663.0,0.6,1.9,11.4,0.54,16.7,0.5,0.24418604651162792,0.22916666666666669,LAL
Pau Gasol,0.048,32.0,1.5,1.9,1.7,0.307,1655.0,-0.4,2.0,16.7,0.512,20.5,1.5,0.2558139534883721,0.3541666666666667,LAL
Antawn Jamison,0.405,36.0,-1.1,-1.8,1.3,0.237,1636.0,0.7,3.0,15.3,0.561,18.7,0.4,0.372093023255814,0.27083333333333337,LAL
Steve Nash,0.274,38.0,-1.1,-2.6,0.6,0.244,1627.0,1.5,3.7,16.0,0.605,17.8,0.4,0.45348837209302334,0.125,LAL
Earl Clark,0.269,25.0,-0.9,1.0,1.5,0.197,1363.0,-2.0,0.7,12.4,0.51,15.7,0.4,0.10465116279069767,0.3125,LAL
Steve Blake,0.633,32.0,0.0,-0.7,0.8,0.13,1175.0,0.7,1.6,11.7,0.573,13.2,0.6,0.20930232558139536,0.16666666666666669,LAL
Chris Duhon,0.74,30.0,-3.5,-1.7,0.4,0.106,820.0,-1.7,0.6,8.0,0.517,9.2,-0.3,0.0930232558139535,0.08333333333333334,LAL
Darius Morris,0.351,22.0,-4.3,-1.7,0.3,0.197,683.0,-2.6,-0.1,8.1,0.475,16.2,-0.4,0.011627906976744188,0.0625,LAL
Jordan Hill,0.013,25.0,-1.6,-0.9,0.5,0.394,458.0,-0.7,0.9,18.5,0.533,20.2,0.0,0.12790697674418605,0.10416666666666667,LAL
Robert Sacre,0.0,23.0,-7.5,-0.2,0.1,0.229,203.0,-7.3,-0.2,3.4,0.407,13.8,-0.3,0.0,0.020833333333333336,LAL
Devin Ebanks,0.301,23.0,-7.6,-2.2,0.1,0.192,197.0,-5.3,-0.2,6.3,0.411,20.4,-0.3,0.0,0.020833333333333336,LAL
Darius Johnson-Odom,0.25,23.0,-17.6,-0.9,0.0,0.0,6.0,-16.7,-0.1,-6.7,0.0,29.7,0.0,0.011627906976744188,0.0,LAL
Andrew Goudelock,0.0,24.0,-18.0,-5.8,0.0,0.0,6.0,-12.2,0.0,-6.4,0.0,14.8,0.0,0.023255813953488375,0.0,LAL
