Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Draymond Green,0.315,25.0,5.8,3.9,5.1,0.402,2808.0,2.0,6.0,19.3,0.587,18.8,5.5,0.4306569343065693,1.0,GSW
Stephen Curry,0.554,27.0,12.5,0.1,4.1,0.25,2700.0,12.4,13.8,31.5,0.669,32.6,9.8,1.0,0.803921568627451,GSW
Klay Thompson,0.469,25.0,0.7,-2.2,2.6,0.159,2666.0,2.9,5.5,18.6,0.597,26.3,1.8,0.39416058394160586,0.5098039215686275,GSW
Harrison Barnes,0.338,23.0,-0.2,-0.6,1.9,0.212,2042.0,0.4,3.1,12.3,0.559,15.9,0.9,0.218978102189781,0.37254901960784315,GSW
Andre Iguodala,0.418,32.0,1.6,1.3,2.1,0.226,1732.0,0.3,2.3,12.2,0.565,12.1,1.6,0.1605839416058394,0.411764705882353,GSW
Shaun Livingston,0.032,30.0,-0.5,0.1,1.7,0.245,1520.0,-0.6,2.9,13.8,0.581,14.2,0.6,0.2043795620437956,0.33333333333333337,GSW
Andrew Bogut,0.004,31.0,4.5,5.1,2.9,0.179,1451.0,-0.6,2.6,15.9,0.623,11.4,2.4,0.18248175182481752,0.5686274509803921,GSW
Leandro Barbosa,0.297,33.0,-2.1,-0.9,1.2,0.168,1079.0,-1.2,0.9,11.7,0.545,18.1,0.0,0.058394160583941604,0.23529411764705882,GSW
Brandon Rush,0.604,30.0,-1.3,-0.2,1.2,0.108,1055.0,-1.2,0.8,10.1,0.56,12.5,0.2,0.051094890510948905,0.23529411764705882,GSW
Marreese Speights,0.136,28.0,-3.9,-1.1,1.2,0.25,832.0,-2.9,0.5,17.1,0.506,29.7,-0.4,0.029197080291970802,0.23529411764705882,GSW
Festus Ezeli,0.0,26.0,-0.1,1.4,1.3,0.579,770.0,-1.5,1.4,17.7,0.559,18.2,0.4,0.09489051094890509,0.25490196078431376,GSW
Ian Clark,0.416,24.0,-3.0,-1.3,0.6,0.168,578.0,-1.8,0.3,11.5,0.544,19.5,-0.2,0.0145985401459854,0.11764705882352941,GSW
James Michael McAdoo,0.024,23.0,-1.1,-0.3,0.3,0.583,262.0,-0.9,0.5,15.9,0.554,20.1,0.1,0.029197080291970802,0.058823529411764705,GSW
Anderson Varejao,0.0,33.0,-2.5,0.8,0.3,0.604,186.0,-3.3,0.2,11.0,0.477,15.5,0.0,0.0072992700729927005,0.058823529411764705,GSW
Jason Thompson,0.0,29.0,-0.7,1.9,0.3,0.762,179.0,-2.6,0.3,13.3,0.535,15.2,0.1,0.0145985401459854,0.058823529411764705,GSW
Kevon Looney,0.286,19.0,-9.5,-8.2,0.0,0.0,21.0,-1.2,0.1,18.6,0.643,16.5,0.0,0.0,0.0,GSW
