Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Will Barton,0.411,27.0,1.0,-0.6,1.8,0.22,2683.0,1.6,4.4,16.2,0.562,20.7,2.0,0.5750000000000001,0.6206896551724138,DEN
Jamal Murray,0.411,20.0,-0.2,-2.0,1.2,0.238,2565.0,1.8,4.3,16.1,0.576,22.8,1.2,0.5625,0.41379310344827586,DEN
Nikola Jokic,0.277,22.0,7.1,2.3,2.9,0.31,2443.0,4.8,7.8,24.4,0.603,24.2,5.6,1.0,1.0,DEN
Wilson Chandler,0.39,30.0,-0.9,-0.4,1.2,0.181,2346.0,-0.5,2.1,11.0,0.542,14.3,0.6,0.28750000000000003,0.41379310344827586,DEN
Gary Harris,0.434,23.0,0.9,-1.5,1.5,0.178,2304.0,2.4,3.9,16.5,0.597,20.7,1.7,0.5125,0.5172413793103449,DEN
Mason Plumlee,0.003,27.0,1.8,2.7,1.8,0.489,1439.0,-0.9,1.8,16.9,0.586,16.6,1.4,0.25,0.6206896551724138,DEN
Trey Lyles,0.396,22.0,-0.8,-1.4,1.2,0.264,1391.0,0.6,2.7,17.9,0.59,21.1,0.4,0.36250000000000004,0.41379310344827586,DEN
Paul Millsap,0.26,32.0,0.7,0.7,1.1,0.37,1143.0,0.0,1.4,17.0,0.549,22.0,0.8,0.19999999999999998,0.37931034482758624,DEN
Emmanuel Mudiay,0.317,21.0,-5.0,-2.9,0.3,0.242,752.0,-2.2,0.0,12.3,0.504,24.8,-0.6,0.025,0.10344827586206896,DEN
Torrey Craig,0.423,27.0,-2.5,-0.8,0.4,0.255,629.0,-1.7,0.5,9.8,0.535,11.9,-0.1,0.0875,0.13793103448275862,DEN
Malik Beasley,0.461,21.0,-5.1,-2.4,0.3,0.185,583.0,-2.8,0.1,9.0,0.509,16.2,-0.5,0.037500000000000006,0.10344827586206896,DEN
Devin Harris,0.6,34.0,-2.8,-3.3,0.2,0.341,533.0,0.5,0.9,12.4,0.568,18.2,-0.1,0.1375,0.06896551724137931,DEN
Kenneth Faried,0.007,28.0,-2.3,-1.1,0.4,0.345,461.0,-1.1,0.9,17.4,0.552,18.3,0.0,0.1375,0.13793103448275862,DEN
Juan Hernangomez,0.667,22.0,-3.3,-2.2,0.1,0.16,277.0,-1.0,0.2,9.7,0.511,14.0,-0.1,0.05,0.034482758620689655,DEN
Richard Jefferson,0.259,37.0,-5.9,-2.0,0.0,0.259,163.0,-3.8,0.1,6.4,0.499,9.4,-0.2,0.037500000000000006,0.0,DEN
Darrell Arthur,0.489,29.0,-4.5,-1.0,0.1,0.064,141.0,-3.5,-0.2,8.4,0.559,19.5,-0.1,0.0,0.034482758620689655,DEN
Monte Morris,0.167,22.0,2.0,-1.6,0.0,0.333,25.0,3.6,0.1,27.1,0.727,13.7,0.0,0.037500000000000006,0.0,DEN
Tyler Lydon,0.0,21.0,-6.5,-0.8,0.0,0.0,2.0,-5.7,0.0,0.0,0.0,0.0,0.0,0.025,0.0,DEN
