Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Paul Millsap,0.218,30.0,5.3,4.2,6.0,0.383,2647.0,1.1,4.1,21.3,0.556,24.3,4.9,0.8518518518518517,1.0,ATL
Al Horford,0.244,29.0,4.1,2.6,4.5,0.123,2631.0,1.5,4.9,19.4,0.565,20.6,4.1,1.0,0.7457627118644068,ATL
Kyle Korver,0.644,34.0,-0.2,0.5,2.9,0.088,2401.0,-0.7,1.2,9.7,0.578,13.7,1.1,0.31481481481481477,0.47457627118644063,ATL
Jeff Teague,0.278,27.0,0.3,-0.9,3.0,0.316,2255.0,1.2,2.8,17.9,0.551,26.6,1.3,0.611111111111111,0.4915254237288135,ATL
Kent Bazemore,0.421,26.0,0.3,1.6,3.8,0.208,2083.0,-1.3,0.3,13.4,0.551,20.0,1.2,0.14814814814814814,0.6271186440677965,ATL
Thabo Sefolosha,0.333,31.0,1.1,2.8,3.2,0.266,1758.0,-1.7,1.3,12.4,0.578,12.3,1.4,0.3333333333333333,0.5254237288135593,ATL
Dennis Schroder,0.306,22.0,-1.4,-0.9,2.3,0.233,1621.0,-0.5,-0.2,15.5,0.51,28.8,0.3,0.05555555555555555,0.37288135593220334,ATL
Mike Scott,0.42,27.0,-0.6,-0.4,1.5,0.168,1146.0,-0.2,1.7,14.0,0.575,17.4,0.4,0.40740740740740744,0.23728813559322032,ATL
Tim Hardaway,0.536,23.0,-2.1,-1.2,1.0,0.211,864.0,-0.9,0.9,11.7,0.563,16.2,0.0,0.25925925925925924,0.15254237288135591,ATL
Tiago Splitter,0.013,31.0,-0.8,1.1,0.9,0.31,579.0,-1.9,0.9,13.7,0.571,15.5,0.2,0.25925925925925924,0.13559322033898305,ATL
Mike Muscala,0.257,24.0,-0.5,1.5,0.9,0.257,565.0,-2.0,0.7,13.6,0.576,15.5,0.2,0.2222222222222222,0.13559322033898305,ATL
Lamar Patterson,0.613,24.0,-4.9,-0.3,0.5,0.275,395.0,-4.6,-0.3,5.1,0.468,12.8,-0.3,0.037037037037037035,0.06779661016949153,ATL
Kris Humphries,0.307,30.0,-1.6,-0.1,0.5,0.446,295.0,-1.5,0.4,14.9,0.555,20.4,0.0,0.16666666666666666,0.06779661016949153,ATL
Justin Holiday,0.616,26.0,-5.1,0.3,0.4,0.137,263.0,-5.4,-0.5,4.7,0.407,15.4,-0.2,0.0,0.05084745762711865,ATL
Shelvin Mack,0.284,25.0,-3.1,-1.8,0.3,0.126,179.0,-1.3,-0.1,15.4,0.464,28.5,0.0,0.07407407407407407,0.033898305084745756,ATL
Kirk Hinrich,0.545,35.0,-5.7,0.9,0.1,0.0,76.0,-6.6,-0.1,6.2,0.227,8.2,-0.1,0.07407407407407407,0.0,ATL
Edy Tavares,0.0,23.0,-2.3,2.5,0.1,0.421,73.0,-4.9,0.0,14.4,0.555,16.9,0.0,0.09259259259259259,0.0,ATL
