Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Gordon Hayward,0.304,24.0,3.4,0.1,2.9,0.425,2618.0,3.3,5.8,20.2,0.567,26.2,3.6,1.0,0.6744186046511628,UTA
Trey Burke,0.388,22.0,-1.9,-1.9,1.6,0.144,2288.0,0.0,0.8,12.6,0.455,23.9,0.1,0.2753623188405797,0.372093023255814,UTA
Derrick Favors,0.007,23.0,2.4,1.7,3.3,0.362,2280.0,0.8,5.0,21.8,0.558,23.8,2.6,0.8840579710144927,0.7674418604651163,UTA
Rudy Gobert,0.005,22.0,5.8,5.1,4.3,0.639,2158.0,0.7,5.0,21.6,0.627,14.0,4.3,0.8840579710144927,1.0,UTA
Dante Exum,0.635,19.0,-3.8,-1.3,1.0,0.077,1817.0,-2.6,-1.1,5.7,0.457,13.8,-0.8,0.0,0.23255813953488372,UTA
Joe Ingles,0.571,27.0,-0.8,0.3,1.6,0.113,1673.0,-1.1,0.5,9.6,0.533,12.9,0.5,0.2318840579710145,0.372093023255814,UTA
Trevor Booker,0.181,27.0,0.2,0.7,1.9,0.319,1564.0,-0.6,1.7,15.3,0.536,18.1,0.9,0.40579710144927533,0.4418604651162791,UTA
Enes Kanter,0.07,22.0,-4.1,-2.6,1.3,0.203,1326.0,-1.5,1.4,17.5,0.535,25.1,-0.7,0.36231884057971014,0.3023255813953489,UTA
Rodney Hood,0.455,22.0,-1.1,-1.3,0.9,0.214,1064.0,0.2,1.3,12.3,0.529,19.6,0.2,0.3478260869565218,0.20930232558139536,UTA
Elijah Millsap,0.378,27.0,-1.6,1.9,1.4,0.361,924.0,-3.5,-1.0,7.9,0.45,17.0,0.1,0.014492753623188418,0.3255813953488372,UTA
Alec Burks,0.227,23.0,-1.6,-1.1,0.6,0.43,899.0,-0.4,1.1,13.0,0.524,20.8,0.1,0.31884057971014496,0.13953488372093023,UTA
Jeremy Evans,0.086,27.0,3.5,2.0,0.4,0.5,266.0,1.5,0.9,20.5,0.636,13.1,0.4,0.2898550724637681,0.0930232558139535,UTA
Chris Johnson,0.594,24.0,0.7,-1.0,0.2,0.094,211.0,1.7,0.4,14.2,0.608,15.8,0.1,0.21739130434782608,0.04651162790697675,UTA
Ian Clark,0.568,23.0,-3.3,-1.2,0.1,0.114,161.0,-2.1,0.0,8.3,0.476,15.1,-0.1,0.15942028985507248,0.023255813953488375,UTA
Bryce Cotton,0.29,22.0,-4.4,-3.2,0.1,0.261,159.0,-1.2,0.1,14.5,0.52,25.6,-0.1,0.1739130434782609,0.023255813953488375,UTA
Steve Novak,0.943,31.0,-0.2,-3.6,0.1,0.057,109.0,3.3,0.3,14.5,0.669,16.4,0.0,0.2028985507246377,0.023255813953488375,UTA
Jack Cooley,0.0,23.0,-4.0,0.4,0.2,0.955,87.0,-4.4,0.0,11.4,0.432,18.0,0.0,0.15942028985507248,0.04651162790697675,UTA
Elliot Williams,0.538,25.0,-2.4,-2.3,0.0,0.154,42.0,-0.1,0.0,14.4,0.648,19.5,0.0,0.15942028985507248,0.0,UTA
Patrick Christopher,0.333,26.0,-16.3,-5.7,0.0,0.0,29.0,-10.6,-0.1,-2.6,0.25,20.6,-0.1,0.14492753623188406,0.0,UTA
Grant Jerrett,0.222,21.0,-0.6,1.0,0.0,0.111,26.0,-1.6,0.0,13.6,0.477,18.4,0.0,0.15942028985507248,0.0,UTA
Jerrelle Benimon,0.0,23.0,-26.9,-6.6,0.0,0.0,3.0,-20.3,0.0,4.7,0.0,15.3,0.0,0.15942028985507248,0.0,UTA
Toure' Murry,0.0,25.0,-50.0,-13.2,0.0,0.0,1.0,-36.8,0.0,-41.7,0.0,45.8,0.0,0.15942028985507248,0.0,UTA
