Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Blake Griffin,0.016,22.0,4.1,1.1,2.6,0.458,2392.0,3.1,6.6,23.4,0.557,26.6,3.7,0.6513761467889908,1.0,LAC
Chris Paul,0.239,26.0,7.9,-0.1,2.3,0.339,2181.0,8.0,10.4,27.0,0.581,24.3,5.4,1.0,0.8846153846153845,LAC
Caron Butler,0.365,31.0,-2.2,-1.5,1.1,0.152,1871.0,-0.7,1.2,11.7,0.501,20.4,-0.1,0.15596330275229356,0.4230769230769231,LAC
DeAndre Jordan,0.003,23.0,1.0,2.1,2.4,0.433,1798.0,-1.1,3.2,16.4,0.626,11.9,1.4,0.3394495412844037,0.923076923076923,LAC
Randy Foye,0.511,28.0,-0.3,-1.7,0.8,0.132,1682.0,1.4,2.4,13.5,0.522,20.7,0.7,0.2660550458715596,0.3076923076923077,LAC
Mo Williams,0.391,29.0,-0.5,-2.2,0.7,0.131,1472.0,1.7,2.2,15.0,0.53,22.9,0.5,0.24770642201834864,0.2692307692307692,LAC
Kenyon Martin,0.059,34.0,-1.5,2.5,1.2,0.245,940.0,-4.0,-0.3,9.9,0.445,13.5,0.1,0.01834862385321101,0.4615384615384615,LAC
Reggie Evans,0.0,31.0,-2.2,1.1,1.0,0.986,771.0,-3.3,0.2,9.2,0.504,8.8,0.0,0.06422018348623852,0.3846153846153846,LAC
Chauncey Billups,0.548,35.0,-0.4,-3.2,0.2,0.417,607.0,2.9,1.5,16.1,0.554,23.4,0.3,0.18348623853211007,0.07692307692307693,LAC
Nick Young,0.44,26.0,-3.8,-2.7,0.2,0.202,518.0,-1.2,0.2,9.9,0.509,20.9,-0.2,0.06422018348623852,0.07692307692307693,LAC
Eric Bledsoe,0.238,22.0,-0.9,2.0,0.6,0.349,464.0,-3.0,-0.4,11.2,0.454,19.1,0.1,0.009174311926605502,0.23076923076923075,LAC
Ryan Gomes,0.305,29.0,-5.4,-0.4,0.3,0.116,425.0,-5.0,-0.5,4.4,0.371,12.5,-0.4,0.0,0.11538461538461538,LAC
Bobby Simmons,0.667,31.0,-2.5,-0.4,0.3,0.078,418.0,-2.1,0.0,6.0,0.43,11.4,-0.1,0.04587155963302752,0.11538461538461538,LAC
Brian Cook,0.551,31.0,-10.5,-2.8,0.1,0.082,121.0,-7.7,-0.4,0.0,0.305,20.9,-0.3,0.009174311926605502,0.038461538461538464,LAC
Trey Thompkins,0.213,21.0,-8.9,-3.3,0.1,0.115,119.0,-5.5,-0.1,12.0,0.445,27.2,-0.2,0.03669724770642202,0.038461538461538464,LAC
Solomon Jones,0.0,27.0,-1.1,3.4,0.1,0.625,96.0,-4.5,-0.1,5.3,0.294,7.3,0.0,0.03669724770642202,0.038461538461538464,LAC
Courtney Fortson,0.333,23.0,-4.6,-3.1,0.0,0.75,46.0,-1.5,0.0,11.4,0.533,21.0,0.0,0.04587155963302752,0.0,LAC
Travis Leslie,0.0,21.0,-0.2,1.3,0.0,0.643,45.0,-1.5,0.0,14.6,0.39,20.5,0.0,0.04587155963302752,0.0,LAC
