Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
David West,0.022,29.0,1.2,0.4,2.3,0.279,2949.0,0.8,5.2,18.9,0.56,24.0,2.4,0.9166666666666666,0.8214285714285714,NOP
Emeka Okafor,0.0,27.0,-0.9,1.2,2.8,0.418,2370.0,-2.1,2.6,16.5,0.547,17.1,0.7,0.48333333333333334,1.0,NOP
Darren Collison,0.146,22.0,-1.7,-1.9,1.1,0.221,2109.0,0.2,1.9,16.5,0.546,23.1,0.2,0.36666666666666664,0.3928571428571429,NOP
Peja Stojakovic,0.512,32.0,-1.0,-1.6,0.9,0.156,1947.0,0.7,1.9,12.4,0.533,18.6,0.5,0.36666666666666664,0.32142857142857145,NOP
Marcus Thornton,0.354,22.0,-0.4,-2.7,0.9,0.2,1872.0,2.3,3.1,17.4,0.55,25.3,0.8,0.5666666666666667,0.32142857142857145,NOP
James Posey,0.701,33.0,-0.7,0.6,1.4,0.232,1731.0,-1.3,1.0,8.7,0.525,11.4,0.6,0.21666666666666667,0.5,NOP
Chris Paul,0.199,24.0,4.9,-0.4,1.5,0.298,1712.0,5.2,5.7,23.7,0.584,22.2,3.0,1.0,0.5357142857142857,NOP
Darius Songaila,0.012,31.0,-3.1,0.0,1.2,0.152,1410.0,-3.1,0.0,11.6,0.522,19.5,-0.4,0.049999999999999996,0.4285714285714286,NOP
Morris Peterson,0.568,32.0,-2.8,-1.6,0.5,0.179,973.0,-1.2,0.3,9.3,0.503,16.5,-0.2,0.09999999999999999,0.17857142857142858,NOP
Devin Brown,0.452,31.0,-2.5,-1.5,0.5,0.265,967.0,-1.0,0.1,10.9,0.522,19.8,-0.1,0.06666666666666667,0.17857142857142858,NOP
Julian Wright,0.026,22.0,-2.8,0.2,0.6,0.177,871.0,-3.0,0.2,11.8,0.518,15.4,-0.2,0.08333333333333333,0.2142857142857143,NOP
Bobby Brown,0.434,25.0,-6.3,-4.3,0.1,0.053,328.0,-2.1,-0.3,10.0,0.466,25.0,-0.4,0.0,0.03571428571428572,NOP
Aaron Gray,0.0,25.0,2.8,2.2,0.3,0.344,261.0,0.5,0.6,18.4,0.612,15.3,0.3,0.15,0.10714285714285715,NOP
Hilton Armstrong,0.0,25.0,-3.7,1.9,0.3,0.56,239.0,-5.5,-0.2,7.5,0.409,14.4,-0.1,0.016666666666666663,0.10714285714285715,NOP
Sean Marks,0.0,34.0,-1.5,-0.1,0.0,0.625,75.0,-1.4,0.1,9.0,0.49,7.4,0.0,0.06666666666666667,0.0,NOP
Jason Hart,0.0,31.0,-7.0,0.3,0.0,0.0,17.0,-7.3,0.0,8.5,1.0,10.8,0.0,0.049999999999999996,0.0,NOP
