Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
DeAndre Jordan,0.002,27.0,3.4,3.8,5.5,1.219,2598.0,-0.4,6.0,20.6,0.628,15.4,3.5,0.6734693877551021,1.0,LAC
Chris Paul,0.295,30.0,7.8,0.5,3.5,0.294,2420.0,7.3,9.2,26.2,0.575,27.1,6.0,1.0,0.6363636363636364,LAC
Jamal Crawford,0.366,35.0,-2.6,-2.4,1.5,0.289,2126.0,-0.2,1.8,14.0,0.529,24.9,-0.3,0.2448979591836735,0.2727272727272727,LAC
J.J. Redick,0.478,31.0,0.8,-2.7,1.4,0.233,2097.0,3.5,5.3,17.5,0.632,22.6,1.5,0.6020408163265306,0.2545454545454545,LAC
Wesley Johnson,0.6,28.0,0.5,1.8,2.7,0.089,1666.0,-1.3,0.0,11.0,0.513,16.0,1.0,0.06122448979591837,0.49090909090909096,LAC
Austin Rivers,0.359,23.0,-2.2,-1.0,1.3,0.225,1464.0,-1.2,0.6,11.1,0.523,19.4,-0.1,0.12244897959183675,0.23636363636363636,LAC
Luc Mbah a Moute,0.193,29.0,-1.6,1.5,1.3,0.275,1274.0,-3.0,0.2,7.3,0.498,9.4,0.1,0.0816326530612245,0.23636363636363636,LAC
Paul Pierce,0.61,38.0,-2.8,-0.3,1.4,0.166,1231.0,-2.5,-0.6,8.2,0.489,17.8,-0.3,0.0,0.2545454545454545,LAC
Blake Griffin,0.03,26.0,3.3,1.6,1.6,0.322,1170.0,1.7,2.2,22.1,0.544,29.8,1.6,0.28571428571428575,0.29090909090909095,LAC
Pablo Prigioni,0.646,38.0,0.4,1.5,1.1,0.054,823.0,-1.1,0.3,10.2,0.482,11.0,0.5,0.09183673469387756,0.2,LAC
Cole Aldrich,0.0,27.0,4.8,5.8,2.0,0.373,800.0,-1.0,1.4,21.3,0.626,18.4,1.4,0.20408163265306126,0.36363636363636365,LAC
Jeff Green,0.288,29.0,-1.7,0.1,0.8,0.243,709.0,-1.8,0.1,12.0,0.496,20.4,0.1,0.07142857142857144,0.14545454545454548,LAC
Lance Stephenson,0.283,25.0,-1.6,0.7,0.8,0.181,680.0,-2.4,0.1,9.8,0.569,15.1,0.1,0.07142857142857144,0.14545454545454548,LAC
Josh Smith,0.322,30.0,-0.1,3.6,0.9,0.233,459.0,-3.8,-0.6,13.2,0.456,23.6,0.2,0.0,0.16363636363636364,LAC
C.J. Wilcox,0.348,25.0,-2.4,-0.9,0.2,0.182,167.0,-1.5,0.1,12.9,0.491,19.8,0.0,0.07142857142857144,0.03636363636363637,LAC
Jeff Ayres,0.043,28.0,-4.6,0.1,0.1,0.261,107.0,-4.7,0.1,8.3,0.585,13.4,-0.1,0.07142857142857144,0.018181818181818184,LAC
Branden Dawson,0.0,22.0,-6.6,-1.7,0.0,0.2,29.0,-4.9,0.0,7.1,0.46,8.5,0.0,0.06122448979591837,0.0,LAC
Alex Stepheson,0.0,28.0,0.0,4.4,0.0,2.0,12.0,-4.4,0.0,8.9,0.532,7.1,0.0,0.06122448979591837,0.0,LAC
