Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Brook Lopez,0.002,21.0,1.9,0.8,2.4,0.451,3027.0,1.1,5.5,20.1,0.57,23.6,3.0,1.0,1.0,BRK
Courtney Lee,0.29,24.0,-0.8,-0.6,1.3,0.197,2375.0,-0.2,1.8,12.8,0.525,17.7,0.7,0.4714285714285714,0.5217391304347826,BRK
Devin Harris,0.245,26.0,-0.5,-2.0,1.2,0.437,2221.0,1.5,1.5,16.2,0.512,25.5,0.8,0.42857142857142855,0.47826086956521735,BRK
Terrence Williams,0.154,22.0,-3.8,-0.6,1.3,0.221,1764.0,-3.2,-1.5,11.5,0.459,21.8,-0.8,0.0,0.5217391304347826,BRK
Chris Douglas-Roberts,0.094,23.0,-4.0,-1.1,0.9,0.274,1730.0,-2.9,-0.2,11.5,0.512,19.6,-0.9,0.18571428571428572,0.3478260869565218,BRK
Yi Jianlian,0.073,22.0,-4.0,-0.6,1.3,0.343,1655.0,-3.4,0.0,12.3,0.481,20.1,-0.8,0.21428571428571427,0.5217391304347826,BRK
Trenton Hassell,0.023,30.0,-5.2,-0.7,0.3,0.315,1106.0,-4.5,-0.4,6.5,0.465,12.3,-0.9,0.15714285714285717,0.08695652173913043,BRK
Josh Boone,0.0,25.0,-1.9,1.1,1.1,0.26,1045.0,-3.0,0.7,13.7,0.509,12.5,0.0,0.31428571428571433,0.4347826086956522,BRK
Jarvis Hayes,0.546,28.0,-2.9,-1.8,0.5,0.055,1033.0,-1.1,0.3,9.7,0.521,16.2,-0.2,0.2571428571428572,0.1739130434782609,BRK
Keyon Dooling,0.485,29.0,-4.2,-3.8,0.3,0.188,971.0,-0.4,0.4,11.6,0.519,19.4,-0.5,0.2714285714285714,0.08695652173913043,BRK
Kris Humphries,0.003,24.0,-4.6,-0.2,1.1,0.498,906.0,-4.4,0.1,15.1,0.498,20.8,-0.6,0.2285714285714286,0.4347826086956522,BRK
Rafer Alston,0.314,33.0,-5.0,-1.7,0.4,0.195,766.0,-3.3,-1.2,8.7,0.436,21.7,-0.6,0.042857142857142864,0.13043478260869568,BRK
Bobby Simmons,0.538,29.0,-4.2,-1.3,0.3,0.171,395.0,-3.0,-0.2,8.0,0.485,16.8,-0.2,0.18571428571428572,0.08695652173913043,BRK
Sean Williams,0.02,23.0,-6.6,1.2,0.3,0.388,227.0,-7.8,-0.4,7.0,0.453,15.6,-0.3,0.15714285714285717,0.08695652173913043,BRK
Chris Quinn,0.571,26.0,-5.2,-2.6,0.1,0.107,223.0,-2.6,0.0,9.3,0.477,14.1,-0.2,0.21428571428571427,0.0,BRK
Eduardo Najera,0.321,33.0,-4.0,0.1,0.2,0.226,204.0,-4.0,-0.2,7.0,0.42,15.8,-0.1,0.18571428571428572,0.04347826086956522,BRK
Tony Battie,0.1,33.0,-8.4,-1.8,0.1,0.25,134.0,-6.7,-0.1,6.1,0.405,16.2,-0.2,0.19999999999999998,0.0,BRK
