Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Nene Hilario,0.003,27.0,4.7,2.5,3.7,0.58,2755.0,2.1,7.1,18.9,0.631,16.5,4.6,0.9249999999999999,1.0,DEN
Carmelo Anthony,0.125,25.0,1.4,-1.3,2.4,0.407,2634.0,2.7,5.6,22.2,0.548,33.4,2.3,0.7374999999999999,0.6285714285714284,DEN
Chauncey Billups,0.423,33.0,3.1,-1.9,1.7,0.532,2490.0,5.0,7.7,20.2,0.601,24.3,3.2,1.0,0.42857142857142855,DEN
Arron Afflalo,0.426,24.0,0.3,-0.5,1.4,0.168,2221.0,0.8,2.8,10.9,0.576,14.0,1.3,0.38749999999999996,0.34285714285714286,DEN
J.R. Smith,0.452,24.0,-0.3,-1.4,2.1,0.195,2082.0,1.1,0.6,15.0,0.515,26.9,0.9,0.11249999999999999,0.5428571428571429,DEN
Kenyon Martin,0.047,32.0,0.2,2.2,2.8,0.269,1986.0,-2.0,0.4,13.4,0.481,17.5,1.1,0.0875,0.7428571428571428,DEN
Chris Andersen,0.012,31.0,2.1,3.3,2.7,0.94,1695.0,-1.1,3.2,15.8,0.631,10.8,1.8,0.4375,0.7142857142857143,DEN
Ty Lawson,0.213,22.0,0.0,-1.8,0.9,0.359,1318.0,1.8,2.9,16.4,0.6,18.0,0.7,0.39999999999999997,0.19999999999999998,DEN
Anthony Carter,0.348,34.0,-2.2,-0.2,0.8,0.072,859.0,-2.0,0.1,10.3,0.482,12.6,0.0,0.05,0.17142857142857146,DEN
Joey Graham,0.064,27.0,-3.6,-1.1,0.6,0.361,759.0,-2.5,0.5,10.6,0.568,16.2,-0.3,0.1,0.11428571428571428,DEN
Malik Allen,0.052,31.0,-5.0,-0.8,0.3,0.112,456.0,-4.2,-0.3,5.9,0.431,14.0,-0.3,0.0,0.028571428571428564,DEN
Johan Petro,0.01,24.0,-2.9,0.5,0.6,0.208,436.0,-3.5,0.2,10.7,0.553,13.6,-0.1,0.0625,0.11428571428571428,DEN
Renaldo Balkman,0.389,25.0,-1.1,4.0,0.2,0.333,91.0,-5.2,-0.2,6.6,0.339,13.0,0.0,0.012499999999999997,0.0,DEN
