Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Gordon Hayward,0.271,23.0,1.0,0.0,1.5,0.369,2800.0,1.0,2.2,16.2,0.52,23.1,2.1,0.8250000000000001,0.6521739130434783,UTA
Trey Burke,0.375,21.0,-2.5,-3.0,0.0,0.126,2262.0,0.5,1.0,12.6,0.473,21.8,-0.3,0.525,0.0,UTA
Richard Jefferson,0.46,33.0,-1.4,-1.7,0.4,0.248,2213.0,0.3,2.3,11.8,0.573,16.9,0.3,0.85,0.1739130434782609,UTA
Derrick Favors,0.001,22.0,0.7,1.4,2.3,0.38,2201.0,-0.8,2.9,19.0,0.556,20.8,1.5,1.0,1.0,UTA
Alec Burks,0.172,22.0,-1.2,-1.7,0.6,0.449,2193.0,0.5,2.6,15.8,0.547,23.9,0.5,0.925,0.2608695652173913,UTA
Enes Kanter,0.001,21.0,-3.9,-1.8,0.9,0.239,2138.0,-2.1,1.3,15.6,0.523,23.3,-1.0,0.6000000000000001,0.391304347826087,UTA
Marvin Williams,0.445,27.0,0.2,-0.3,1.0,0.139,1674.0,0.5,1.9,14.0,0.54,16.7,0.9,0.75,0.4347826086956522,UTA
Jeremy Evans,0.006,26.0,-0.1,0.8,1.0,0.226,1209.0,-0.9,1.9,16.2,0.549,15.3,0.6,0.75,0.4347826086956522,UTA
Diante Garrett,0.362,25.0,-5.2,-1.2,0.3,0.045,1048.0,-4.0,-1.1,7.1,0.459,15.1,-0.8,0.0,0.13043478260869565,UTA
John Lucas III,0.442,31.0,-7.0,-3.3,0.0,0.084,591.0,-3.7,-0.7,5.2,0.403,17.0,-0.7,0.10000000000000003,0.0,UTA
Rudy Gobert,0.0,21.0,-4.3,1.8,0.6,0.878,434.0,-6.1,-0.2,12.9,0.507,14.2,-0.3,0.22500000000000003,0.2608695652173913,UTA
Brandon Rush,0.522,28.0,-6.3,-1.3,0.0,0.056,418.0,-5.0,-0.5,4.1,0.428,12.3,-0.4,0.15000000000000002,0.0,UTA
Mike Harris,0.033,30.0,-0.7,0.6,0.2,0.443,225.0,-1.4,0.3,15.3,0.576,17.1,0.1,0.35000000000000003,0.08695652173913045,UTA
Ian Clark,0.463,22.0,-4.7,-2.1,0.1,0.104,172.0,-2.6,-0.2,9.2,0.485,22.4,-0.1,0.22500000000000003,0.04347826086956522,UTA
Jamaal Tinsley,0.75,35.0,-9.7,-3.1,0.0,0.0,110.0,-6.6,-0.3,1.9,0.225,12.1,-0.2,0.2,0.0,UTA
Malcolm Thomas,0.333,25.0,-9.7,-2.0,0.0,0.0,48.0,-7.7,-0.2,4.0,0.542,19.1,-0.1,0.22500000000000003,0.0,UTA
Andris Biedrins,0.0,27.0,-15.0,-4.3,0.0,6.0,45.0,-10.7,-0.1,2.4,0.412,5.7,-0.1,0.25,0.0,UTA
