Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Eric Bledsoe,0.26,25.0,2.6,0.9,2.9,0.422,2800.0,1.7,4.1,18.4,0.555,23.7,3.3,1.0,1.0,PHO
Markieff Morris,0.163,25.0,-0.2,0.5,2.7,0.211,2581.0,-0.7,1.8,15.8,0.523,23.3,1.2,0.47727272727272735,0.9310344827586208,PHO
P.J. Tucker,0.423,29.0,1.2,1.4,2.7,0.24,2383.0,-0.2,2.2,12.5,0.541,13.9,1.9,0.5681818181818182,0.9310344827586208,PHO
Marcus Morris,0.41,25.0,-0.4,-0.6,1.8,0.148,2045.0,0.2,2.2,13.7,0.52,19.0,0.8,0.5681818181818182,0.6206896551724138,PHO
Goran Dragic,0.274,28.0,0.8,-1.3,0.9,0.191,1735.0,2.1,3.1,16.7,0.573,21.5,1.2,0.7727272727272728,0.3103448275862069,PHO
Alex Len,0.008,21.0,-1.0,2.3,2.1,0.295,1518.0,-3.3,1.2,13.5,0.542,13.7,0.4,0.34090909090909094,0.7241379310344828,PHO
Gerald Green,0.497,29.0,-2.4,-3.3,1.0,0.154,1446.0,0.8,1.0,15.4,0.532,28.4,-0.2,0.2954545454545455,0.3448275862068966,PHO
Isaiah Thomas,0.404,25.0,1.5,-2.3,0.7,0.412,1181.0,3.8,3.2,19.7,0.579,25.8,1.0,0.7954545454545455,0.24137931034482757,PHO
Miles Plumlee,0.0,26.0,0.0,2.7,1.4,0.195,1005.0,-2.7,0.8,13.1,0.55,11.2,0.5,0.25000000000000006,0.48275862068965514,PHO
Brandan Wright,0.014,27.0,2.1,2.3,1.1,0.29,858.0,-0.1,2.0,17.8,0.6,12.8,0.9,0.5227272727272727,0.37931034482758624,PHO
T.J. Warren,0.098,21.0,-2.1,-1.1,0.4,0.089,614.0,-1.0,0.7,14.0,0.551,17.8,0.0,0.2272727272727273,0.13793103448275862,PHO
Archie Goodwin,0.204,20.0,-4.5,-1.2,0.4,0.413,535.0,-3.3,-0.2,11.2,0.486,23.4,-0.3,0.022727272727272724,0.13793103448275862,PHO
Brandon Knight,0.469,23.0,-4.5,-3.5,0.1,0.203,347.0,-1.1,0.0,10.5,0.472,22.6,-0.2,0.06818181818181819,0.034482758620689655,PHO
Anthony Tolliver,0.838,29.0,-3.9,-2.2,0.2,0.081,272.0,-1.8,0.1,7.8,0.522,14.2,-0.1,0.09090909090909093,0.06896551724137931,PHO
Earl Barron,0.103,33.0,-5.9,-0.9,0.1,0.308,143.0,-5.0,-0.1,5.0,0.361,15.1,-0.1,0.045454545454545456,0.034482758620689655,PHO
Shavlik Randolph,0.16,31.0,-5.5,-0.1,0.1,0.4,101.0,-5.4,-0.1,6.1,0.289,13.7,-0.1,0.045454545454545456,0.034482758620689655,PHO
Marcus Thornton,0.475,27.0,-7.7,-2.4,0.1,0.125,81.0,-5.3,-0.2,8.3,0.379,25.6,-0.1,0.022727272727272724,0.034482758620689655,PHO
Reggie Bullock,0.438,23.0,-10.8,-0.3,0.0,0.25,75.0,-10.5,-0.3,-3.1,0.113,11.6,-0.2,0.0,0.0,PHO
Tyler Ennis,0.286,20.0,-6.8,-2.8,0.0,0.095,58.0,-4.0,0.0,12.0,0.503,22.6,-0.1,0.06818181818181819,0.0,PHO
A.J. Price,0.5,28.0,-11.8,-4.1,0.0,0.0,44.0,-7.7,-0.1,-1.6,0.214,15.0,-0.1,0.045454545454545456,0.0,PHO
Jerel McNeal,0.182,27.0,-8.5,1.7,0.1,0.182,36.0,-10.2,-0.2,1.2,0.379,20.6,-0.1,0.022727272727272724,0.034482758620689655,PHO
Zoran Dragic,0.625,25.0,-7.3,-6.9,0.0,0.375,13.0,-0.4,0.0,9.1,0.322,31.5,0.0,0.06818181818181819,0.0,PHO
Seth Curry,0.333,24.0,-15.9,-1.6,0.0,0.0,8.0,-14.3,-0.1,-11.4,0.0,16.5,0.0,0.045454545454545456,0.0,PHO
