Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Hollis Thompson,0.576,24.0,-3.1,-2.0,0.5,0.141,2154.0,-1.1,0.7,9.2,0.525,16.2,-0.6,0.5769230769230769,0.17857142857142858,PHI
Jerami Grant,0.244,21.0,-1.3,1.3,1.6,0.538,2066.0,-2.6,0.5,12.6,0.506,18.0,0.4,0.5,0.5714285714285715,PHI
Isaiah Canaan,0.672,24.0,-2.7,-2.9,0.5,0.249,1966.0,0.2,0.9,11.1,0.528,19.9,-0.4,0.6538461538461539,0.17857142857142858,PHI
Nerlens Noel,0.003,21.0,0.7,3.4,2.8,0.387,1965.0,-2.7,0.3,16.2,0.544,18.8,1.3,0.4230769230769231,1.0,PHI
Robert Covington,0.677,25.0,-0.2,0.0,2.1,0.249,1903.0,-0.2,-0.1,13.2,0.543,21.5,0.9,0.2692307692307693,0.7500000000000001,PHI
Nik Stauskas,0.596,22.0,-3.6,-1.9,0.5,0.217,1809.0,-1.7,0.0,9.2,0.517,16.7,-0.7,0.3076923076923077,0.17857142857142858,PHI
Ish Smith,0.185,27.0,-2.0,-1.2,0.9,0.18,1622.0,-0.8,-0.6,14.4,0.46,25.0,0.0,0.07692307692307694,0.32142857142857145,PHI
T.J. McConnell,0.192,23.0,-2.1,-0.4,1.4,0.088,1606.0,-1.7,0.6,14.5,0.511,17.0,0.0,0.5384615384615384,0.5,PHI
Jahlil Okafor,0.008,20.0,-4.1,-1.5,0.9,0.248,1591.0,-2.6,0.3,17.1,0.536,27.3,-0.8,0.4230769230769231,0.32142857142857145,PHI
Richaun Holmes,0.198,22.0,-0.9,0.0,0.5,0.333,702.0,-1.0,1.0,15.9,0.564,17.9,0.2,0.6923076923076923,0.17857142857142858,PHI
JaKarr Sampson,0.168,22.0,-7.3,-1.6,0.3,0.48,691.0,-5.8,-0.6,7.7,0.49,18.7,-0.9,0.07692307692307694,0.10714285714285715,PHI
Carl Landry,0.052,32.0,-0.7,-2.3,0.3,0.364,569.0,1.5,1.8,22.4,0.605,24.0,0.2,1.0,0.10714285714285715,PHI
Kendall Marshall,0.415,24.0,-8.8,-3.3,0.1,0.11,400.0,-5.5,-0.7,6.7,0.449,18.3,-0.7,0.03846153846153849,0.03571428571428572,PHI
Elton Brand,0.014,36.0,-4.0,1.5,0.3,0.125,225.0,-5.5,-0.1,11.4,0.461,16.9,-0.1,0.2692307692307693,0.10714285714285715,PHI
Phil Pressey,0.236,24.0,-5.7,-1.5,0.2,0.327,170.0,-4.2,-0.2,11.8,0.437,21.1,-0.2,0.23076923076923078,0.07142857142857144,PHI
Christian Wood,0.208,20.0,-4.5,-1.6,0.1,0.396,145.0,-2.9,0.2,16.4,0.49,19.4,-0.1,0.3846153846153846,0.03571428571428572,PHI
Tony Wroten,0.262,22.0,-13.4,-3.5,0.0,0.569,144.0,-9.9,-0.8,1.8,0.412,33.5,-0.4,0.0,0.0,PHI
Sonny Weems,0.429,29.0,-11.7,-3.5,0.0,0.095,78.0,-8.2,-0.2,0.8,0.388,14.5,-0.2,0.23076923076923078,0.0,PHI
