Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Luke Ridnour,0.261,31.0,-0.4,-0.7,1.8,0.202,2474.0,0.3,2.6,13.0,0.532,18.3,1.0,0.6153846153846155,0.6923076923076923,MIN
Andrei Kirilenko,0.214,31.0,4.2,2.8,2.6,0.446,2034.0,1.4,3.4,17.6,0.59,17.4,3.2,0.7692307692307694,1.0,MIN
Dante Cunningham,0.009,25.0,-0.9,1.1,2.4,0.154,2010.0,-2.1,1.1,13.3,0.485,17.2,0.5,0.326923076923077,0.923076923076923,MIN
Nikola Pekovic,0.0,27.0,0.3,-0.5,2.1,0.437,1959.0,0.8,4.6,20.2,0.572,22.5,1.2,1.0,0.8076923076923077,MIN
Derrick Williams,0.249,21.0,-3.7,-1.5,2.1,0.346,1916.0,-2.1,1.0,14.5,0.515,23.5,-0.8,0.30769230769230776,0.8076923076923077,MIN
Alexey Shved,0.454,24.0,-2.1,-1.1,1.4,0.236,1840.0,-1.0,-0.6,11.0,0.474,20.6,-0.1,0.0,0.5384615384615384,MIN
J.J. Barea,0.369,28.0,-1.0,-2.1,1.0,0.177,1713.0,1.1,0.8,14.1,0.51,25.1,0.4,0.2692307692307693,0.3846153846153846,MIN
Ricky Rubio,0.179,22.0,1.8,1.8,2.6,0.514,1691.0,0.0,0.4,16.2,0.482,21.2,1.6,0.19230769230769235,1.0,MIN
Greg Stiemsma,0.0,27.0,-1.4,3.7,2.0,0.248,1209.0,-5.1,-0.3,10.5,0.498,13.6,0.2,0.057692307692307696,0.7692307692307692,MIN
Mickael Gelabale,0.374,29.0,-0.1,0.0,0.5,0.173,644.0,-0.1,1.0,11.8,0.605,11.5,0.3,0.30769230769230776,0.1923076923076923,MIN
Kevin Love,0.309,24.0,-1.1,-0.3,0.9,0.477,618.0,-0.8,0.1,17.9,0.458,28.9,0.1,0.13461538461538464,0.34615384615384615,MIN
Chase Budinger,0.424,24.0,-1.8,-1.1,0.4,0.22,508.0,-0.7,0.3,12.6,0.516,20.5,0.0,0.17307692307692307,0.15384615384615385,MIN
Malcolm Lee,0.316,22.0,-0.9,0.9,0.3,0.263,289.0,-1.8,0.1,9.8,0.46,14.7,0.1,0.13461538461538464,0.11538461538461538,MIN
Chris Johnson,0.0,27.0,1.9,3.1,0.4,0.453,284.0,-1.2,0.6,18.4,0.65,16.2,0.3,0.23076923076923078,0.15384615384615385,MIN
Josh Howard,0.208,32.0,-5.2,-0.6,0.3,0.156,207.0,-4.6,-0.2,9.5,0.45,20.0,-0.2,0.07692307692307693,0.11538461538461538,MIN
Lou Amundson,0.0,30.0,-5.9,0.9,0.2,0.526,161.0,-6.9,-0.4,6.3,0.342,16.1,-0.2,0.03846153846153846,0.07692307692307693,MIN
Brandon Roy,0.257,28.0,-5.5,-1.5,0.1,0.286,122.0,-3.9,-0.1,8.3,0.368,17.0,-0.1,0.09615384615384617,0.038461538461538464,MIN
Lazar Hayward,0.4,26.0,-2.9,-0.4,0.0,0.6,31.0,-2.5,0.0,11.2,0.396,18.3,0.0,0.11538461538461539,0.0,MIN
Will Conroy,0.333,30.0,-22.8,-6.8,0.0,0.222,20.0,-15.9,-0.2,-15.2,0.051,22.1,-0.1,0.07692307692307693,0.0,MIN
