Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Stephen Curry,0.482,26.0,9.9,0.3,4.1,0.251,2613.0,9.6,11.5,28.0,0.638,28.9,7.9,1.0,0.784313725490196,GSW
Draymond Green,0.43,24.0,5.0,4.0,5.2,0.261,2490.0,1.0,3.3,16.4,0.54,17.2,4.4,0.3278688524590164,1.0,GSW
Klay Thompson,0.42,24.0,2.7,-1.0,3.1,0.197,2455.0,3.6,5.7,20.8,0.591,27.6,2.9,0.5245901639344263,0.588235294117647,GSW
Harrison Barnes,0.328,22.0,1.1,0.6,3.0,0.229,2318.0,0.5,3.7,13.4,0.573,14.9,1.8,0.3606557377049181,0.5686274509803921,GSW
Andre Iguodala,0.427,31.0,1.6,1.5,2.8,0.23,2069.0,0.1,2.3,12.3,0.553,13.3,1.9,0.24590163934426232,0.5294117647058822,GSW
Andrew Bogut,0.0,30.0,4.1,5.5,3.4,0.118,1583.0,-1.4,1.9,15.8,0.565,13.2,2.4,0.21311475409836064,0.6470588235294117,GSW
Shaun Livingston,0.005,29.0,-1.7,0.4,1.8,0.23,1468.0,-2.1,1.5,12.9,0.529,15.9,0.1,0.18032786885245905,0.3333333333333333,GSW
Marreese Speights,0.028,27.0,-2.6,-1.3,1.8,0.276,1207.0,-1.3,2.2,19.5,0.546,29.1,-0.2,0.23770491803278693,0.3333333333333333,GSW
Leandro Barbosa,0.29,32.0,-0.8,-1.2,1.2,0.192,982.0,0.4,1.6,15.3,0.558,20.5,0.3,0.1885245901639344,0.21568627450980388,GSW
David Lee,0.006,31.0,1.4,2.0,1.6,0.332,904.0,-0.6,1.6,17.8,0.541,19.6,0.8,0.1885245901639344,0.2941176470588235,GSW
Justin Holiday,0.464,25.0,-1.0,0.5,1.0,0.191,657.0,-1.4,0.2,12.1,0.498,18.8,0.2,0.07377049180327869,0.1764705882352941,GSW
Festus Ezeli,0.0,25.0,-1.8,1.2,0.9,0.561,504.0,-3.0,0.8,16.2,0.58,17.7,0.0,0.12295081967213116,0.1568627450980392,GSW
Brandon Rush,0.5,29.0,-6.0,1.8,0.4,0.204,271.0,-7.7,-0.7,0.8,0.255,11.2,-0.3,0.0,0.058823529411764705,GSW
James Michael McAdoo,0.0,22.0,-1.8,0.5,0.3,0.568,137.0,-2.3,0.2,17.7,0.564,19.4,0.0,0.07377049180327869,0.039215686274509796,GSW
Ognjen Kuzmic,0.0,24.0,0.8,1.0,0.1,0.333,72.0,-0.3,0.2,12.9,0.727,11.3,0.1,0.07377049180327869,0.0,GSW
