Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Deron Williams,0.246,25.0,3.3,-1.0,3.0,0.397,2802.0,4.3,7.4,20.6,0.574,23.8,3.7,1.0,0.6444444444444444,UTA
Carlos Boozer,0.0,28.0,3.5,2.0,4.6,0.35,2673.0,1.5,5.3,21.3,0.599,24.8,3.7,0.7236842105263157,1.0,UTA
Paul Millsap,0.013,24.0,2.1,2.1,3.5,0.369,2277.0,0.1,3.7,16.7,0.573,18.7,2.4,0.5131578947368421,0.7555555555555555,UTA
Mehmet Okur,0.275,30.0,0.8,0.8,3.0,0.308,2149.0,0.1,2.6,15.6,0.561,21.0,1.5,0.368421052631579,0.6444444444444444,UTA
Wesley Matthews,0.292,23.0,-0.2,-0.5,1.9,0.342,2025.0,0.3,2.6,12.3,0.592,16.5,0.9,0.368421052631579,0.39999999999999997,UTA
Andrei Kirilenko,0.185,28.0,4.5,2.9,2.7,0.485,1681.0,1.6,3.3,18.2,0.588,17.7,2.8,0.4605263157894737,0.5777777777777778,UTA
Ronnie Brewer,0.075,24.0,1.3,1.6,2.1,0.308,1662.0,-0.3,1.7,12.8,0.53,14.1,1.4,0.24999999999999997,0.4444444444444444,UTA
C.J. Miles,0.386,22.0,-1.1,-0.6,1.7,0.169,1497.0,-0.6,0.2,10.8,0.515,20.5,0.3,0.05263157894736842,0.3555555555555555,UTA
Kyle Korver,0.393,28.0,0.4,-0.5,1.0,0.175,952.0,0.9,1.6,13.9,0.62,16.2,0.6,0.23684210526315788,0.2,UTA
Ronnie Price,0.26,26.0,-2.2,-0.2,1.0,0.244,806.0,-1.9,-0.1,10.3,0.476,18.0,0.0,0.013157894736842105,0.2,UTA
Kyrylo Fesenko,0.011,23.0,-2.9,0.6,0.5,0.6,408.0,-3.6,0.1,9.7,0.533,15.8,-0.1,0.03947368421052632,0.08888888888888889,UTA
Eric Maynor,0.18,22.0,-3.7,-1.8,0.4,0.248,363.0,-1.9,0.0,12.3,0.454,21.7,-0.2,0.02631578947368421,0.06666666666666668,UTA
Sundiata Gaines,0.317,23.0,0.1,-1.1,0.3,0.561,217.0,1.2,0.3,17.3,0.518,24.0,0.1,0.06578947368421052,0.04444444444444444,UTA
Kosta Koufos,0.0,20.0,-6.6,-0.9,0.2,0.319,172.0,-5.7,-0.2,7.7,0.494,17.9,-0.2,0.0,0.022222222222222223,UTA
Othyus Jeffers,0.0,24.0,-8.5,-3.5,0.1,0.655,73.0,-5.0,0.0,13.6,0.495,26.7,-0.1,0.02631578947368421,0.0,UTA
