Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Donovan Mitchell,0.404,21.0,1.1,-0.2,3.8,0.218,2638.0,1.3,1.4,16.7,0.541,29.1,2.1,0.34042553191489355,0.9743589743589743,UTA
Joe Ingles,0.646,30.0,3.1,1.0,3.6,0.116,2578.0,2.1,4.0,14.4,0.623,15.9,3.3,0.8936170212765957,0.9230769230769231,UTA
Ricky Rubio,0.33,27.0,1.7,1.6,3.8,0.307,2254.0,0.1,1.5,15.4,0.537,22.9,2.1,0.36170212765957444,0.9743589743589743,UTA
Derrick Favors,0.09,26.0,2.7,2.2,3.5,0.306,2153.0,0.5,4.5,18.8,0.593,18.5,2.5,1.0,0.8974358974358975,UTA
Rudy Gobert,0.0,25.0,4.3,4.6,3.9,0.673,1816.0,-0.3,4.2,20.7,0.657,16.9,2.9,0.9361702127659575,1.0,UTA
Royce O'Neale,0.415,24.0,-0.6,1.7,1.8,0.268,1150.0,-2.4,0.5,10.8,0.54,14.6,0.4,0.14893617021276595,0.46153846153846156,UTA
Jonas Jerebko,0.46,30.0,-0.6,-0.3,1.6,0.167,1134.0,-0.3,1.8,13.2,0.586,15.6,0.4,0.425531914893617,0.4102564102564103,UTA
Rodney Hood,0.475,25.0,-1.6,-2.1,1.3,0.176,1084.0,0.5,0.6,15.1,0.551,27.3,0.1,0.1702127659574468,0.33333333333333337,UTA
Alec Burks,0.343,26.0,-2.8,-0.3,1.6,0.3,1059.0,-2.5,0.2,13.1,0.527,22.5,-0.2,0.0851063829787234,0.4102564102564103,UTA
Ekpe Udoh,0.008,30.0,5.7,6.8,1.8,0.467,810.0,-1.1,1.3,15.2,0.56,9.1,1.6,0.3191489361702127,0.46153846153846156,UTA
Thabo Sefolosha,0.35,33.0,1.9,2.3,1.6,0.225,806.0,-0.3,1.0,15.8,0.591,16.4,0.8,0.2553191489361702,0.4102564102564103,UTA
Jae Crowder,0.515,27.0,-1.6,-0.4,1.0,0.19,744.0,-1.3,-0.1,10.8,0.499,21.3,0.1,0.02127659574468085,0.25641025641025644,UTA
Joe Johnson,0.372,36.0,-3.3,0.0,0.8,0.106,700.0,-3.3,-0.2,9.0,0.492,17.2,-0.2,0.0,0.20512820512820515,UTA
Raul Neto,0.311,25.0,-3.2,-1.1,0.6,0.232,498.0,-2.1,0.3,11.9,0.55,18.3,-0.1,0.10638297872340426,0.15384615384615385,UTA
Dante Exum,0.207,22.0,-1.2,-0.7,0.3,0.356,235.0,-0.5,0.3,16.7,0.566,23.1,0.0,0.10638297872340426,0.07692307692307693,UTA
Georges Niang,0.364,24.0,-4.0,1.4,0.1,0.182,32.0,-5.5,-0.1,9.2,0.379,20.9,0.0,0.02127659574468085,0.025641025641025644,UTA
Tony Bradley,0.091,20.0,-9.6,-3.0,0.0,0.182,29.0,-6.6,0.0,9.5,0.337,18.4,-0.1,0.0425531914893617,0.0,UTA
Nate Wolters,0.0,26.0,-12.4,-2.1,0.0,0.0,19.0,-10.3,-0.1,-2.9,0.167,14.2,0.0,0.02127659574468085,0.0,UTA
David Stockton,1.0,26.0,6.7,-8.1,0.0,1.333,9.0,14.8,0.1,33.9,1.05,28.8,0.0,0.06382978723404256,0.0,UTA
Erik McCree,0.5,24.0,-14.7,2.5,0.0,0.0,8.0,-17.2,-0.1,-8.9,0.0,16.9,0.0,0.02127659574468085,0.0,UTA
Naz Mitrou-Long,1.0,24.0,54.4,-14.2,0.0,0.0,1.0,68.6,0.1,133.8,1.5,45.0,0.0,0.06382978723404256,0.0,UTA
