Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Kawhi Leonard,0.267,24.0,8.3,2.8,5.5,0.306,2380.0,5.5,8.3,26.0,0.616,25.8,6.2,1.0,1.0,SAS
LaMarcus Aldridge,0.015,30.0,1.8,1.1,4.5,0.289,2261.0,0.7,5.6,22.4,0.565,25.9,2.2,0.6746987951807228,0.8076923076923077,SAS
Danny Green,0.622,28.0,2.7,3.0,4.1,0.082,2062.0,-0.2,0.2,10.5,0.492,14.6,2.5,0.024096385542168672,0.7307692307692307,SAS
Tony Parker,0.092,33.0,0.1,-0.3,2.9,0.241,1980.0,0.4,2.9,16.2,0.546,21.2,1.0,0.34939759036144574,0.5,SAS
Patty Mills,0.523,27.0,1.7,-0.4,2.6,0.095,1662.0,2.1,2.2,14.6,0.541,19.7,1.6,0.26506024096385544,0.44230769230769235,SAS
Tim Duncan,0.005,39.0,4.1,5.0,3.6,0.297,1536.0,-0.8,1.6,16.9,0.523,17.6,2.4,0.19277108433734938,0.6346153846153847,SAS
David West,0.016,35.0,3.4,3.3,2.9,0.179,1404.0,0.1,2.4,17.6,0.573,18.0,1.9,0.2891566265060241,0.5,SAS
Boris Diaw,0.18,33.0,1.2,1.4,2.2,0.198,1386.0,-0.1,1.6,14.0,0.582,17.0,1.1,0.19277108433734938,0.3653846153846154,SAS
Kyle Anderson,0.125,22.0,1.8,3.7,2.8,0.281,1245.0,-1.9,0.7,12.9,0.528,14.4,1.2,0.08433734939759036,0.4807692307692307,SAS
Manu Ginobili,0.411,38.0,3.6,1.3,2.3,0.257,1134.0,2.3,1.5,17.8,0.573,23.6,1.6,0.18072289156626503,0.3846153846153846,SAS
Jonathon Simmons,0.194,26.0,-1.0,0.2,1.3,0.38,813.0,-1.1,0.7,11.9,0.586,18.9,0.2,0.08433734939759036,0.1923076923076923,SAS
Boban Marjanovic,0.0,27.0,3.6,0.9,1.2,0.655,508.0,2.7,2.3,27.7,0.662,22.8,0.7,0.2771084337349397,0.17307692307692304,SAS
Rasual Butler,0.471,36.0,1.8,2.7,0.9,0.154,432.0,-0.9,0.4,13.4,0.558,12.6,0.4,0.048192771084337345,0.11538461538461539,SAS
Kevin Martin,0.388,32.0,-2.4,-0.2,0.4,0.353,261.0,-2.2,0.0,10.1,0.504,19.5,0.0,0.0,0.019230769230769235,SAS
Ray McCallum,0.239,24.0,-2.0,0.4,0.4,0.149,256.0,-2.4,0.1,10.3,0.476,14.7,0.0,0.012048192771084336,0.019230769230769235,SAS
Matt Bonner,0.596,35.0,1.6,-0.3,0.3,0.07,206.0,1.8,0.4,14.1,0.647,13.7,0.2,0.048192771084337345,0.0,SAS
Andre Miller,0.083,39.0,-0.5,1.0,0.3,0.271,181.0,-1.5,0.1,12.9,0.521,16.6,0.1,0.012048192771084336,0.0,SAS
