Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
LaMarcus Aldridge,0.014,24.0,1.6,0.6,3.3,0.26,2922.0,0.9,5.5,18.2,0.535,22.9,2.6,0.7857142857142857,1.0,POR
Andre Miller,0.088,33.0,1.6,-0.3,2.4,0.432,2500.0,1.9,4.6,18.1,0.53,23.8,2.3,0.6571428571428571,0.7272727272727273,POR
Brandon Roy,0.213,25.0,4.1,-0.7,2.1,0.424,2419.0,4.8,7.0,21.3,0.568,26.7,3.7,1.0,0.6363636363636365,POR
Martell Webster,0.52,23.0,-0.2,-0.7,2.0,0.243,2005.0,0.5,2.4,12.5,0.543,18.2,0.9,0.34285714285714286,0.6060606060606061,POR
Juwan Howard,0.003,36.0,-1.7,0.3,1.6,0.187,1632.0,-2.1,1.1,10.0,0.538,13.9,0.1,0.15714285714285717,0.4848484848484849,POR
Rudy Fernandez,0.629,24.0,1.8,0.3,1.6,0.232,1441.0,1.5,1.4,13.1,0.54,17.7,1.4,0.19999999999999998,0.4848484848484849,POR
Steve Blake,0.583,29.0,-0.3,-1.0,1.1,0.09,1397.0,0.7,1.3,11.2,0.526,14.8,0.6,0.18571428571428572,0.33333333333333337,POR
Jerryd Bayless,0.19,21.0,-2.5,-2.2,1.0,0.501,1304.0,-0.3,1.7,14.3,0.534,24.9,-0.2,0.24285714285714285,0.30303030303030304,POR
Nicolas Batum,0.493,21.0,3.8,0.6,1.1,0.19,918.0,3.2,2.4,17.3,0.646,16.4,1.3,0.34285714285714286,0.33333333333333337,POR
Marcus Camby,0.007,35.0,4.5,5.3,1.5,0.214,718.0,-0.9,0.8,17.0,0.511,12.3,1.2,0.1142857142857143,0.4545454545454546,POR
Dante Cunningham,0.009,22.0,-1.9,0.2,1.0,0.224,707.0,-2.1,0.9,14.3,0.517,16.8,0.0,0.1285714285714286,0.30303030303030304,POR
Joel Przybilla,0.0,30.0,-1.9,2.2,1.2,0.593,681.0,-4.1,0.3,11.2,0.567,10.3,0.0,0.04285714285714286,0.36363636363636365,POR
Greg Oden,0.0,22.0,4.1,3.6,1.0,0.421,502.0,0.6,1.3,23.1,0.647,20.7,0.8,0.18571428571428572,0.30303030303030304,POR
Jeff Ayres,0.0,22.0,-2.9,-0.4,0.6,0.308,405.0,-2.5,0.8,12.1,0.705,10.1,-0.1,0.1142857142857143,0.18181818181818182,POR
Travis Outlaw,0.307,25.0,-2.5,-1.0,0.3,0.238,231.0,-1.5,0.1,14.8,0.489,25.4,0.0,0.014285714285714287,0.09090909090909091,POR
Patty Mills,0.167,21.0,-8.5,-6.7,0.0,0.292,38.0,-1.8,0.0,11.9,0.48,38.9,-0.1,0.0,0.0,POR
Travis Diener,0.5,27.0,-5.6,-2.1,0.0,0.5,26.0,-3.5,0.0,7.3,0.307,8.9,0.0,0.0,0.0,POR
Shavlik Randolph,0.0,26.0,-8.5,-3.0,0.0,0.667,6.0,-5.4,0.0,16.5,0.515,38.6,0.0,0.0,0.0,POR
Anthony Tolliver,1.0,24.0,-18.7,-5.1,0.0,0.0,4.0,-13.6,0.0,-11.5,0.0,11.9,0.0,0.0,0.0,POR
