Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Kemba Walker,0.286,23.0,1.7,0.2,3.3,0.295,2614.0,1.6,1.8,16.8,0.499,25.8,2.4,0.6046511627906977,0.702127659574468,CHO
Al Jefferson,0.011,29.0,1.8,1.5,4.7,0.201,2553.0,0.3,3.1,22.7,0.532,29.3,2.5,0.9069767441860467,1.0,CHO
Gerald Henderson,0.124,26.0,-1.7,0.0,2.8,0.332,2461.0,-1.7,0.8,13.1,0.507,22.1,0.2,0.372093023255814,0.5957446808510638,CHO
Josh McRoberts,0.514,26.0,2.9,1.6,3.0,0.15,2360.0,1.3,3.5,13.8,0.548,13.4,2.9,1.0,0.6382978723404255,CHO
Michael Kidd-Gilchrist,0.025,20.0,-0.9,1.7,2.2,0.521,1502.0,-2.7,0.9,12.0,0.516,15.2,0.4,0.39534883720930236,0.46808510638297873,CHO
Cody Zeller,0.002,21.0,-1.3,1.8,2.2,0.495,1416.0,-3.2,0.4,13.1,0.498,18.9,0.2,0.2790697674418605,0.46808510638297873,CHO
Ramon Sessions,0.146,27.0,-2.6,-1.4,1.3,0.503,1305.0,-1.1,0.8,14.6,0.509,23.4,-0.2,0.372093023255814,0.2765957446808511,CHO
Anthony Tolliver,0.805,28.0,0.3,-0.5,1.3,0.134,1298.0,0.8,1.9,11.0,0.605,12.4,0.8,0.6279069767441862,0.2765957446808511,CHO
Bismack Biyombo,0.0,21.0,-2.5,2.2,2.1,0.618,1072.0,-4.7,1.1,13.3,0.606,9.6,-0.1,0.44186046511627913,0.44680851063829785,CHO
Chris Douglas-Roberts,0.524,27.0,0.1,0.4,1.2,0.325,1016.0,-0.3,1.1,12.2,0.588,14.7,0.5,0.44186046511627913,0.2553191489361702,CHO
Jeffery Taylor,0.307,24.0,-5.4,-1.2,0.6,0.216,629.0,-4.2,-0.8,5.9,0.436,19.4,-0.5,0.0,0.1276595744680851,CHO
Gary Neal,0.356,29.0,-2.0,-2.2,0.5,0.263,507.0,0.2,0.6,14.0,0.571,22.0,0.0,0.3255813953488372,0.10638297872340426,CHO
Luke Ridnour,0.37,32.0,-3.8,-0.8,0.4,0.065,378.0,-3.0,-0.2,8.6,0.45,16.0,-0.2,0.13953488372093026,0.0851063829787234,CHO
Ben Gordon,0.269,30.0,-6.8,-1.0,0.3,0.194,279.0,-5.9,-0.7,6.4,0.422,22.9,-0.3,0.023255813953488393,0.06382978723404255,CHO
Jeff Adrien,0.0,27.0,0.4,2.9,0.5,0.625,256.0,-2.5,0.4,14.9,0.559,10.6,0.2,0.2790697674418605,0.10638297872340426,CHO
Jannero Pargo,0.508,34.0,0.9,-2.2,0.4,0.093,242.0,3.1,0.2,18.9,0.554,28.4,0.2,0.23255813953488372,0.0851063829787234,CHO
D.J. White,0.0,27.0,-6.9,3.4,0.0,0.0,10.0,-10.3,0.0,2.4,0.0,4.6,0.0,0.186046511627907,0.0,CHO
Justin Hamilton,0.0,23.0,-0.1,12.9,0.0,0.0,4.0,-13.0,0.0,0.0,0.0,11.5,0.0,0.186046511627907,0.0,CHO
James Southerland,0.333,23.0,-46.4,-13.3,0.0,0.0,3.0,-33.1,-0.1,-40.6,0.0,46.2,0.0,0.16279069767441862,0.0,CHO
