Name,3PAr,AGE,BPM,DBPM,DWS,FTr,MP,OBPM,OWS,PER,TS,USG,VORP,Norm_OWS,Norm_DWS,Team
Harrison Barnes,0.276,25.0,-2.1,-1.4,1.9,0.259,2634.0,-0.7,2.0,15.8,0.539,25.2,-0.1,0.6285714285714287,0.8636363636363635,DAL
Yogi Ferrell,0.492,24.0,-1.0,-0.6,1.5,0.141,2282.0,-0.4,1.5,11.4,0.54,17.0,0.6,0.5571428571428572,0.6818181818181818,DAL
Wesley Matthews,0.577,31.0,0.1,-0.2,1.6,0.145,2131.0,0.2,1.0,11.4,0.541,17.6,1.1,0.4857142857142857,0.7272727272727273,DAL
Dennis Smith,0.331,20.0,-2.3,-0.7,1.7,0.189,2049.0,-1.5,-2.4,12.8,0.473,28.9,-0.1,0.0,0.7727272727272726,DAL
Dirk Nowitzki,0.445,39.0,0.3,0.3,2.2,0.142,1900.0,0.1,2.6,16.7,0.575,20.5,1.1,0.7142857142857143,1.0,DAL
Dwight Powell,0.195,26.0,2.7,1.6,2.1,0.43,1672.0,1.1,4.6,18.8,0.656,15.5,2.0,1.0,0.9545454545454545,DAL
J.J. Barea,0.454,33.0,0.1,-2.3,1.0,0.148,1603.0,2.4,2.3,17.8,0.545,24.9,0.8,0.6714285714285714,0.45454545454545453,DAL
Maxi Kleber,0.414,26.0,0.2,1.2,1.2,0.191,1206.0,-1.0,1.6,13.4,0.576,13.7,0.7,0.5714285714285714,0.5454545454545454,DAL
Devin Harris,0.44,34.0,-1.4,-0.9,0.7,0.394,807.0,-0.5,0.7,13.5,0.56,21.5,0.1,0.4428571428571428,0.3181818181818181,DAL
Salah Mejri,0.022,31.0,3.1,5.3,1.3,0.482,729.0,-2.2,1.3,17.8,0.644,12.8,0.9,0.5285714285714286,0.5909090909090908,DAL
Doug McDermott,0.439,26.0,-2.2,-1.4,0.3,0.156,596.0,-0.8,0.6,11.5,0.611,16.3,0.0,0.42857142857142855,0.13636363636363635,DAL
Kyle Collinsworth,0.172,26.0,-1.8,2.2,0.5,0.404,480.0,-4.0,-0.1,10.0,0.433,13.3,0.0,0.32857142857142857,0.22727272727272727,DAL
Nerlens Noel,0.01,23.0,1.0,4.5,1.0,0.267,472.0,-3.5,0.4,16.2,0.558,13.8,0.4,0.39999999999999997,0.45454545454545453,DAL
Dorian Finney-Smith,0.554,24.0,-3.1,-0.3,0.3,0.124,448.0,-2.8,-0.2,7.6,0.482,15.1,-0.1,0.3142857142857142,0.13636363636363635,DAL
Aaron Harrison,0.623,23.0,-4.1,-0.5,0.2,0.246,233.0,-3.6,-0.3,5.1,0.392,15.5,-0.1,0.3,0.09090909090909091,DAL
Johnathan Motley,0.08,22.0,-4.9,-2.1,0.2,0.373,176.0,-2.8,0.1,17.2,0.55,24.9,-0.1,0.35714285714285715,0.09090909090909091,DAL
Jalen Jones,0.391,24.0,-5.9,-2.7,0.1,0.266,162.0,-3.2,-0.1,10.9,0.483,22.0,-0.2,0.32857142857142857,0.045454545454545456,DAL
Antonius Cleveland,0.071,23.0,-3.1,4.5,0.1,0.286,81.0,-7.6,-0.1,5.1,0.317,10.0,0.0,0.32857142857142857,0.045454545454545456,DAL
Gian Clavell,0.833,24.0,-3.6,-1.9,0.0,0.111,64.0,-1.7,0.0,7.4,0.53,14.8,0.0,0.34285714285714286,0.0,DAL
Jeff Withey,0.625,27.0,-12.8,-3.7,0.1,0.125,39.0,-9.1,-0.1,8.3,0.444,22.0,-0.1,0.32857142857142857,0.045454545454545456,DAL
Jameel Warney,0.0,24.0,-12.2,-9.1,0.0,0.417,27.0,-3.1,0.1,22.6,0.599,25.6,-0.1,0.35714285714285715,0.0,DAL
Scotty Hopson,0.0,28.0,-20.7,-6.0,0.0,2.0,8.0,-14.7,0.0,-4.6,0.266,16.3,0.0,0.34285714285714286,0.0,DAL
Josh McRoberts,1.0,30.0,-12.2,-2.4,0.0,0.0,6.0,-9.8,0.0,-12.5,0.0,7.6,0.0,0.34285714285714286,0.0,DAL
