win,lose,probability
Washington Wizards,Cleveland Cavaliers,0.5089486236577228
Los Angeles Lakers,Dallas Mavericks,0.6290674784825828
Miami Heat,Boston Celtics,0.5759252154089628
Chicago Bulls,Sacramento Kings,0.9075195354049902
Houston Rockets,Detroit Pistons,0.5480671302241007
Los Angeles Clippers,Memphis Grizzlies,0.5181405182946265
San Antonio Spurs,New Orleans Pelicans,0.8564968703944844
Denver Nuggets,Philadelphia 76ers,0.5048836979833367
Phoenix Suns,Golden State Warriors,0.76778833741676
Los Angeles Lakers,Portland Trail Blazers,0.6672173582478244
Indiana Pacers,Toronto Raptors,0.7047665752589636
Utah Jazz,Dallas Mavericks,0.5983016830600443
San Antonio Spurs,Oklahoma City Thunder,0.6606486600586485
Atlanta Hawks,Houston Rockets,0.7143670315691923
Boston Celtics,Milwaukee Bucks,0.740629520754953
Indiana Pacers,Charlotte Hornets,0.9030301015850598
Chicago Bulls,Cleveland Cavaliers,0.8884807300596953
Memphis Grizzlies,Golden State Warriors,0.754301965110701
Los Angeles Lakers,Los Angeles Clippers,0.5557370078889221
Minnesota Timberwolves,Sacramento Kings,0.6328129138527245
Utah Jazz,New Orleans Pelicans,0.6859809119170139
Miami Heat,New York Knicks,0.5342265976691571
Oklahoma City Thunder,Portland Trail Blazers,0.8023807618030468
Denver Nuggets,Orlando Magic,0.5540806968660064
Phoenix Suns,Detroit Pistons,0.7375114482320118
Brooklyn Nets,Toronto Raptors,0.5078278321345426
Chicago Bulls,New Orleans Pelicans,0.8830221962408433
Dallas Mavericks,Charlotte Hornets,0.9418526888753247
Houston Rockets,Portland Trail Blazers,0.6322066235965871
Indiana Pacers,Sacramento Kings,0.8656371448417247
Los Angeles Clippers,Golden State Warriors,0.8322498547764532
Miami Heat,Denver Nuggets,0.6208984273490424
Milwaukee Bucks,Cleveland Cavaliers,0.7778789816875241
San Antonio Spurs,Utah Jazz,0.7439694091169284
Boston Celtics,Washington Wizards,0.7317593125897197
Los Angeles Lakers,Detroit Pistons,0.8176583672557495
New York Knicks,Philadelphia 76ers,0.6513916372627275
Oklahoma City Thunder,Atlanta Hawks,0.6302901514624532
Orlando Magic,Phoenix Suns,0.5562229084520508
Toronto Raptors,Minnesota Timberwolves,0.618484036779826
Brooklyn Nets,Minnesota Timberwolves,0.5419195607095819
Dallas Mavericks,Portland Trail Blazers,0.7009577342892935
Los Angeles Clippers,Cleveland Cavaliers,0.8739413262318559
Memphis Grizzlies,Utah Jazz,0.60676352471283
Miami Heat,Phoenix Suns,0.7183683422585844
New York Knicks,Philadelphia 76ers,0.5313279941073921
Sacramento Kings,Golden State Warriors,0.5987965647210327
San Antonio Spurs,Indiana Pacers,0.7274901380705846
Chicago Bulls,Orlando Magic,0.7887171345342017
Denver Nuggets,Detroit Pistons,0.8166209803862821
Oklahoma City Thunder,Toronto Raptors,0.8447876195387695
Atlanta Hawks,Indiana Pacers,0.5575852455111291
Boston Celtics,Washington Wizards,0.8124294837716924
Phoenix Suns,Charlotte Hornets,0.8517295178475927
Dallas Mavericks,Toronto Raptors,0.7585804255873397
Golden State Warriors,Cleveland Cavaliers,0.6774291895231224
Denver Nuggets,Houston Rockets,0.5845815608454555
San Antonio Spurs,Los Angeles Clippers,0.6731943930737136
Miami Heat,Brooklyn Nets,0.8906084120232748
Memphis Grizzlies,Milwaukee Bucks,0.64801453405641
Orlando Magic,Minnesota Timberwolves,0.6040106264801455
Philadelphia 76ers,New Orleans Pelicans,0.6149032346558456
Sacramento Kings,Detroit Pistons,0.559137563741355
Utah Jazz,Los Angeles Lakers,0.5091816180611705
Chicago Bulls,Oklahoma City Thunder,0.6220562629779521
Los Angeles Clippers,Portland Trail Blazers,0.6543697644291734
Miami Heat,Atlanta Hawks,0.5331294069680133
Boston Celtics,Philadelphia 76ers,0.6535193796234281
Denver Nuggets,Utah Jazz,0.5835060023238468
Los Angeles Lakers,Golden State Warriors,0.8406876210222476
Memphis Grizzlies,Houston Rockets,0.7377433244200303
Indiana Pacers,Minnesota Timberwolves,0.7161390175598032
New Orleans Pelicans,Charlotte Hornets,0.8797689036917788
New York Knicks,Dallas Mavericks,0.6214786769516156
Oklahoma City Thunder,Detroit Pistons,0.8480058267630373
Orlando Magic,Brooklyn Nets,0.8000225287107183
Phoenix Suns,Cleveland Cavaliers,0.8220755846248856
San Antonio Spurs,Sacramento Kings,0.8725696320802707
Milwaukee Bucks,Washington Wizards,0.5108673310155334
Dallas Mavericks,Charlotte Hornets,0.8768016262606305
Chicago Bulls,Minnesota Timberwolves,0.8972691735591632
Denver Nuggets,Golden State Warriors,0.7224257552260807
Houston Rockets,Detroit Pistons,0.702556006738202
Indiana Pacers,Washington Wizards,0.8351755321761227
Boston Celtics,Milwaukee Bucks,0.6530459836871603
San Antonio Spurs,Portland Trail Blazers,0.8210024487932196
Philadelphia 76ers,Toronto Raptors,0.6158327078729702
Utah Jazz,Phoenix Suns,0.648544578065253
Orlando Magic,Brooklyn Nets,0.6641762258700628
Los Angeles Clippers,Atlanta Hawks,0.5629843565226561
Los Angeles Lakers,Sacramento Kings,0.8492897156513092
Miami Heat,Memphis Grizzlies,0.5037821841854528
Oklahoma City Thunder,Cleveland Cavaliers,0.9017165606580053
Chicago Bulls,Boston Celtics,0.6607940324009052
Dallas Mavericks,Minnesota Timberwolves,0.7827341384800743
Oklahoma City Thunder,Detroit Pistons,0.7674423465798078
Miami Heat,Houston Rockets,0.6782617750768934
Philadelphia 76ers,Milwaukee Bucks,0.6798886363211115
Denver Nuggets,Phoenix Suns,0.5419101931191165
Atlanta Hawks,Portland Trail Blazers,0.6334863071658625
Utah Jazz,Toronto Raptors,0.6868262047032154
Brooklyn Nets,Cleveland Cavaliers,0.6349397487563615
Washington Wizards,Charlotte Hornets,0.7314168948834341
Indiana Pacers,Toronto Raptors,0.8333681921559647
San Antonio Spurs,Los Angeles Lakers,0.6594788004551349
New York Knicks,Orlando Magic,0.5800827919843833
Portland Trail Blazers,Sacramento Kings,0.5200246732764164
Boston Celtics,Utah Jazz,0.5795970694563485
Dallas Mavericks,Washington Wizards,0.7609662698068272
Atlanta Hawks,Golden State Warriors,0.7193017250200412
Houston Rockets,New Orleans Pelicans,0.6954292963600761
Miami Heat,Los Angeles Clippers,0.5415111868832314
Indiana Pacers,Milwaukee Bucks,0.6189904358366931
Minnesota Timberwolves,Charlotte Hornets,0.8733630780463782
Oklahoma City Thunder,Memphis Grizzlies,0.5872898266418448
Philadelphia 76ers,Detroit Pistons,0.7652306541125687
Chicago Bulls,Phoenix Suns,0.7346073302208813
Boston Celtics,Brooklyn Nets,0.7912268061977896
Miami Heat,Denver Nuggets,0.5278896020490874
San Antonio Spurs,New York Knicks,0.7142447657856762
Orlando Magic,Detroit Pistons,0.5926667158821364
Indiana Pacers,Dallas Mavericks,0.6597317749578478
Los Angeles Lakers,Phoenix Suns,0.6775362795852862
Memphis Grizzlies,New York Knicks,0.5703097647506389
Minnesota Timberwolves,Golden State Warriors,0.6174209016003352
Oklahoma City Thunder,New Orleans Pelicans,0.7652915583667893
Philadelphia 76ers,Utah Jazz,0.5062838055104253
Portland Trail Blazers,Houston Rockets,0.5206103404170447
Atlanta Hawks,Sacramento Kings,0.7206968647624427
Boston Celtics,Toronto Raptors,0.8104293410212945
Memphis Grizzlies,Charlotte Hornets,0.913442633106655
Dallas Mavericks,Cleveland Cavaliers,0.7303620062612692
Chicago Bulls,Los Angeles Clippers,0.6484728863537896
Milwaukee Bucks,New Orleans Pelicans,0.6730640344762597
Miami Heat,Phoenix Suns,0.639275292455929
San Antonio Spurs,Denver Nuggets,0.7353680297733116
Utah Jazz,Washington Wizards,0.6838668378881846
Boston Celtics,Detroit Pistons,0.7360183972912714
Los Angeles Lakers,Houston Rockets,0.7200419344059379
New York Knicks,Indiana Pacers,0.5564973992181705
Oklahoma City Thunder,Golden State Warriors,0.8678218682447395
Philadelphia 76ers,Cleveland Cavaliers,0.8427685106949846
Chicago Bulls,Portland Trail Blazers,0.8042101461508212
Sacramento Kings,Brooklyn Nets,0.6547898460500994
Orlando Magic,Toronto Raptors,0.5907133392019233
Atlanta Hawks,Orlando Magic,0.6758035722475949
Milwaukee Bucks,Charlotte Hornets,0.8050960031850468
Dallas Mavericks,Golden State Warriors,0.7912468481279865
Memphis Grizzlies,Denver Nuggets,0.5960554363518495
San Antonio Spurs,Los Angeles Clippers,0.7204019127011025
Utah Jazz,Houston Rockets,0.6931409869626631
Indiana Pacers,Washington Wizards,0.7019031585111821
Los Angeles Lakers,Brooklyn Nets,0.8702375669072637
New York Knicks,New Orleans Pelicans,0.7174826738916178
Philadelphia 76ers,Toronto Raptors,0.760754290818423
Atlanta Hawks,Washington Wizards,0.8116702366359838
San Antonio Spurs,Boston Celtics,0.6646260218111408
Toronto Raptors,Charlotte Hornets,0.7339770446066798
