win,lose,probability
Cleveland Cavaliers,Washington Wizards,0.8156071239108065
Los Angeles Lakers,Dallas Mavericks,0.9382672065790455
Miami Heat,Boston Celtics,0.916434807833979
Chicago Bulls,Sacramento Kings,0.9579698439562623
Detroit Pistons,Houston Rockets,0.7642369466828809
Los Angeles Clippers,Memphis Grizzlies,0.8314170697651326
New Orleans Pelicans,San Antonio Spurs,0.5036975250674957
Philadelphia 76ers,Denver Nuggets,0.8458898337658362
Phoenix Suns,Golden State Warriors,0.9548062067184104
Portland Trail Blazers,Los Angeles Lakers,0.7905599456417807
Toronto Raptors,Indiana Pacers,0.6704840561510463
Utah Jazz,Dallas Mavericks,0.9302412874122538
San Antonio Spurs,Oklahoma City Thunder,0.876992347742289
Atlanta Hawks,Houston Rockets,0.875388977912131
Boston Celtics,Milwaukee Bucks,0.9114860715173606
Indiana Pacers,Charlotte Hornets,0.6343691738505783
Cleveland Cavaliers,Chicago Bulls,0.6895009960008605
Golden State Warriors,Memphis Grizzlies,0.6368850589001319
Los Angeles Lakers,Los Angeles Clippers,0.885993259005948
Minnesota Timberwolves,Sacramento Kings,0.8459521650534346
New Orleans Pelicans,Utah Jazz,0.7949736997210171
New York Knicks,Miami Heat,0.7707316216516977
Oklahoma City Thunder,Portland Trail Blazers,0.9755767672285545
Orlando Magic,Denver Nuggets,0.7971048083166785
Phoenix Suns,Detroit Pistons,0.890285780723779
Brooklyn Nets,Toronto Raptors,0.82792527914082
Chicago Bulls,New Orleans Pelicans,0.9488089051893427
Dallas Mavericks,Charlotte Hornets,0.9800481277359585
Houston Rockets,Portland Trail Blazers,0.9341610803400903
Indiana Pacers,Sacramento Kings,0.9312591641631167
Los Angeles Clippers,Golden State Warriors,0.9687480711028085
Miami Heat,Denver Nuggets,0.9252193000241342
Milwaukee Bucks,Cleveland Cavaliers,0.9281581624145698
San Antonio Spurs,Utah Jazz,0.952746850984806
Washington Wizards,Boston Celtics,0.6974287390856058
Los Angeles Lakers,Detroit Pistons,0.9227646920153427
New York Knicks,Philadelphia 76ers,0.8922236825716621
Oklahoma City Thunder,Atlanta Hawks,0.9016912876107374
Orlando Magic,Phoenix Suns,0.8059178977150678
Toronto Raptors,Minnesota Timberwolves,0.9087120683365614
Brooklyn Nets,Minnesota Timberwolves,0.8733884397198888
Dallas Mavericks,Portland Trail Blazers,0.9484114768220827
Los Angeles Clippers,Cleveland Cavaliers,0.9626546033835818
Memphis Grizzlies,Utah Jazz,0.9045215995449698
Miami Heat,Phoenix Suns,0.9289634546432064
Philadelphia 76ers,New York Knicks,0.8869813978848964
Sacramento Kings,Golden State Warriors,0.9099486198769636
San Antonio Spurs,Indiana Pacers,0.912017786699331
Chicago Bulls,Orlando Magic,0.9525668564468546
Denver Nuggets,Detroit Pistons,0.917486209127458
Oklahoma City Thunder,Toronto Raptors,0.9648932983953595
Atlanta Hawks,Indiana Pacers,0.8047489101350782
Boston Celtics,Washington Wizards,0.94989345327409
Phoenix Suns,Charlotte Hornets,0.5687436167683785
Dallas Mavericks,Toronto Raptors,0.9267374475022185
Golden State Warriors,Cleveland Cavaliers,0.9016462012470121
Houston Rockets,Denver Nuggets,0.7807552719945461
Los Angeles Clippers,San Antonio Spurs,0.72300608956492
Miami Heat,Brooklyn Nets,0.9705256049386921
Milwaukee Bucks,Memphis Grizzlies,0.7119664626879613
Minnesota Timberwolves,Orlando Magic,0.8287238451019263
New Orleans Pelicans,Philadelphia 76ers,0.7710195042042061
Sacramento Kings,Detroit Pistons,0.7951288022263786
Utah Jazz,Los Angeles Lakers,0.8686508496138471
Chicago Bulls,Oklahoma City Thunder,0.8364281849014792
Portland Trail Blazers,Los Angeles Clippers,0.7955736501203178
Atlanta Hawks,Miami Heat,0.7387039471470727
Boston Celtics,Philadelphia 76ers,0.9079808992664968
Denver Nuggets,Utah Jazz,0.9030371901765962
Los Angeles Lakers,Golden State Warriors,0.9688532320160541
Memphis Grizzlies,Houston Rockets,0.8924897028363445
Minnesota Timberwolves,Indiana Pacers,0.6417418634206176
New Orleans Pelicans,Charlotte Hornets,0.9635223405125024
New York Knicks,Dallas Mavericks,0.9353958194695979
Oklahoma City Thunder,Detroit Pistons,0.949251631344814
Orlando Magic,Brooklyn Nets,0.9127067526100943
Phoenix Suns,Cleveland Cavaliers,0.9461454884188056
