win,lose,probability
Atlanta Hawks,Detroit Pistons,0.8339653473394606
Chicago Bulls,Cleveland Cavaliers,0.5257242669464763
Golden State Warriors,New Orleans Pelicans,0.8652830485774765
Boston Celtics,Philadelphia 76ers,0.8660097009049957
Chicago Bulls,Brooklyn Nets,0.6015080067272576
Utah Jazz,Detroit Pistons,0.5301395936150702
Houston Rockets,Denver Nuggets,0.8621158289272715
Los Angeles Lakers,Minnesota Timberwolves,0.5850102065213046
Memphis Grizzlies,Cleveland Cavaliers,0.5700241341041298
Miami Heat,Charlotte Hornets,0.6333832840987043
Milwaukee Bucks,New York Knicks,0.8343604653657382
San Antonio Spurs,Oklahoma City Thunder,0.5976348449067075
Washington Wizards,Orlando Magic,0.7405450706735873
Dallas Mavericks,Phoenix Suns,0.6169946568420367
Portland Trail Blazers,New Orleans Pelicans,0.6469531613671919
Los Angeles Clippers,Sacramento Kings,0.8301202349056312
Toronto Raptors,Indiana Pacers,0.6750857829086238
Memphis Grizzlies,Indiana Pacers,0.5847912080455304
Los Angeles Clippers,Dallas Mavericks,0.7335921989344063
Atlanta Hawks,New York Knicks,0.9135011503541218
Atlanta Hawks,Charlotte Hornets,0.8737605645327353
Boston Celtics,Toronto Raptors,0.5207409757949141
Cleveland Cavaliers,Miami Heat,0.8451042975905355
Denver Nuggets,Minnesota Timberwolves,0.7368589089468401
Chicago Bulls,Detroit Pistons,0.6506319970293467
Golden State Warriors,Houston Rockets,0.5900542443600917
Washington Wizards,Milwaukee Bucks,0.5188581486380289
Oklahoma City Thunder,Orlando Magic,0.7770754942945253
Utah Jazz,Philadelphia 76ers,0.7998263661167694
Portland Trail Blazers,Phoenix Suns,0.6325436214553868
Sacramento Kings,Los Angeles Lakers,0.6735980129213636
San Antonio Spurs,Brooklyn Nets,0.8535980614160059
Indiana Pacers,Utah Jazz,0.581243383886817
Los Angeles Clippers,Sacramento Kings,0.9040269924616098
Memphis Grizzlies,Brooklyn Nets,0.7850286386465917
Golden State Warriors,New Orleans Pelicans,0.7423800225485626
Portland Trail Blazers,Phoenix Suns,0.7331710995451787
Washington Wizards,New York Knicks,0.8749831115122275
San Antonio Spurs,Boston Celtics,0.6452224085914329
Chicago Bulls,Orlando Magic,0.8698960599319268
Atlanta Hawks,Charlotte Hornets,0.7977041783450467
Dallas Mavericks,Los Angeles Lakers,0.8403418986298683
Houston Rockets,Miami Heat,0.717836210154241
Oklahoma City Thunder,Denver Nuggets,0.7731531446490824
Toronto Raptors,Milwaukee Bucks,0.6636778094590919
Brooklyn Nets,Milwaukee Bucks,0.5033413091030695
Golden State Warriors,Memphis Grizzlies,0.8130928569826908
Houston Rockets,Oklahoma City Thunder,0.7152723976172078
Los Angeles Clippers,Phoenix Suns,0.8422247966619537
Portland Trail Blazers,Minnesota Timberwolves,0.8819859503330335
San Antonio Spurs,New York Knicks,0.921292131447987
Cleveland Cavaliers,Philadelphia 76ers,0.8990925791880096
Chicago Bulls,Charlotte Hornets,0.709552987977306
Dallas Mavericks,Toronto Raptors,0.6227048513826932
Indiana Pacers,Detroit Pistons,0.5362237089052841
Denver Nuggets,Los Angeles Lakers,0.6420289157098169
Atlanta Hawks,Miami Heat,0.7375337424946475
New Orleans Pelicans,Orlando Magic,0.831295062817735
Memphis Grizzlies,Sacramento Kings,0.7628831348753062
Atlanta Hawks,Brooklyn Nets,0.8243174425375808
Cleveland Cavaliers,New York Knicks,0.942270025194119
Golden State Warriors,Los Angeles Clippers,0.7412173707356604
Houston Rockets,Orlando Magic,0.9079635591585976
Indiana Pacers,Boston Celtics,0.5327360251902189
Milwaukee Bucks,Philadelphia 76ers,0.8144043612301204
Oklahoma City Thunder,Toronto Raptors,0.570893027343258
Phoenix Suns,Sacramento Kings,0.679844166686496
Portland Trail Blazers,Utah Jazz,0.5579100586909894
San Antonio Spurs,Washington Wizards,0.6584606446837517
Chicago Bulls,Oklahoma City Thunder,0.6299846393198786
Dallas Mavericks,Charlotte Hornets,0.8179854621071252
Utah Jazz,Denver Nuggets,0.6075166433247617
Miami Heat,Minnesota Timberwolves,0.7278769975800579
Portland Trail Blazers,Memphis Grizzlies,0.5537973965670749
Boston Celtics,Washington Wizards,0.5773181263896131
Brooklyn Nets,Los Angeles Lakers,0.7878582825448587
Cleveland Cavaliers,Philadelphia 76ers,0.9342909022469574
Golden State Warriors,Denver Nuggets,0.9358133899046134
Indiana Pacers,Miami Heat,0.6795017672890455
Atlanta Hawks,New Orleans Pelicans,0.5939097290988935
Milwaukee Bucks,New York Knicks,0.8104970222815128
Toronto Raptors,Orlando Magic,0.7820351008882005
Phoenix Suns,Detroit Pistons,0.5842288230412834
Houston Rockets,Sacramento Kings,0.7987772230812349
Atlanta Hawks,Washington Wizards,0.7616369339316488
Chicago Bulls,Minnesota Timberwolves,0.9146321621851851
Dallas Mavericks,New Orleans Pelicans,0.6506756833207533
Los Angeles Clippers,Houston Rockets,0.6615059156189542
Milwaukee Bucks,Brooklyn Nets,0.576576120635679
Orlando Magic,Philadelphia 76ers,0.5963141082003953
Golden State Warriors,Sacramento Kings,0.8962587114100969
San Antonio Spurs,Charlotte Hornets,0.8958418617348078
Memphis Grizzlies,Utah Jazz,0.5742338111772225
Cleveland Cavaliers,Indiana Pacers,0.7770678564764687
Toronto Raptors,Miami Heat,0.6118165168692178
Los Angeles Lakers,New York Knicks,0.538559450541414
Oklahoma City Thunder,Phoenix Suns,0.6924417459459207
Portland Trail Blazers,Detroit Pistons,0.7623831825715118
Atlanta Hawks,Minnesota Timberwolves,0.9427393276560573
Portland Trail Blazers,Denver Nuggets,0.738999824963378
Golden State Warriors,Detroit Pistons,0.9183395586524984
Indiana Pacers,Orlando Magic,0.7896735390230344
Los Angeles Clippers,Memphis Grizzlies,0.7068491652004205
Chicago Bulls,Philadelphia 76ers,0.8683357316492879
San Antonio Spurs,Sacramento Kings,0.829344054278787
Cleveland Cavaliers,Utah Jazz,0.7812737521766113
